adm1_name,adm2_name,mkt_name,c_maize_price,c_rice_price,c_sorghum_price,c_oil_price,c_food_price_index,Date,Population,Climate_Temperature,Climate_Precipitation,Climate_Humidity,Conflict_Critical,Conflict_Heightened,Conflict_Typical,Drought_NDVI_Critical,Drought_NDVI_Heightened,Drought_NDVI_Typical,Drought_rainfall_Critical,Drought_rainfall_Heightened,Drought_rainfall_Typical,Exchange_rates_Critical,Exchange_rates_Heightened,Exchange_rates_Typical,Food_prices_Critical,Food_prices_Heightened,Food_prices_Typical,Fuel_prices_Critical,Fuel_prices_Heightened,Fuel_prices_Typical,GLM_Estimated_population_living_in_areas_at_risk,GLM_Percentage_of_population_living_in_areas_at_risk,Heavy_rainfall_Critical,Heavy_rainfall_Heightened,Heavy_rainfall_Typical,ALCOHOLIC_BEVERAGES_TOBACCO_AND_NARCOTICS,ALL_GROUPS,CLOTHING_AND_FOOTWEAR,COMMUNICATION,EDUCATION,FOOD_AND_NON_ALCOHOLIC_BEVERAGES,FURNISHINGS_HOUSEHOLD_EQUIPMENT_AND_ROUTINE_MAINTENANCE_OF_THE_HOUSE,HEALTH,HOUSING_WATER_ELECTRICITY_GAS_AND_OTHER_FUELS,MISCELLANEOUS_GOODS_AND_SERVICES,RECREATION_AND_CULTURE,RESTAURANTS_AND_HOTELS,TRANSPORT,Exchange_Rate,"GDP_per_capita,_US_Dollars",Government_final_consumption,Gross_fixed_capital_formation,Household_final_consumption,Minus:_Imports_of_goods_and_services
Nugaal,Eyl,Eyl,35398.99,29540.68,27000.0,52100.0,1.79,2021-06-01,,25.84,0.0,80.44,3.0,20.0,51.0,5.0,1.0,74.0,3.0,10.0,61.0,,74.0,,39.0,35.0,1.0,54.0,9.0,11.0,4854697.249,0.2898,,,74.0,1.6055000000000001,125.97,7.8266800000000005,2.8848399999999996,4.392,58.705604,3.3270150000000003,8.058,27.738509,3.481613,1.0375,2.7688,4.146623,26023.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Nugaal,Eyl,Eyl,35293.76,30000.0,27000.0,52788.75,1.8,2021-07-01,,25.52,0.01,74.55,,21.0,53.0,1.0,5.0,74.0,3.0,9.0,62.0,,74.0,,38.0,36.0,,55.0,8.0,11.0,5280233.531,0.3152,,,74.0,1.6055000000000001,126.89,7.8266800000000005,2.8848399999999996,4.392,59.502096,3.3270150000000003,8.058,27.738509,3.481613,1.0375,2.8702,4.167358,26014.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Nugaal,Eyl,Eyl,35563.05,30000.0,28054.52,52863.75,1.82,2021-08-01,,25.84,0.0,76.74,4.0,11.0,59.0,,,74.0,2.0,4.0,68.0,,74.0,,41.0,33.0,,54.0,15.0,5.0,5444556.05,0.3251,,3.0,74.0,1.41375,125.26,8.194373,2.8848399999999996,4.392,58.668772,3.3270150000000003,8.058,26.762311999999998,3.481613,1.0375,2.8702,4.167358,26026.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Nugaal,Eyl,Eyl,36286.64,30000.0,30000.0,53238.31,1.86,2021-09-01,,25.05,0.02,78.97,,8.0,66.0,,,74.0,2.0,1.0,71.0,,74.0,,38.0,36.0,2.0,55.0,12.0,7.0,6126289.848,0.3658,,1.0,74.0,1.3827500000000001,126.17,7.8266800000000005,2.8848399999999996,4.392,59.004864,3.3270150000000003,8.058,27.738509,3.481613,1.0375,2.8702,4.167358,26033.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Nugaal,Eyl,Eyl,34469.11,30000.0,30343.59,53903.23,1.85,2021-10-01,,26.17,0.01,79.2,,7.0,67.0,11.0,1.0,73.0,6.0,20.0,48.0,,74.0,,44.0,30.0,4.0,58.0,11.0,5.0,6324561.435,0.3776,,1.0,73.0,1.3604869325,126.4613726,7.82668841016,2.8849443587999994,4.3920274280000005,59.28218755139999,3.3270553841900004,8.05814623,27.7380646782,3.4861312217899996,1.037529047,2.87014507,4.197966249229999,26057.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Nugaal,Eyl,Eyl,34199.23,30081.62,31077.29,57800.0,1.9,2021-11-01,,26.79,0.03,72.53,,1.0,73.0,4.0,5.0,65.0,12.0,24.0,38.0,,74.0,,49.0,25.0,,67.0,3.0,4.0,6998076.876,0.4178,,2.0,72.0,1.3604869325,127.2735028,7.82668841016,2.8849443587999994,4.3920274280000005,60.09431777403999,3.3270553841900004,8.05814623,27.7380646782,3.4861312217899996,1.037529047,2.87014507,4.197966249229999,26090.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Nugaal,Eyl,Eyl,34256.84,30192.41,31630.16,55000.0,1.88,2021-12-01,,25.92,0.02,71.73,,1.0,73.0,9.0,3.0,62.0,4.0,20.0,50.0,,74.0,,56.0,18.0,,69.0,4.0,1.0,7976197.401,0.4762,,,74.0,1.2479350401250002,126.9899071,7.52730076295,2.8849443587999994,4.3920274280000005,60.73035995968,3.2415347580800002,8.05814623,27.73653277462,3.32970358235,1.03682795,2.675561736,4.1290325683099995,26091.0,502.0,677000000.0,1244000000.0,10720000000.0,6544000000.0
Nugaal,Eyl,Eyl,34647.33,30162.07,32103.45,57275.86,1.92,2022-01-01,,25.41,0.02,72.84,5.0,11.0,58.0,8.0,3.0,63.0,1.0,5.0,69.0,,74.0,,69.0,5.0,,71.0,3.0,2.0,11073533.67,0.6385,,,74.0,1.136575031,126.9198506,7.50381252908,2.8849443587999994,4.364501392,61.39635761092,3.2092331078600007,8.05814623,27.612695864470002,3.01795681038,1.01639715,2.675561736,4.04366871467,26069.0,,,,,
Nugaal,Eyl,Eyl,34699.8,30726.29,35035.71,66207.14,2.07,2022-02-01,,25.29,0.01,71.75,,15.0,59.0,6.0,7.0,61.0,8.0,6.0,68.0,74.0,,,69.0,5.0,,72.0,2.0,1.0,13803526.16,0.7959,,,74.0,1.0808950263750001,127.614781,7.42094553755,2.8849443587999994,4.364501392,62.15775824519999,3.2092331078600007,8.05814623,27.612695864470002,3.01795681038,1.01639715,2.675561736,4.11574552753,25384.0,,,,,
Nugaal,Eyl,Eyl,35908.4,31000.0,36518.52,78224.06,2.26,2022-03-01,,26.21,0.0,71.49,1.0,15.0,58.0,12.0,6.0,56.0,,3.0,71.0,74.0,74.0,,71.0,3.0,,74.0,,,14124591.62,0.8144,,,74.0,1.0808950263750001,129.9171666,7.42094553755,2.8849443587999994,4.364501392,63.82585365072,3.2092331078600007,8.05814623,28.07096412515,3.05273603013,1.0384717940000001,2.721024916,4.1894503922699995,26027.0,,,,,
Nugaal,Eyl,Eyl,37992.36,31914.4,39740.74,90000.0,2.48,2022-04-01,,28.54,0.04,74.13,,12.0,62.0,14.0,6.0,54.0,4.0,34.0,36.0,,74.0,74.0,70.0,4.0,,74.0,,,12838449.29,0.7403,,,74.0,1.0808950263750001,132.8982247,8.02570531974,2.8849443587999994,4.364501392,65.79090199183999,3.2092331078600007,8.05814623,28.48221412654,3.05273603013,1.0384717940000001,2.721024916,4.1894503922699995,26492.0,,,,,
Nugaal,Eyl,Eyl,38824.25,33155.76,39258.02,91290.32,2.52,2022-05-01,,28.39,0.17,74.62,,13.0,61.0,12.0,14.0,48.0,15.0,37.0,22.0,,74.0,74.0,67.0,7.0,,74.0,,,11916350.61,0.6871,,,74.0,1.02525,134.85,7.420759,2.8848399999999996,4.3644,68.364796,3.2092290000000006,8.058,28.520402999999998,3.0528169999999997,1.0385,2.721,4.189601,26382.0,,,,,
Nugaal,Eyl,Eyl,40164.52,34000.0,41000.0,110000.0,2.8,2022-06-01,,25.45,0.0,70.74,,13.0,61.0,14.0,13.0,47.0,30.0,25.0,19.0,,74.0,74.0,68.0,6.0,,74.0,,,13978651.99,0.806,,,74.0,1.02525,134.77,7.420759,2.8848399999999996,4.3644,68.604204,3.2092290000000006,8.058,28.110727999999998,3.0544789999999997,1.0385,2.8144,4.189601,26988.0,,,,,
Nugaal,Eyl,Eyl,40288.12,34461.01,41486.17,115000.0,2.88,2022-07-01,,24.96,0.02,72.65,3.0,14.0,57.0,14.0,10.0,50.0,26.0,23.0,25.0,,74.0,74.0,66.0,8.0,,74.0,,,15656178.97,0.9027,,1.0,74.0,1.02525,136.71,8.025868000000001,2.8848399999999996,4.3644,69.93476,3.2092290000000006,8.058,28.134138000000004,3.0544789999999997,1.0385,2.8144,4.168488999999999,26976.0,,,,,
Nugaal,Eyl,Eyl,42466.05,35000.0,45000.0,119592.12,3.01,2022-08-01,,25.95,0.0,75.67,2.0,22.0,50.0,13.0,12.0,49.0,24.0,21.0,29.0,,74.0,74.0,68.0,6.0,,74.0,,,16221389.35,0.9353,,4.0,74.0,1.1366250000000002,134.74,7.420759,2.8848399999999996,4.3644,68.46148,3.2092290000000006,8.058,28.134138000000004,3.0544789999999997,1.0385,2.8144,4.168488999999999,26061.0,,,,,
Nugaal,Eyl,Eyl,37447.98,35000.0,38619.0,101335.69,2.64,2022-09-01,,26.15,0.0,77.54,9.0,25.0,40.0,11.0,19.0,44.0,20.0,24.0,30.0,,74.0,74.0,63.0,11.0,1.0,74.0,,,14582255.03,0.8408,,,74.0,1.1366250000000002,135.28,7.448424000000001,2.8848399999999996,4.3644,68.50752,3.2092290000000006,8.058,28.625748,3.0544789999999997,1.0385,2.8144,4.136444,26064.0,,,,,
Nugaal,Eyl,Eyl,34003.46,34935.48,34954.84,86798.7,2.37,2022-10-01,,26.06,0.05,79.59,12.0,16.0,46.0,13.0,16.0,45.0,25.0,21.0,28.0,,74.0,74.0,46.0,28.0,5.0,74.0,1.0,,13529273.07,0.7801,,2.0,72.0,1.34575,135.2,7.467538000000001,2.8848399999999996,4.3644,68.199052,3.2092290000000006,8.058,28.625748,3.0544789999999997,1.0385,2.8144,4.136444,27473.0,,,,,
Nugaal,Eyl,Eyl,33428.3,33310.78,33288.36,73920.0,2.16,2022-11-01,,26.85,0.01,74.02,9.0,21.0,44.0,17.0,10.0,47.0,26.0,28.0,20.0,,74.0,74.0,18.0,56.0,14.0,63.0,11.0,,13508571.36,0.7789,,,74.0,1.39575,135.37,7.491179000000001,2.8848399999999996,4.3644,67.74325599999999,3.2092290000000006,8.554,28.625748,3.0544789999999997,1.0385,2.9156,4.087434,28018.0,,,,,
Nugaal,Eyl,Eyl,31206.37,31962.96,29400.0,73989.6,2.07,2022-12-01,,26.1,0.03,72.56,5.0,28.0,41.0,19.0,10.0,45.0,12.0,28.0,34.0,,74.0,74.0,16.0,58.0,19.0,57.0,17.0,2.0,14776860.49,0.852,2.0,3.0,69.0,1.44025,134.68,7.4936940000000005,2.8848399999999996,4.3644,66.463344,3.2092290000000006,8.6455,29.136086,3.000187,1.0385,2.9156,4.087434,28020.0,,,,,
Nugaal,Eyl,Eyl,32473.16,30660.63,34968.83,74024.55,2.14,2023-01-01,,25.36,0.01,71.22,3.0,27.0,44.0,13.0,13.0,48.0,,2.0,72.0,,,74.0,13.0,61.0,13.0,25.0,49.0,3.0,14922662.94,0.8386,1.0,1.0,74.0,1.551625,133.99,7.530413000000001,2.8848399999999996,4.3644,65.52412799999999,3.2048340000000004,8.6455,29.136086,3.062512,1.0385,2.9156,4.136067,27604.0,,,,,
Nugaal,Eyl,Eyl,36658.04,28000.0,41824.61,74111.87,2.25,2023-02-01,,25.35,0.0,71.96,12.0,25.0,37.0,10.0,9.0,55.0,,,74.0,,,74.0,13.0,61.0,6.0,24.0,50.0,8.0,14459799.45,0.8126,,,74.0,1.9969999999999999,134.54,7.618941,2.8848399999999996,4.3644,65.52412799999999,3.2048340000000004,8.6455,29.129063000000002,3.102677,1.0385,2.9156,4.1153319999999995,26163.0,,,,,
Nugaal,Eyl,Eyl,45106.87,27265.11,49885.53,69236.91,2.38,2023-03-01,,27.39,0.02,74.98,12.0,29.0,33.0,5.0,8.0,61.0,,,74.0,,,74.0,9.0,63.0,2.0,24.0,50.0,28.0,14997249.08,0.8428,2.0,12.0,60.0,1.9969999999999999,137.29,7.652139,2.8848399999999996,4.3644,67.038844,3.361882,8.6455,30.109942,3.1586309999999997,1.0385,2.9156,4.128527,26252.0,,,,,
Nugaal,Eyl,Eyl,53575.64,33649.64,59992.68,82769.19,2.86,2023-04-01,,28.91,0.12,73.92,5.0,25.0,44.0,,5.0,69.0,,,74.0,,,74.0,4.0,65.0,5.0,17.0,57.0,57.0,16001670.24,0.8992,1.0,14.0,59.0,1.9969999999999999,141.08,8.341752000000001,2.8848399999999996,4.3644,70.132732,3.361882,8.6455,30.109942,3.1586309999999997,1.0385,2.9156,4.128527,27055.0,,,,,
Nugaal,Eyl,Eyl,60026.95,37270.21,55141.94,76979.04,2.85,2023-05-01,,28.62,4.68,79.53,,31.0,43.0,,1.0,73.0,,,74.0,,,74.0,7.0,59.0,8.0,15.0,56.0,3.0,15573578.98,0.8752,,10.0,64.0,2.036,143.73,7.753242,3.2779599999999993,4.3644,69.91174,3.4152080000000002,8.8225,32.479034000000006,3.1586309999999997,1.0385,2.9156,4.560192,27313.0,,,,,
Nugaal,Eyl,Eyl,54320.0,40736.04,45080.0,77643.01,2.71,2023-06-01,,26.82,0.01,76.43,1.0,31.0,42.0,1.0,2.0,71.0,,,74.0,,,74.0,2.0,59.0,13.0,15.0,56.0,3.0,13497045.9,0.7585,,,74.0,2.036,143.72,8.457442,3.2779599999999993,4.3644,68.848216,3.4152080000000002,8.909,32.722498,3.1586309999999997,1.043,2.9156,4.5699939999999994,27063.0,,,,,
Nugaal,Eyl,Eyl,57014.62,40817.68,49512.23,76686.21,2.79,2023-07-01,,26.33,0.0,73.19,4.0,28.0,42.0,1.0,4.0,69.0,,,74.0,,,74.0,2.0,51.0,21.0,19.0,49.0,6.0,12034768.85,0.6763,,,74.0,2.091625,144.89,8.524341000000002,3.6427999999999994,4.678,69.10604,3.4152080000000002,8.909,32.593742999999996,3.309319,1.043,3.009,4.572633,27047.0,,,,,
Nugaal,Eyl,Eyl,56683.86,40899.49,48778.14,77700.0,2.79,2023-08-01,,26.72,0.0,75.8,4.0,29.0,41.0,2.0,5.0,67.0,8.0,4.0,74.0,,,74.0,2.0,45.0,27.0,17.0,30.0,27.0,11855774.88,0.6662,,,74.0,2.091625,142.58,8.486616000000001,3.6134,4.678,67.03424,3.4152080000000002,8.909,32.528195,3.2907599999999997,1.043,2.9156,4.572633,27049.0,,,,,
Nugaal,Eyl,Eyl,57120.0,40981.46,48720.0,77280.0,2.79,2023-09-01,,27.11,0.01,78.2,5.0,38.0,31.0,1.0,8.0,65.0,21.0,3.0,74.0,,,74.0,3.0,48.0,23.0,16.0,27.0,31.0,12115632.75,0.6808,,2.0,72.0,2.091625,142.65,8.524341000000002,4.24564,4.678,65.7221,3.4459730000000004,9.139000000000001,32.930847,3.3384039999999997,1.043,2.9156,4.572633,27071.0,,,,,
Nugaal,Eyl,Eyl,57643.82,39605.0,46559.16,75010.43,2.72,2023-10-01,,27.81,0.53,78.57,,29.0,45.0,1.0,2.0,71.0,2.0,2.0,74.0,,,74.0,2.0,39.0,33.0,15.0,27.0,32.0,13853765.24,0.7785,13.0,37.0,24.0,2.091625,143.59,8.526856,4.50856,4.678,64.653972,3.4459730000000004,9.139000000000001,34.658505000000005,3.3384039999999997,1.043,2.9156,4.593744999999999,27730.0,,,,,
Nugaal,Eyl,Eyl,53577.54,36293.61,44813.41,74060.0,2.6,2023-11-01,,27.64,0.63,76.89,1.0,18.0,55.0,,2.0,72.0,1.0,,74.0,,,74.0,3.0,21.0,50.0,17.0,3.0,54.0,15433640.99,0.8673,40.0,23.0,11.0,2.108375,144.92,8.526856,4.66984,4.678,66.555424,3.4603300000000004,9.139000000000001,33.792335,3.3414509999999997,1.043,3.009,4.6009079999999996,28037.0,,,,,
Nugaal,Eyl,Eyl,50332.26,35670.68,42948.39,71400.0,2.49,2023-12-01,,26.72,0.02,72.61,,15.0,59.0,,1.0,73.0,,1.0,74.0,,,74.0,3.0,20.0,51.0,17.0,4.0,53.0,14388166.86,0.8085,,,74.0,2.1725000000000003,143.57,8.539934,4.66984,4.678,65.063728,3.4946110000000004,9.139000000000001,33.792335,3.363057,1.043,3.009,4.607316999999999,28029.0,,,,,
Nugaal,Eyl,Eyl,50806.45,36103.88,44170.74,72252.99,2.53,2024-01-01,,26.1,0.0,73.09,,7.0,67.0,,,74.0,,,74.0,,74.0,74.0,2.0,14.0,60.0,16.0,3.0,55.0,10557076.35,0.5725,,,74.0,2.1725000000000003,142.28,8.530377000000001,4.66984,4.678,64.86115199999999,3.4946110000000004,9.139000000000001,32.774,3.363057,1.043,3.009,4.548882,28038.0,,,,,
Nugaal,Eyl,Eyl,51789.43,41443.95,46200.0,71400.0,2.62,2024-02-01,,26.7,0.0,72.38,,8.0,66.0,,,74.0,,,74.0,,,74.0,1.0,6.0,67.0,9.0,2.0,63.0,6302787.182,0.3418,,,74.0,2.1725000000000003,142.14,8.487622000000002,4.66984,4.678,64.815112,3.4787890000000004,9.139000000000001,32.774,3.363057,1.043,3.009,4.513821,28034.0,,,,,
Nugaal,Eyl,Eyl,50400.0,39154.84,42406.45,71400.0,2.53,2024-03-01,,28.01,0.0,72.01,,10.0,64.0,,,74.0,,1.0,73.0,,74.0,74.0,1.0,5.0,68.0,5.0,4.0,65.0,6414330.202,0.3478,,,74.0,2.1725000000000003,145.34,10.682211,4.66984,4.678,65.66685199999999,3.49549,9.139000000000001,32.781023,3.363057,1.043,3.1226,4.525131,28032.0,,,,,
Nugaal,Eyl,Eyl,46200.0,40590.42,43203.87,73102.19,2.53,2024-04-01,,29.17,5.26,75.79,,13.0,61.0,,,74.0,,1.0,74.0,,74.0,74.0,2.0,2.0,72.0,4.0,4.0,66.0,6320138.327,0.3427,,26.0,48.0,2.1725000000000003,148.42,11.065497,4.66984,4.678,67.347312,3.625582,9.139000000000001,33.293702,3.732298,1.043,3.1226,4.535686999999999,28032.0,,,,,
Nugaal,Eyl,Eyl,47631.9,41273.63,41192.31,72156.91,2.52,2024-05-01,,29.19,0.14,76.91,,12.0,62.0,,,74.0,,,74.0,,74.0,74.0,2.0,2.0,72.0,4.0,3.0,67.0,5633642.916,0.3055,,4.0,70.0,2.1725000000000003,150.64,10.06,4.66984,4.678,69.925552,3.6270470000000006,9.139000000000001,33.811063000000004,3.76443,1.043,3.1226,4.623527999999999,28035.0,,,,,
Nugaal,Eyl,Eyl,46809.26,42000.0,46200.0,72239.08,2.58,2024-06-01,,27.51,0.07,72.05,,11.0,63.0,,,74.0,,,74.0,,74.0,74.0,1.0,1.0,73.0,4.0,2.0,68.0,2778951.431,0.1507,,3.0,71.0,1.954875,151.35,10.560988000000002,5.156479999999999,4.684,68.80217599999999,3.7366290000000006,9.139000000000001,33.839155000000005,3.866366,1.2051,3.5744000000000002,4.827862,28022.0,,,,,
Nugaal,Eyl,Eyl,46200.0,42000.0,43603.66,71400.0,2.53,2024-07-01,,27.11,0.01,73.79,,13.0,61.0,,,74.0,,,74.0,,,74.0,,1.0,74.0,1.0,2.0,71.0,2188583.043,0.1187,,3.0,71.0,1.8362500000000002,152.92,10.064024000000002,5.156479999999999,4.6264,68.28652799999999,3.9437800000000003,9.545,34.822375,4.029795999999999,1.3725,3.8558,5.360939999999999,28043.0,,,,,
Nugaal,Eyl,Eyl,46200.0,40806.57,42974.99,73895.47,2.54,2024-08-01,,26.6,0.01,74.66,,10.0,64.0,,,74.0,,,74.0,,,74.0,,1.0,73.0,1.0,2.0,71.0,3390105.015,0.1838,4.0,3.0,71.0,1.8362500000000002,151.04,10.405561,5.156479999999999,4.39,66.362056,3.961946,9.3985,34.770873,4.054172,1.3705,3.8558,5.3805439999999995,28043.0,,,,,
Nugaal,Eyl,Eyl,46200.0,40994.45,43828.27,76077.27,2.58,2024-09-01,,26.36,0.0,77.6,,7.0,67.0,,,74.0,,1.0,74.0,,,74.0,1.0,1.0,73.0,1.0,1.0,73.0,3496406.915,0.1896,,,74.0,1.8362500000000002,151.39,10.510688000000002,6.50916,4.39,65.62541599999999,4.121338000000001,9.421,34.040481,4.0901819999999995,1.3729,4.118399999999999,5.357169999999999,26976.0,,,,,
Nugaal,Eyl,Eyl,46200.0,37800.0,40923.67,78334.59,2.53,2024-10-01,,27.42,0.04,78.28,,3.0,71.0,,,74.0,,1.0,73.0,,,74.0,1.0,,74.0,2.0,2.0,72.0,3363865.432,0.1824,,4.0,70.0,1.7693750000000001,151.96,10.541371,8.18888,4.39,65.045312,4.222716000000001,9.442,33.600373,3.941987,1.3477000000000001,4.006,5.470269999999999,28092.0,,,,,
Nugaal,Eyl,Eyl,46200.0,38581.74,38785.89,76580.0,2.49,2024-11-01,,27.43,0.02,73.68,,7.0,67.0,4.0,4.0,74.0,,2.0,72.0,,74.0,74.0,,4.0,70.0,1.0,3.0,70.0,1456887.134,0.079,,4.0,70.0,1.7693750000000001,152.46,10.577587000000001,8.365839999999999,4.4104,64.741448,4.242933000000001,9.399,33.925771999999995,4.027025999999999,1.3726,4.0152,5.60976,29035.0,,,,,
Nugaal,Eyl,Eyl,46200.0,37800.0,36950.81,72497.73,2.41,2024-12-01,,25.76,0.0,69.59,4.0,16.0,54.0,4.0,4.0,74.0,2.0,2.0,72.0,,,74.0,1.0,4.0,70.0,2.0,3.0,69.0,1400222.074,0.0759,,,74.0,1.7693750000000001,151.57,10.488556,8.32692,4.4072000000000005,64.092284,4.232971,9.3575,34.028776,3.943372,1.3631,3.9778,5.584877999999999,29038.0,,,,,
Nugaal,Eyl,Eyl,48461.54,34907.53,36699.03,83236.15,2.53,2025-01-01,,24.62,0.0,71.52,4.0,18.0,52.0,,1.0,74.0,1.0,1.0,74.0,,,74.0,1.0,2.0,72.0,3.0,2.0,69.0,1012323.097,0.0531,,,74.0,,,,,,,,,,,,,,29023.0,,,,,
Nugaal,Eyl,Eyl,45690.28,36123.11,33431.72,78300.0,2.41,2025-02-01,,25.34,0.0,73.53,4.0,19.0,51.0,,,74.0,,2.0,74.0,,,74.0,1.0,1.0,74.0,3.0,2.0,69.0,950461.105,0.0498,,,74.0,,,,,,,,,,,,,,29021.0,,,,,
Nugaal,Eyl,Eyl,41903.68,37389.35,30705.03,80777.43,2.37,2025-03-01,,27.31,0.01,74.36,11.0,24.0,39.0,,,74.0,,,74.0,,,74.0,,1.0,73.0,1.0,3.0,71.0,1104747.211,0.0579,,,74.0,,,,,,,,,,,,,,28962.0,,,,,
Nugaal,Eyl,Eyl,33776.02,32198.63,26257.32,79575.37,2.14,2025-04-01,,28.79,0.01,71.42,4.0,30.0,40.0,,,74.0,5.0,4.0,74.0,,,74.0,,3.0,71.0,,2.0,72.0,1988904.29,0.1043,,4.0,70.0,,,,,,,,,,,,,,29993.0,,,,,
Nugaal,Eyl,Eyl,39263.54,37268.85,31642.24,76427.2,2.3,2025-05-01,,29.03,0.05,72.21,2.0,34.0,38.0,,,74.0,1.0,9.0,64.0,,,74.0,,1.0,73.0,,9.0,65.0,3017068.137,0.1581,,2.0,72.0,,,,,,,,,,,,,,30017.0,,,,,
Nugaal,Eyl,Eyl,45986.21,34981.87,36381.98,75193.79,2.39,2025-06-01,,26.37,0.0,73.14,3.0,27.0,44.0,,,74.0,13.0,7.0,67.0,,,74.0,,1.0,73.0,,5.0,69.0,3030226.958,0.1588,,,74.0,,,,,,,,,,,,,,29719.0,,,,,
Nugaal,Eyl,Eyl,46200.0,38972.56,41965.5,74624.9,2.51,2025-07-01,,26.7,0.0,70.04,5.0,25.0,44.0,,,74.0,4.0,11.0,59.0,,,74.0,,2.0,72.0,1.0,5.0,69.0,2479575.483,0.13,,,74.0,,,,,,,,,,,,,,29949.0,,,,,
Nugaal,Eyl,Eyl,46794.3,34206.25,42000.0,74060.31,2.45,2025-08-01,,26.33,0.05,74.62,5.0,16.0,53.0,1.0,,74.0,8.0,8.0,58.0,,,74.0,,2.0,72.0,1.0,5.0,69.0,1861594.253,0.0976,,,74.0,,,,,,,,,,,,,,29895.0,,,,,
Nugaal,Eyl,Eyl,48117.39,30660.0,40515.27,73500.0,2.4,2025-09-01,,26.33,0.05,77.99,1.0,22.0,51.0,1.0,1.0,73.0,3.0,9.0,62.0,,,74.0,,2.0,72.0,,3.0,71.0,2173469.473,0.1139,,2.0,72.0,,,,,,,,,,,,,,,,,,,
Nugaal,Eyl,Eyl,46200.0,31394.8,39391.73,73912.32,2.37,2025-10-01,,26.86,0.02,75.14,,17.0,57.0,10.0,1.0,73.0,7.0,11.0,56.0,,,74.0,,7.0,67.0,,4.0,70.0,2400123.062,0.1258,,,74.0,,,,,,,,,,,,,,,,,,,
Nugaal,Eyl,Eyl,41147.95,31338.84,34633.61,73820.79,2.25,2025-11-01,,-999.0,-999.0,-999.0,,10.0,64.0,19.0,1.0,73.0,11.0,16.0,47.0,,,74.0,,2.0,72.0,,5.0,69.0,2593804.964,0.136,,,74.0,,,,,,,,,,,,,,,,,,,
Nugaal,Garoowe,Garowe,23199.9,14441.9,21600.0,31000.0,1.12,2015-01-01,,22.7,0.0,56.39,3.0,28.0,43.0,,2.0,72.0,,,74.0,,,74.0,2.0,21.0,53.0,,3.0,71.0,3664075.69,0.2734,,,74.0,1.138095562125,97.58555611,5.043140070200001,2.8350324603999995,3.9286067804,44.679411228636,2.9520769698600002,5.163283245000001,22.201190195162,2.80493704881,0.9973943572,1.8541694356,3.98821875166,22285.0,414.2630939,324289767.7,674627947.1,7281761394.0,3987254874.0
Nugaal,Garoowe,Garowe,21918.75,14000.0,20269.38,30669.69,1.08,2015-02-01,,24.07,0.0,55.83,5.0,26.0,43.0,,3.0,71.0,,,74.0,,,74.0,1.0,13.0,61.0,,1.0,73.0,4056569.918,0.3027,,,74.0,1.138095562125,98.42550657,5.022539574923,2.8350324603999995,3.9286067804,44.990092933124,2.9556527154900003,5.163283245000001,22.807152597655,2.80493704881,0.9753297043000001,1.8541694356,3.9506145171999996,22196.0,414.2630939,324289767.7,674627947.1,7281761394.0,3987254874.0
Nugaal,Garoowe,Garowe,21641.53,13981.7,18398.84,33095.15,1.08,2015-03-01,,26.05,0.0,56.07,,21.0,53.0,,2.0,72.0,,,74.0,,,74.0,,6.0,68.0,,1.0,73.0,4685040.497,0.3496,,1.0,73.0,1.1770715652500001,99.74662676,5.03015307296,2.8350324603999995,3.9354882896,45.79969253954,2.9693099113600003,5.16055237,23.214669970526,2.80812213885,1.001521277,1.8643986512000001,3.9506145171999996,22211.0,414.2630939,324289767.7,674627947.1,7281761394.0,3987254874.0
Nugaal,Garoowe,Garowe,21458.29,14363.81,19291.41,34135.4,1.11,2015-04-01,,28.45,0.0,55.02,,10.0,64.0,,2.0,72.0,3.0,,74.0,,74.0,74.0,,11.0,63.0,,1.0,73.0,5697615.73,0.4251,,3.0,71.0,1.1770715652500001,100.034736,5.03015307296,2.8350324603999995,3.9492513076,45.844465698296,2.9800011268300004,5.15274698,23.41423465831,2.81015240758,1.00731546,1.8643986512000001,3.9699126420199997,22232.0,414.2630939,324289767.7,674627947.1,7281761394.0,3987254874.0
Nugaal,Garoowe,Garowe,21537.92,14376.19,17078.68,35417.56,1.1,2015-05-01,,28.88,4.97,59.57,,15.0,59.0,,1.0,73.0,,,74.0,,74.0,74.0,,7.0,67.0,,3.0,71.0,5512621.698,0.4113,,,74.0,1.2271835693750002,99.98332706,5.03170221236,2.8578545967999998,3.9354882896,45.755379159243994,2.9450909708600004,5.16055237,23.52030801364,2.81637939805,1.0060654599999999,1.8643986512000001,3.86292438129,22265.0,414.2630939,324289767.7,674627947.1,7281761394.0,3987254874.0
