ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,maize,oil,rice,sorghum,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_oil,h_oil,l_oil,c_oil,inflation_oil,trust_oil,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_sorghum,h_sorghum,l_sorghum,c_sorghum,inflation_sorghum,trust_sorghum,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,2/1/2014,2014,2,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,10844.72,11366.82,10322.62,10983.86,14.49,7.5,42601.7,43025.92,42177.48,42264.14,-0.93,7.2,13051.6,13308.33,12794.87,12918.57,-6.96,7.4,10895.59,11348.81,10541.31,11348.81,28.49,6.7,0.96,0.97,0.94,0.96,3.39,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,3/1/2014,2014,3,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,11241.65,11732.46,10800.25,11732.46,18.15,7.5,42307.77,42725.41,41890.14,42480.37,1.31,7.2,12920.51,14361.61,12693.71,14361.61,10.49,7.4,11511.19,11943.18,10958.27,10958.27,14.87,6.7,0.97,0.99,0.96,0.99,6.9,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,4/1/2014,2014,4,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,12118.35,13910.13,11659.74,13910.13,33.15,7.5,42551.19,42960.15,42142.23,42534.93,0.81,7.2,15065.48,15854.03,14276.94,15123.61,11.51,7.4,11007.28,11747.13,10541.62,11747.13,36.21,6.7,1,1.04,0.99,1.04,11.34,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,5/1/2014,2014,5,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,15085.58,16135.41,14035.75,14840.94,36.66,7.5,42606.45,43771.56,42208.6,43771.56,4.4,7.2,15605.78,16228.48,14983.09,16195.13,18.06,7.4,11863.78,12458.82,11268.74,12105.88,48.61,6.7,1.06,1.08,1.04,1.08,16.43,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,6/1/2014,2014,6,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,15837.62,16737.74,14937.5,15517.96,42.85,7.5,43976.1,44492.99,43390.67,43390.67,3.42,7.2,16782.09,17370.92,15502.06,15502.06,14.96,7.4,12403.91,12919.29,11888.52,12859.33,46.71,6.7,1.11,1.13,1.09,1.09,16.26,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,7/1/2014,2014,7,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,15922.62,16695.55,14799.16,14799.16,33.81,7.5,43504.62,44014.56,42994.69,43298.88,4.11,7.2,15207.91,15931.12,13658.43,13658.43,3.85,7.4,13097.99,14049.52,12564.62,14049.52,58.49,6.7,1.09,1.11,1.07,1.07,14.92,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,8/1/2014,2014,8,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,14468.68,15237.29,13700.07,13985.53,36.25,7.5,43383.76,43868.55,42898.97,43280.21,2.54,7.2,12966.76,14220.97,12176.32,14220.97,14.68,7.4,14470.83,15210.63,13729.23,13729.23,46.32,6.7,1.05,1.07,1.03,1.06,14.76,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,9/1/2014,2014,9,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,13494.89,14120.76,12869.02,13593.09,37.19,7.5,43353.53,43815.51,42891.54,43045.44,3.54,7.2,14197.47,15068.6,13326.34,13628.45,10.49,7.4,13883.37,14576.5,13190.24,13750.98,39.5,6.7,1.05,1.07,1.04,1.04,14.04,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,10/1/2014,2014,10,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,13234.21,13738.91,12729.51,12990.22,26.93,7.5,43087.62,43535.38,42639.85,43274.34,2.65,7.2,13606.56,14280.42,12932.7,14182.63,12,7.4,13664,14233.42,13094.58,14183.75,35.02,6.7,1.04,1.06,1.03,1.05,12,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,11/1/2014,2014,11,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,12787.21,13208.66,12365.76,12395.28,16.86,7.5,43345.89,43781.34,42910.44,43049.89,1.32,7.2,14288.62,14887.7,13689.54,14250.04,11.83,7.4,14363.16,14944.07,13706.94,13706.94,26.41,6.7,1.05,1.07,1.04,1.04,8.76,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,12/1/2014,2014,12,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,12065.99,12452.15,11679.83,12173.92,20.48,7.5,43092,43517.75,42099.55,42099.55,-1.08,7.2,14393.86,14851.78,13686.93,13686.93,7.97,7.4,13775.8,14365.64,13185.96,13253.26,22.2,6.7,1.03,1.05,1.01,1.01,6.6,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,1/1/2015,2015,1,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,12012.2,12346.8,11677.6,11992.16,11.41,7.5,42045.38,42527.78,40933.75,40933.75,-3.74,7.2,13435.67,13905.12,12966.21,13541.76,4.72,7.4,13107.8,13662.13,12068.72,12068.72,10.99,6.7,0.99,1.01,0.98,0.98,1.87,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,2/1/2015,2015,2,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,11879.13,12175.32,11077.8,11077.8,0.86,7.5,40794.22,41328.53,40259.9,40421.49,-4.36,7.2,13415.57,13778.43,13052.7,13088.64,1.32,7.4,11852.31,12509.8,11194.83,11712.91,3.21,6.7,0.96,0.97,0.94,0.95,-1.57,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,3/1/2015,2015,3,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,10772.36,11646.72,10357.17,11646.72,-0.73,7.5,40292,40796.2,39787.81,40265.72,-5.21,7.2,12901.51,13219.04,12583.99,13217.5,-7.97,7.4,11565.48,12079.47,11051.49,11237.3,2.55,6.7,0.94,0.95,0.92,0.95,-3.98,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,4/1/2015,2015,4,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,11652.38,12203.33,11101.42,11225.01,-19.3,7.5,40179.69,40652.07,39707.31,40359.05,-5.12,7.2,13246.14,13547.25,12945.02,13257.3,-12.34,7.4,11213.04,11663.12,10762.95,11500.32,-2.1,6.7,0.95,0.96,0.94,0.95,-8.37,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,5/1/2015,2015,5,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,11247.6,11720.98,10774.22,11447.18,-22.87,7.5,40328.43,40779.25,39561.65,39561.65,-9.62,7.2,13285.9,15027.27,13037.24,15027.27,-7.21,7.4,11564.68,11997.34,9967.95,9967.95,-17.66,6.7,0.95,0.97,0.94,0.95,-12.55,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,6/1/2015,2015,6,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,11473.91,11885.83,11062,11625.69,-25.08,7.5,39474.49,40419.18,39006.33,40419.18,-6.85,7.2,15836.37,16712.48,14177.53,14177.53,-8.54,7.4,9790.99,12263.95,8996.43,12263.95,-4.63,6.7,0.94,0.98,0.93,0.98,-10.06,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,7/1/2015,2015,7,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,11711.42,12074,11205.51,11205.51,-24.28,7.5,40470.66,40994.32,39947,40405.44,-6.68,7.2,13980.05,14943.35,13016.74,13716.16,0.42,7.4,12618.62,14358.39,10878.85,12266.69,-12.69,6.7,0.99,1,0.96,0.96,-9.57,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,8/1/2015,2015,8,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,11117.04,11491.47,10742.61,10868.15,-22.29,7.5,40455.69,41334.93,39964.86,41334.93,-4.49,7.2,13442.5,14145.77,12739.22,13260.96,-6.75,7.4,12909.86,14154.73,11574.04,11574.04,-15.7,6.7,0.97,0.99,0.95,0.96,-9.6,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,9/1/2015,2015,9,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,10616.42,10947.31,10285.53,10776.48,-20.72,7.5,41489.03,43015.37,40955.48,43015.37,-0.07,7.2,12946.02,13534.02,12428.41,13534.02,-0.69,7.4,11316.29,12388.99,10243.58,11218.86,-18.41,6.7,0.95,0.98,0.93,0.98,-6.51,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,10/1/2015,2015,10,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,10673.72,11092.88,10377.25,11092.88,-14.61,7.5,43328.88,44006.76,42343.91,42343.91,-2.15,7.2,13742.82,14236.33,13249.32,13502.24,-4.8,7.4,11013.52,11773.72,10253.32,11704.45,-17.48,6.7,0.98,1,0.96,0.98,-7.07,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,11/1/2015,2015,11,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,11220.47,11555.05,10885.88,10992.43,-11.32,7.5,42498.01,44598.74,41827.54,44598.74,3.6,7.2,13418.36,13813.72,13023.01,13181.77,-7.5,7.4,11907.89,12618.75,10813.07,10813.07,-21.11,6.7,0.99,1,0.97,0.99,-4.58,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,12/1/2015,2015,12,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,11070.42,11378.8,10762.03,11225.24,-7.79,7.5,44965.21,45826.76,43528.35,43528.35,3.39,7.2,13162.51,13485.88,12839.14,13088.54,-4.37,7.4,10808.63,11541.69,10075.57,11117.1,-16.12,6.7,0.99,1.01,0.98,0.98,-2.78,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,1/1/2016,2016,1,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,11278.16,11568.28,10988.04,11383.6,-5.07,7.5,43674.69,44532.74,42245.11,42245.11,3.2,7.2,12884.8,13147.59,12622.01,12878.62,-4.9,7.4,11034.49,11631.75,10437.24,11215.46,-7.07,6.7,0.98,0.99,0.96,0.97,-1.04,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,2/1/2016,2016,2,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,11482.3,11754.96,11209.64,11704.01,5.65,7.5,42224.71,43073.72,41375.71,41838.37,3.51,7.2,12916.65,13135.76,12697.54,12754.4,-2.55,7.4,11390.31,11882.03,10898.59,11315.91,-3.39,6.7,0.96,0.97,0.94,0.97,1.72,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,3/1/2016,2016,3,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,11871.9,12152.29,11591.52,12076.54,3.69,7.5,41799.41,42572.78,41026.04,41256.38,2.46,7.2,12567.32,12774.48,12360.17,12766.41,-3.41,7.4,11409.97,11833.76,10986.19,11296.06,0.52,6.7,0.96,0.98,0.95,0.96,1.35,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,4/1/2016,2016,4,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,12290.08,13192.43,12004.44,13192.43,17.53,7.5,41186.59,41899.35,40473.84,40684.9,0.81,7.2,12879.87,13089.25,12670.5,12906.58,-2.65,7.4,11327.79,11714.17,10941.4,11344.89,-1.35,6.7,0.96,0.98,0.95,0.97,2.34,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,5/1/2016,2016,5,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,13751.51,14278.41,13060.93,13060.93,14.1,7.5,40595.58,41254.75,39936.42,39956.72,1,7.2,12862.04,13052.77,12671.32,12863.64,-14.4,7.4,11396.09,11760.59,11031.58,11516.57,15.54,6.7,0.98,0.99,0.96,0.96,1.83,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,6/1/2016,2016,6,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,13259.17,14288.02,12726.54,14288.02,22.9,7.5,39838.16,41379.51,39217.59,41379.51,2.38,7.2,12972.5,13681.32,12795.08,13681.32,-3.5,7.4,11618.84,11982.38,10684.94,10684.94,-12.88,6.7,0.96,1,0.95,1,1.97,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,7/1/2016,2016,7,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,14737.1,15435.63,13109.82,13109.82,16.99,7.5,41472.87,43087.94,40736.01,43087.94,6.64,7.2,13925.71,14325.18,13526.25,14055.01,2.47,7.4,10594.31,11679.97,10036.6,11679.97,-4.78,6.7,1.01,1.02,0.99,1.02,5.59,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,8/1/2016,2016,8,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,12877.67,13724.45,12030.89,13409.83,23.39,7.5,43362.36,44202.52,42522.21,43088.29,4.24,7.2,14429.23,14759.04,14043.06,14043.06,5.9,7.4,11803.3,12592.11,11014.49,11807.13,2.01,6.7,1.04,1.06,1.02,1.02,6.89,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,9/1/2016,2016,9,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,13302.47,14038.87,12566.06,13264.76,23.09,7.5,43290.74,44061.01,41836.04,41836.04,-2.74,7.2,13949.17,14274.61,13623.74,14191.85,4.86,7.4,12135.39,12743.18,11527.59,12547.19,11.84,6.7,1.03,1.04,1.01,1.02,4.2,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,10/1/2016,2016,10,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,13163.85,13773.23,12572.56,13773.23,24.16,7.5,41855.23,42641.8,41068.65,41140.45,-2.84,7.2,14321.43,14615.01,14027.85,14419.94,6.8,7.4,12722.99,13293.35,12152.64,12917.27,10.36,6.7,1.01,1.02,0.99,1.02,4.59,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,11/1/2016,2016,11,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,14108.97,14689.58,13528.37,13970.5,27.09,7.5,41097.22,41829.82,40364.62,40772.89,-8.58,7.2,14444.33,14699.64,14189.01,14268.68,8.25,7.4,13141.02,14028.37,12636.73,14028.37,29.74,6.7,1.02,1.04,1.01,1.03,4.34,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,12/1/2016,2016,12,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,14063.18,14557.39,13568.97,14492.14,29.1,7.5,40722.42,41663.93,40051.3,41663.93,-4.28,7.2,14315.67,14552.04,14079.31,14179.03,8.33,7.4,14373.56,15528.33,13675.68,15528.33,39.68,6.7,1.04,1.07,1.03,1.07,8.74,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,1/1/2017,2017,1,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,14858,15338.22,14377.78,15109.41,32.73,7.5,41744.77,42428.58,41060.96,41709.26,-1.27,7.2,14026.37,14251.95,13806.36,14251.95,10.66,7.4,16132.94,17049.5,15216.38,15571.77,38.84,6.7,1.09,1.1,1.07,1.08,11.48,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,2/1/2017,2017,2,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,15319.86,15767.46,14830.28,14830.28,26.71,7.5,41786.16,42416.39,41155.94,42319.69,1.15,7.2,14361.12,14590.36,14131.88,14528.76,13.91,7.4,15840.12,16616.92,15063.32,16353.25,44.52,6.7,1.09,1.1,1.07,1.09,13.42,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,3/1/2017,2017,3,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,14978.24,15421.08,14535.4,15196.9,25.84,7.5,42456.49,43066.51,41846.48,42552.42,3.14,7.2,14580.1,14806.46,14180.07,14180.07,11.07,7.4,16467.28,17254.6,15744.39,17254.6,52.75,6.7,1.1,1.11,1.08,1.11,15.23,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,4/1/2017,2017,4,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,15100.36,16492.44,14688.24,16492.44,25.01,7.5,42687.91,43258.11,42117.7,42906.13,5.46,7.2,14142.44,14525.65,13868.78,14525.65,12.54,7.4,17681.98,19381.74,16904.24,19381.74,70.84,6.7,1.12,1.16,1.1,1.16,19.43,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,5/1/2017,2017,5,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,17235.18,18018.89,16117.56,16117.56,23.4,7.5,43054.29,43594.75,42513.83,43255.35,8.26,7.2,14549.94,14853.21,14246.67,14265.29,10.9,7.4,20134.26,21369.71,18364.11,18364.11,59.46,6.7,1.19,1.21,1.14,1.14,18.87,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,6/1/2017,2017,6,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,16196.69,16991.73,15401.65,16105.08,12.72,7.5,43411.72,43926.61,42896.83,43841.14,5.95,7.2,14270.5,14553.18,13987.81,14513.61,6.08,7.4,18544.28,19798.5,17290.06,18201.98,70.35,6.7,1.15,1.17,1.13,1.15,15.78,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,7/1/2017,2017,7,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,16093.41,16745.08,15441.74,15474.03,18.03,7.5,44029.81,44537.11,42941.8,42941.8,-0.34,7.2,14529.82,14800.8,14258.83,14366.42,2.22,7.4,17931.96,18893.92,16969.99,18125.98,55.19,6.7,1.14,1.16,1.12,1.13,10.95,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,8/1/2017,2017,8,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,15012.77,16261.06,14425.75,16261.06,21.26,7.5,42989.51,43543.39,42292.12,42292.12,-1.85,7.2,14377.46,14621.44,14133.47,14494.41,3.21,7.4,18242.6,19019.45,16783.23,16783.23,42.14,6.7,1.12,1.14,1.11,1.12,9.09,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,9/1/2017,2017,9,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,16612.88,17395.06,15152.71,15152.71,14.23,7.5,42272.99,42829.26,41728.23,42829.26,2.37,7.2,14497.97,14723.74,14272.2,14391.36,1.41,7.4,16672.48,17606.96,15738.01,17431.5,38.93,6.7,1.11,1.13,1.09,1.12,9.73,7.2
SOM,Somalia,Gedo,Belet Xaawo,Belet Xaawo,3.78,41.89,gid_37800000418900000,10/1/2017,2017,10,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,14814.29,15665.29,13963.29,14965.87,8.66,7.5,42892.86,43432.51,42353.21,42580.91,3.5,7.2,14384.37,14595.54,14173.19,14392.39,-0.19,7.4,17441.15,18313.59,16568.7,16955.84,31.26,6.7,1.12,1.13,1.1,1.11,8.08,7.2
