ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,maize,oil,rice,sorghum,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_oil,h_oil,l_oil,c_oil,inflation_oil,trust_oil,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_sorghum,h_sorghum,l_sorghum,c_sorghum,inflation_sorghum,trust_sorghum,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,1/1/2007,2007,1,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,1777.32,1894.22,1720.47,1785.29,,7.5,31597.15,31959.89,31335.23,31606.68,,7.2,7433.36,7742.38,7259.41,7448.04,,7.4,1382.67,1487.32,1335.56,1390.19,,6.7,0.52,0.54,0.52,0.53,,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2/1/2007,2007,2,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,1815.45,1902.71,1728.19,1792.55,,7.5,31657.11,31969.53,31344.68,31950.23,,7.2,7515.71,7757.67,7273.75,7515.39,,7.4,1419.12,1527.72,1342.83,1527.72,,6.7,0.53,0.54,0.52,0.53,,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,3/1/2007,2007,3,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,1810.63,1896.2,1725.06,1874.99,,7.5,32034.14,32343.47,31724.82,32152.5,,7.2,7580.17,7747.85,7414.28,7747.85,,7.4,1573.08,1658.76,1487.41,1633.61,,6.7,0.54,0.54,0.53,0.54,,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,4/1/2007,2007,4,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,1907.1,2006.31,1819.15,2006.31,,7.5,32241.76,32663.02,31961.29,32663.02,,7.2,7816.72,8094.93,7622.42,8094.93,,7.4,1679.51,1764.32,1594.7,1666.87,,6.7,0.54,0.55,0.54,0.55,,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,5/1/2007,2007,5,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,2064.94,2158.19,1971.68,2107.39,,7.5,32785.79,33131.14,32440.43,32589.01,,7.2,8222.62,8559.69,7967.76,8559.69,,7.4,1697.53,1775.47,1619.58,1667.4,,6.7,0.56,0.57,0.55,0.56,,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,6/1/2007,2007,6,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,2180.7,2276.53,2084.87,2250.82,,7.5,32675.8,33223.63,32378.17,33223.63,,7.2,8724.52,9086.02,8424.1,9086.02,,7.4,1683.13,1857.44,1611.43,1857.44,,6.7,0.56,0.58,0.56,0.58,,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,7/1/2007,2007,7,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,2321.95,2672.3,2221.42,2672.3,,7.5,33350.4,33859.53,32958.71,33859.53,,7.2,9306.35,10018.16,8980.65,10018.16,,7.4,1900.77,2194.6,1801.06,2194.6,,6.7,0.59,0.61,0.58,0.61,,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,8/1/2007,2007,8,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,2870.45,3003.16,2737.74,2850.76,,7.5,34034.15,34437.38,33642.76,34437.38,,7.2,10346.99,10969.65,9781.83,10969.65,,7.4,2286.29,2446.53,2126.06,2315.55,,6.7,0.62,0.63,0.61,0.63,,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,9/1/2007,2007,9,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,3025.33,3180.02,2887.14,3180.02,,7.5,34637.66,35000.3,34275.02,34613.33,,7.2,11402.62,11944.91,10860.33,11937.27,,7.4,2385.11,2533.67,2236.55,2468.52,,6.7,0.64,0.65,0.63,0.65,,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,10/1/2007,2007,10,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,3363.38,3516.1,3090.28,3090.28,,7.5,34781.26,35080.61,34481.92,34687.38,,7.2,12390.91,12883.23,11898.58,11938.56,,7.4,2529.96,2673.23,2386.69,2514.74,,6.7,0.66,0.67,0.65,0.65,,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,11/1/2007,2007,11,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,3102.11,3392.16,2951.71,3392.16,,7.5,34809.74,35210.74,34514.32,35210.74,,7.2,12210.45,12623.24,11797.67,12330.73,,7.4,2549.3,2836.8,2419.28,2836.8,,6.7,0.66,0.67,0.65,0.67,,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,12/1/2007,2007,12,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,3491.69,3683.27,3323.39,3683.27,,7.5,35351.36,35707.59,34995.12,35308.07,,7.2,12505.89,12795,12216.78,12339.57,,7.4,2909.65,3083.1,2736.19,2855.59,,6.7,0.68,0.69,0.67,0.67,,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,1/1/2008,2008,1,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,3809.52,4513.65,3628.38,4513.65,152.82,7.5,35425.66,36532.72,35121.69,36532.72,15.59,7.2,12482.48,13116.06,12206.58,13116.06,76.1,7.4,2888.57,4157.49,2732.64,4157.49,199.06,6.7,0.68,0.73,0.67,0.73,38.1,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2/1/2008,2008,2,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,4993.24,6112.38,4739.59,6112.38,240.99,7.5,36754.5,37392.28,36116.72,37072.3,16.03,7.2,13302.51,14890.48,12784.6,14890.48,98.13,7.4,4341.8,5023.29,3941.69,5023.29,228.81,6.7,0.74,0.78,0.72,0.78,47.47,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,3/1/2008,2008,3,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,6816.34,7173.36,6459.31,6892.07,267.58,7.5,37316.98,38195.73,36921.87,38195.73,18.8,7.2,15473.46,17148.5,14234.9,17148.5,121.33,7.4,5297.24,5950.42,4790.15,5950.42,264.25,6.7,0.82,0.85,0.79,0.85,57.08,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,4/1/2008,2008,4,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,7641.69,8463.37,7248.64,8463.37,321.84,7.5,38504.81,39056.65,37952.96,38992.11,19.38,7.2,18033,22207.57,16623.96,22207.57,174.34,7.4,6279.14,6864.12,5694.16,6258.96,275.49,6.7,0.88,0.94,0.86,0.94,70.88,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,5/1/2008,2008,5,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,9181.89,10490.46,8686.26,10490.46,397.79,7.5,39321.58,39755.73,38887.42,39403.65,20.91,7.2,23569.37,27998,21879.56,27998,227.09,7.4,6462.68,6995.46,5929.89,6528.8,291.56,6.7,0.99,1.05,0.96,1.05,87.92,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,6/1/2008,2008,6,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,11819.67,12683.4,11171.77,12683.4,463.5,7.5,39690.26,40747.26,39344.18,40747.26,22.65,7.2,29784.36,34918.93,27836.87,34918.93,284.31,7.4,6647.34,8429.23,6163.14,8429.23,353.81,6.7,1.1,1.2,1.07,1.2,108.49,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,7/1/2008,2008,7,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,14102.53,14883.43,13321.63,13836.2,417.76,7.5,41105.02,42226.71,40470.67,42226.71,24.71,7.2,37250.37,39599.65,34901.08,38477.4,284.08,7.4,8805.93,10308.93,7932.84,10308.93,369.74,6.7,1.26,1.3,1.23,1.3,115.1,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,8/1/2008,2008,8,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,14944.63,15777.1,12942.51,12942.51,354,7.5,42678.67,43371.58,41773.77,41773.77,21.3,7.2,40672,42151.66,39192.33,39908.72,263.81,7.4,10865.23,11987.44,9355.22,9355.22,304.02,6.7,1.36,1.4,1.29,1.29,105.6,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,9/1/2008,2008,9,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,12750.81,13562.87,11902.78,11902.78,274.3,7.5,42060.14,42652.51,41467.77,42313.1,22.25,7.2,41411.08,42477.25,37709.84,37709.84,215.9,7.4,9407.11,10406.8,8407.42,8907.5,260.84,6.7,1.32,1.36,1.25,1.25,93.17,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,10/1/2008,2008,10,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,11375.25,12113.71,9745.82,9745.82,215.37,7.5,42547.39,42955.72,41122.32,41122.32,18.55,7.2,38023.88,40461.19,30773.36,30773.36,157.76,7.4,8787.39,9625.99,7948.79,8512.01,238.48,6.7,1.25,1.29,1.12,1.12,72.61,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,11/1/2008,2008,11,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,8852.87,9477.19,8096.19,8096.19,138.67,7.5,41155.57,41916.97,40394.17,41184.57,16.97,7.2,29915.78,33229.05,26602.5,28025.72,127.28,7.4,8317.17,9017.92,7616.42,8298.94,192.55,6.7,1.09,1.14,1.05,1.06,59.21,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,12/1/2008,2008,12,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,7400.55,7915.7,6885.4,7195.05,95.34,7.5,41177.17,41588.59,40564.3,40564.3,14.89,7.2,26982.49,28642.33,25322.66,26652.42,115.99,7.4,8098.2,8693.58,7254.86,7254.86,154.06,6.7,1.03,1.06,0.99,1.02,50.71,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,1/1/2009,2009,1,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,6603.72,7051.33,6156.1,6595.32,46.12,7.5,40491.7,41018.66,40036,41018.66,12.28,7.2,25901.68,27023.65,25115.9,27023.65,106.03,7.4,6956.87,7480.31,6433.43,6561.4,57.82,6.7,0.99,1.01,0.97,1.01,39.23,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2/1/2009,2009,2,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,6344.1,6744.49,5673.93,5673.93,-7.17,7.5,41003.08,41445.82,40356.41,40356.41,8.86,7.2,26651.39,27600.06,22528.47,22528.47,51.29,7.4,6270.42,6703.78,5837.07,6186.83,23.16,6.7,0.99,1.01,0.93,0.93,18.46,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,3/1/2009,2009,3,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,5308.49,5655.98,4960.99,5619.99,-18.46,7.5,40287.65,40755.6,39601.27,39601.27,3.68,7.2,21809.67,23870.46,19748.88,20848.73,21.58,7.4,5947.26,6308.56,5537.66,5537.66,-6.94,6.7,0.91,0.94,0.88,0.89,5.02,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,4/1/2009,2009,4,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,5493.47,6052.25,5154.3,6052.25,-28.49,7.5,39457.2,39935.84,38978.55,39260.88,0.69,7.2,19984.23,20970.23,18998.24,20408.14,-8.1,7.4,5300.88,5615.48,4823.21,4823.21,-22.94,6.7,0.86,0.88,0.84,0.88,-7.08,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,5/1/2009,2009,5,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,6133.13,6528.3,5765.01,6528.3,-37.77,7.5,39108.12,39468.64,38747.61,39395.47,-0.02,7.2,19995.98,20876.28,19410.95,20876.28,-25.44,7.4,4591.35,4875.18,4307.52,4778.1,-26.82,6.7,0.87,0.89,0.85,0.89,-15.21,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,6/1/2009,2009,6,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,6918.71,7311.63,6416.4,6416.4,-49.41,7.5,39300.36,39662.64,38938.09,39414.99,-3.27,7.2,20667.86,21410.24,19925.48,20724.67,-40.65,7.4,4634.66,4892.76,4376.56,4735.31,-43.82,6.7,0.88,0.9,0.87,0.89,-26.34,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,7/1/2009,2009,7,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,6464.84,6849.18,5897.71,5897.71,-57.37,7.5,39359.95,39698.67,39021.23,39379.86,-6.74,7.2,20695.41,22134.03,20223.76,22134.03,-42.48,7.4,4643.38,4875.11,4100.45,4100.45,-60.22,6.7,0.89,0.9,0.87,0.89,-31.8,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,8/1/2009,2009,8,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,5760.36,6114.18,5406.53,5467.96,-57.75,7.5,39341.83,39907.93,39010.61,39907.93,-4.47,7.2,22312.14,23420.87,21203.4,21607.47,-45.86,7.4,3960.78,4503.55,3716.63,4503.55,-51.86,6.7,0.89,0.9,0.87,0.89,-31.25,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,9/1/2009,2009,9,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,5152.32,5475.1,4829.53,5359.59,-54.97,7.5,39941.41,40377.76,39505.07,40263.43,-4.84,7.2,21757.53,24057.52,21035.01,24057.52,-36.2,7.4,4491.65,4807.19,4176.12,4506.74,-49.41,6.7,0.89,0.92,0.88,0.92,-26.43,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,10/1/2009,2009,10,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,5270.47,5580.77,4960.17,5309.03,-45.53,7.5,40341.51,40725.83,39957.2,40061.64,-2.58,7.2,24481.86,26252.29,22711.44,22915.32,-25.54,7.4,4499.44,4776.87,4222,4629.1,-45.62,6.7,0.93,0.95,0.91,0.91,-19.12,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,11/1/2009,2009,11,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,5241.61,5541.61,4941.61,5230.01,-35.4,7.5,40101.4,40468.67,39734.13,40172.08,-2.46,7.2,23199.73,24827.57,21965.58,24827.57,-11.41,7.4,4644.8,4901.47,4388.12,4486.83,-45.93,6.7,0.91,0.93,0.89,0.93,-12.72,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,12/1/2009,2009,12,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,5263.67,5846.32,4975.28,5846.32,-18.75,7.5,40204.21,40546.31,39862.11,40244.78,-0.79,7.2,25054.49,26396.25,21359.73,21359.73,-19.86,7.4,4470.78,5041.77,4242.2,5041.77,-30.5,6.7,0.93,0.95,0.9,0.9,-11.23,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,1/1/2010,2010,1,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,6005.91,6335.89,5675.93,5990.01,-9.18,7.5,40276.43,40615.01,39937.85,40125.86,-2.18,7.2,21211.07,23383.99,19038.14,19408.29,-28.18,7.4,5134.75,5455.94,4813.55,5200.63,-20.74,6.7,0.9,0.92,0.88,0.88,-12.9,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,2/1/2010,2010,2,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,6238.28,6568.21,5908.36,6088.36,7.3,7.5,40135.38,40479.81,39790.94,40189.88,-0.41,7.2,18611.58,20274.73,17266.96,20274.73,-10,7.4,5277.59,5571.36,4963.31,4963.31,-19.78,6.7,0.86,0.89,0.85,0.89,-4.32,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,3/1/2010,2010,3,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,6149.15,6477.21,5821.09,6083.34,8.24,7.5,40199.45,40538.34,39860.56,40201.82,1.52,7.2,20231.73,21540.56,18922.91,19545.49,-6.25,7.4,4961.59,5241.5,4690.67,5241.5,-5.35,6.7,0.89,0.91,0.87,0.88,-0.75,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,4/1/2010,2010,4,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,6093.3,6451.3,5773.28,6451.3,6.59,7.5,40211.01,40548.29,39873.74,40351.93,2.78,7.2,19307.95,20037.45,18578.46,19231.2,-5.77,7.4,5285.19,5698.09,5009.36,5698.09,18.14,6.7,0.88,0.89,0.86,0.89,1.68,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,5/1/2010,2010,5,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,6538.57,6874.8,6202.34,6305.17,-3.42,7.5,40374.94,40958.41,40029.63,40958.41,3.97,7.2,19076.45,19786.45,18630.28,19786.45,-5.22,7.4,5801.48,6112.6,5423.02,5423.02,13.5,6.7,0.9,0.91,0.88,0.9,1.25,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,6/1/2010,2010,6,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,6357.86,6680.41,6035.3,6236.92,-2.8,7.5,41046.11,41495.52,40596.7,40825.33,3.58,7.2,19782.13,20411.36,19152.9,19693.82,-4.97,7.4,5426.33,5768.32,5133.34,5768.32,21.81,6.7,0.9,0.92,0.89,0.9,1.73,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,7/1/2010,2010,7,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,6190.3,6502.19,5878.41,6261.47,6.17,7.5,40886.07,41257.15,40514.99,40796.79,3.6,7.2,19736.98,20172.98,19300.98,19969.64,-9.78,7.4,5824.17,6130.55,5298.61,5298.61,29.22,6.7,0.91,0.92,0.89,0.9,1.14,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,8/1/2010,2010,8,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,6230.79,6536.54,5886.66,5886.66,7.66,7.5,40829.48,41177.48,40481.47,40831.08,2.31,7.2,19989.85,21276.83,19555.21,21276.83,-1.53,7.4,5247.18,5550.24,4821.61,4821.61,7.06,6.7,0.9,0.91,0.89,0.91,1.86,7.2
SOM,Somalia,Shabelle Hoose,Afgooye,Afgooye,2.14,45.12,gid_21400000451200000,9/1/2010,2010,9,SOS,"maize (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 1)",Jan-07,Oct-25,18.74,16.71,0.89,0,,,,,5780.41,6065.23,5495.58,5815.73,8.51,7.5,40854.6,41197.59,40511.61,41141.81,2.18,7.2,21613.76,22615.03,20612.49,20877.07,-13.22,7.4,4717.64,5125.32,4437.5,5125.32,13.73,6.7,0.91,0.92,0.9,0.91,-1.65,7.2
