indicator,base-per,Unit,Date,Value
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2021M2,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2021M3,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2021M4,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2021M5,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2021M6,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2021M7,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2021M8,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2021M9,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2021M10,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2021M11,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2021M12,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2022M1,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2022M2,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2022M3,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2022M4,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2022M5,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2022M6,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2022M7,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2022M8,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2022M9,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2022M10,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2022M11,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2022M12,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2023M1,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2023M2,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2023M3,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2023M4,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2023M5,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2023M6,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2023M7,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2023M8,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2023M9,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2023M10,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2023M11,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2023M12,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2024M1,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2024M2,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2024M3,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2024M4,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2024M5,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2024M6,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2024M7,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2024M8,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2024M9,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2024M10,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2024M11,1.25
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights",Not Applicable,Weight,2024M12,1.25
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2014M12,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2015M1,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2015M2,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2015M3,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2015M4,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2015M5,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2015M6,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2015M7,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2015M8,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2015M9,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2015M10,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2015M11,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2015M12,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2016M1,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2016M2,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2016M3,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2016M4,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2016M5,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2016M6,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2016M7,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2016M8,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2016M9,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2016M10,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2016M11,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2016M12,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2017M1,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2017M2,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2017M3,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2017M4,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2017M5,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2017M6,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2017M7,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2017M8,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2017M9,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2017M10,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2017M11,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2017M12,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2018M1,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2018M2,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2018M3,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2018M4,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2018M5,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2018M6,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2018M7,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2018M8,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2018M9,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2018M10,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2018M11,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2018M12,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2019M1,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2019M2,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2019M3,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2019M4,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2019M5,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2019M6,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2019M7,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2019M8,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2019M9,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2019M10,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2019M11,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2019M12,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2020M1,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2020M2,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2020M3,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2020M4,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2020M5,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2020M6,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2020M7,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2020M8,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2020M9,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2020M10,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2020M11,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2020M12,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2021M1,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2021M2,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2021M3,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2021M4,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2021M5,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2021M6,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2021M7,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2021M8,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2021M9,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2021M10,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2021M11,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2021M12,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2022M1,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2022M2,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2022M3,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2022M4,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2022M5,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2022M6,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2022M7,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2022M8,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2022M9,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2022M10,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2022M11,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2022M12,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2023M1,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2023M2,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2023M3,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2023M4,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2023M5,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2023M6,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2023M7,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2023M8,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2023M9,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2023M10,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2023M11,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2023M12,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2024M1,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2024M2,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2024M3,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2024M4,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2024M5,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2024M6,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2024M7,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2024M8,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2024M9,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2024M10,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2024M11,5.03
"CLOTHING AND FOOTWEAR, weights",Not Applicable,Weight,2024M12,5.03
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2014M12,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2015M1,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2015M2,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2015M3,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2015M4,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2015M5,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2015M6,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2015M7,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2015M8,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2015M9,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2015M10,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2015M11,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2015M12,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2016M1,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2016M2,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2016M3,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2016M4,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2016M5,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2016M6,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2016M7,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2016M8,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2016M9,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2016M10,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2016M11,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2016M12,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2017M1,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2017M2,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2017M3,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2017M4,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2017M5,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2017M6,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2017M7,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2017M8,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2017M9,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2017M10,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2017M11,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2017M12,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2018M1,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2018M2,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2018M3,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2018M4,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2018M5,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2018M6,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2018M7,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2018M8,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2018M9,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2018M10,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2018M11,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2018M12,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2019M1,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2019M2,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2019M3,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2019M4,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2019M5,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2019M6,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2019M7,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2019M8,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2019M9,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2019M10,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2019M11,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2019M12,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2020M1,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2020M2,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2020M3,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2020M4,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2020M5,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2020M6,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2020M7,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2020M8,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2020M9,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2020M10,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2020M11,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2020M12,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2021M1,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2021M2,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2021M3,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2021M4,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2021M5,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2021M6,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2021M7,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2021M8,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2021M9,2.93
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE, weights",Not Applicable,Weight,2021M10,2.93
