indicator,base-per,Unit,Date,Value
"TRANSPORT, weights",Not Applicable,Weight,2017M1,3.77
"TRANSPORT, weights",Not Applicable,Weight,2017M2,3.77
"TRANSPORT, weights",Not Applicable,Weight,2017M3,3.77
"TRANSPORT, weights",Not Applicable,Weight,2017M4,3.77
"TRANSPORT, weights",Not Applicable,Weight,2017M5,3.77
"TRANSPORT, weights",Not Applicable,Weight,2017M6,3.77
"TRANSPORT, weights",Not Applicable,Weight,2017M7,3.77
"TRANSPORT, weights",Not Applicable,Weight,2017M8,3.77
"TRANSPORT, weights",Not Applicable,Weight,2017M9,3.77
"TRANSPORT, weights",Not Applicable,Weight,2017M10,3.77
"TRANSPORT, weights",Not Applicable,Weight,2017M11,3.77
"TRANSPORT, weights",Not Applicable,Weight,2017M12,3.77
"TRANSPORT, weights",Not Applicable,Weight,2018M1,3.77
"TRANSPORT, weights",Not Applicable,Weight,2018M2,3.77
"TRANSPORT, weights",Not Applicable,Weight,2018M3,3.77
"TRANSPORT, weights",Not Applicable,Weight,2018M4,3.77
"TRANSPORT, weights",Not Applicable,Weight,2018M5,3.77
"TRANSPORT, weights",Not Applicable,Weight,2018M6,3.77
"TRANSPORT, weights",Not Applicable,Weight,2018M7,3.77
"TRANSPORT, weights",Not Applicable,Weight,2018M8,3.77
"TRANSPORT, weights",Not Applicable,Weight,2018M9,3.77
"TRANSPORT, weights",Not Applicable,Weight,2018M10,3.77
"TRANSPORT, weights",Not Applicable,Weight,2018M11,3.77
"TRANSPORT, weights",Not Applicable,Weight,2018M12,3.77
"TRANSPORT, weights",Not Applicable,Weight,2019M1,3.77
"TRANSPORT, weights",Not Applicable,Weight,2019M2,3.77
"TRANSPORT, weights",Not Applicable,Weight,2019M3,3.77
"TRANSPORT, weights",Not Applicable,Weight,2019M4,3.77
"TRANSPORT, weights",Not Applicable,Weight,2019M5,3.77
"TRANSPORT, weights",Not Applicable,Weight,2019M6,3.77
"TRANSPORT, weights",Not Applicable,Weight,2019M7,3.77
"TRANSPORT, weights",Not Applicable,Weight,2019M8,3.77
"TRANSPORT, weights",Not Applicable,Weight,2019M9,3.77
"TRANSPORT, weights",Not Applicable,Weight,2019M10,3.77
"TRANSPORT, weights",Not Applicable,Weight,2019M11,3.77
"TRANSPORT, weights",Not Applicable,Weight,2019M12,3.77
"TRANSPORT, weights",Not Applicable,Weight,2020M1,3.77
"TRANSPORT, weights",Not Applicable,Weight,2020M2,3.77
"TRANSPORT, weights",Not Applicable,Weight,2020M3,3.77
"TRANSPORT, weights",Not Applicable,Weight,2020M4,3.77
"TRANSPORT, weights",Not Applicable,Weight,2020M5,3.77
"TRANSPORT, weights",Not Applicable,Weight,2020M6,3.77
"TRANSPORT, weights",Not Applicable,Weight,2020M7,3.77
"TRANSPORT, weights",Not Applicable,Weight,2020M8,3.77
"TRANSPORT, weights",Not Applicable,Weight,2020M9,3.77
"TRANSPORT, weights",Not Applicable,Weight,2020M10,3.77
"TRANSPORT, weights",Not Applicable,Weight,2020M11,3.77
"TRANSPORT, weights",Not Applicable,Weight,2020M12,3.77
"TRANSPORT, weights",Not Applicable,Weight,2021M1,3.77
"TRANSPORT, weights",Not Applicable,Weight,2021M2,3.77
"TRANSPORT, weights",Not Applicable,Weight,2021M3,3.77
"TRANSPORT, weights",Not Applicable,Weight,2021M4,3.77
"TRANSPORT, weights",Not Applicable,Weight,2021M5,3.77
"TRANSPORT, weights",Not Applicable,Weight,2021M6,3.77
"TRANSPORT, weights",Not Applicable,Weight,2021M7,3.77
"TRANSPORT, weights",Not Applicable,Weight,2021M8,3.77
"TRANSPORT, weights",Not Applicable,Weight,2021M9,3.77
"TRANSPORT, weights",Not Applicable,Weight,2021M10,3.77
"TRANSPORT, weights",Not Applicable,Weight,2021M11,3.77
"TRANSPORT, weights",Not Applicable,Weight,2021M12,3.77
"TRANSPORT, weights",Not Applicable,Weight,2022M1,3.77
"TRANSPORT, weights",Not Applicable,Weight,2022M2,3.77
"TRANSPORT, weights",Not Applicable,Weight,2022M3,3.77
"TRANSPORT, weights",Not Applicable,Weight,2022M4,3.77
"TRANSPORT, weights",Not Applicable,Weight,2022M5,3.77
"TRANSPORT, weights",Not Applicable,Weight,2022M6,3.77
"TRANSPORT, weights",Not Applicable,Weight,2022M7,3.77
"TRANSPORT, weights",Not Applicable,Weight,2022M8,3.77
"TRANSPORT, weights",Not Applicable,Weight,2022M9,3.77
"TRANSPORT, weights",Not Applicable,Weight,2022M10,3.77
"TRANSPORT, weights",Not Applicable,Weight,2022M11,3.77
"TRANSPORT, weights",Not Applicable,Weight,2022M12,3.77
"TRANSPORT, weights",Not Applicable,Weight,2023M1,3.77
"TRANSPORT, weights",Not Applicable,Weight,2023M2,3.77
"TRANSPORT, weights",Not Applicable,Weight,2023M3,3.77
"TRANSPORT, weights",Not Applicable,Weight,2023M4,3.77
"TRANSPORT, weights",Not Applicable,Weight,2023M5,3.77
"TRANSPORT, weights",Not Applicable,Weight,2023M6,3.77
"TRANSPORT, weights",Not Applicable,Weight,2023M7,3.77
"TRANSPORT, weights",Not Applicable,Weight,2023M8,3.77
"TRANSPORT, weights",Not Applicable,Weight,2023M9,3.77
"TRANSPORT, weights",Not Applicable,Weight,2023M10,3.77
"TRANSPORT, weights",Not Applicable,Weight,2023M11,3.77
"TRANSPORT, weights",Not Applicable,Weight,2023M12,3.77
"TRANSPORT, weights",Not Applicable,Weight,2024M1,3.77
"TRANSPORT, weights",Not Applicable,Weight,2024M2,3.77
"TRANSPORT, weights",Not Applicable,Weight,2024M3,3.77
"TRANSPORT, weights",Not Applicable,Weight,2024M4,3.77
"TRANSPORT, weights",Not Applicable,Weight,2024M5,3.77
"TRANSPORT, weights",Not Applicable,Weight,2024M6,3.77
"TRANSPORT, weights",Not Applicable,Weight,2024M7,3.77
"TRANSPORT, weights",Not Applicable,Weight,2024M8,3.77
"TRANSPORT, weights",Not Applicable,Weight,2024M9,3.77
"TRANSPORT, weights",Not Applicable,Weight,2024M10,3.77
"TRANSPORT, weights",Not Applicable,Weight,2024M11,3.77
"TRANSPORT, weights",Not Applicable,Weight,2024M12,3.77
"COMMUNICATION, weights",Not Applicable,Weight,2014M12,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2015M1,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2015M2,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2015M3,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2015M4,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2015M5,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2015M6,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2015M7,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2015M8,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2015M9,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2015M10,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2015M11,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2015M12,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2016M1,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2016M2,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2016M3,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2016M4,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2016M5,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2016M6,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2016M7,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2016M8,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2016M9,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2016M10,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2016M11,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2016M12,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2017M1,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2017M2,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2017M3,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2017M4,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2017M5,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2017M6,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2017M7,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2017M8,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2017M9,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2017M10,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2017M11,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2017M12,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2018M1,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2018M2,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2018M3,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2018M4,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2018M5,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2018M6,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2018M7,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2018M8,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2018M9,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2018M10,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2018M11,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2018M12,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2019M1,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2019M2,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2019M3,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2019M4,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2019M5,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2019M6,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2019M7,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2019M8,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2019M9,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2019M10,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2019M11,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2019M12,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2020M1,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2020M2,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2020M3,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2020M4,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2020M5,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2020M6,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2020M7,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2020M8,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2020M9,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2020M10,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2020M11,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2020M12,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2021M1,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2021M2,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2021M3,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2021M4,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2021M5,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2021M6,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2021M7,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2021M8,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2021M9,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2021M10,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2021M11,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2021M12,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2022M1,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2022M2,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2022M3,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2022M4,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2022M5,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2022M6,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2022M7,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2022M8,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2022M9,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2022M10,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2022M11,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2022M12,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2023M1,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2023M2,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2023M3,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2023M4,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2023M5,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2023M6,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2023M7,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2023M8,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2023M9,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2023M10,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2023M11,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2023M12,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2024M1,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2024M2,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2024M3,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2024M4,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2024M5,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2024M6,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2024M7,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2024M8,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2024M9,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2024M10,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2024M11,2.8
"COMMUNICATION, weights",Not Applicable,Weight,2024M12,2.8
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2014M12,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2015M1,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2015M2,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2015M3,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2015M4,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2015M5,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2015M6,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2015M7,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2015M8,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2015M9,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2015M10,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2015M11,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2015M12,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2016M1,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2016M2,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2016M3,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2016M4,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2016M5,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2016M6,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2016M7,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2016M8,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2016M9,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2016M10,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2016M11,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2016M12,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2017M1,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2017M2,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2017M3,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2017M4,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2017M5,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2017M6,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2017M7,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2017M8,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2017M9,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2017M10,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2017M11,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2017M12,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2018M1,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2018M2,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2018M3,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2018M4,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2018M5,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2018M6,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2018M7,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2018M8,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2018M9,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2018M10,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2018M11,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2018M12,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2019M1,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2019M2,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2019M3,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2019M4,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2019M5,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2019M6,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2019M7,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2019M8,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2019M9,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2019M10,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2019M11,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2019M12,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2020M1,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2020M2,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2020M3,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2020M4,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2020M5,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2020M6,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2020M7,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2020M8,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2020M9,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2020M10,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2020M11,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2020M12,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2021M1,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2021M2,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2021M3,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2021M4,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2021M5,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2021M6,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2021M7,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2021M8,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2021M9,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2021M10,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2021M11,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2021M12,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2022M1,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2022M2,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2022M3,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2022M4,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2022M5,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2022M6,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2022M7,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2022M8,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2022M9,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2022M10,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2022M11,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2022M12,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2023M1,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2023M2,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2023M3,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2023M4,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2023M5,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2023M6,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2023M7,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2023M8,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2023M9,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2023M10,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2023M11,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2023M12,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2024M1,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2024M2,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2024M3,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2024M4,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2024M5,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2024M6,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2024M7,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2024M8,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2024M9,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2024M10,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2024M11,1
"RECREATION AND CULTURE, weights",Not Applicable,Weight,2024M12,1
"EDUCATION, weights",Not Applicable,Weight,2014M12,4
"EDUCATION, weights",Not Applicable,Weight,2015M1,4
"EDUCATION, weights",Not Applicable,Weight,2015M2,4
"EDUCATION, weights",Not Applicable,Weight,2015M3,4
"EDUCATION, weights",Not Applicable,Weight,2015M4,4
"EDUCATION, weights",Not Applicable,Weight,2015M5,4
"EDUCATION, weights",Not Applicable,Weight,2015M6,4
"EDUCATION, weights",Not Applicable,Weight,2015M7,4
"EDUCATION, weights",Not Applicable,Weight,2015M8,4
"EDUCATION, weights",Not Applicable,Weight,2015M9,4
"EDUCATION, weights",Not Applicable,Weight,2015M10,4
"EDUCATION, weights",Not Applicable,Weight,2015M11,4
"EDUCATION, weights",Not Applicable,Weight,2015M12,4
"EDUCATION, weights",Not Applicable,Weight,2016M1,4
"EDUCATION, weights",Not Applicable,Weight,2016M2,4
"EDUCATION, weights",Not Applicable,Weight,2016M3,4
"EDUCATION, weights",Not Applicable,Weight,2016M4,4
"EDUCATION, weights",Not Applicable,Weight,2016M5,4
"EDUCATION, weights",Not Applicable,Weight,2016M6,4
"EDUCATION, weights",Not Applicable,Weight,2016M7,4
"EDUCATION, weights",Not Applicable,Weight,2016M8,4
"EDUCATION, weights",Not Applicable,Weight,2016M9,4
"EDUCATION, weights",Not Applicable,Weight,2016M10,4
"EDUCATION, weights",Not Applicable,Weight,2016M11,4
"EDUCATION, weights",Not Applicable,Weight,2016M12,4
"EDUCATION, weights",Not Applicable,Weight,2017M1,4
"EDUCATION, weights",Not Applicable,Weight,2017M2,4
"EDUCATION, weights",Not Applicable,Weight,2017M3,4
"EDUCATION, weights",Not Applicable,Weight,2017M4,4
"EDUCATION, weights",Not Applicable,Weight,2017M5,4
"EDUCATION, weights",Not Applicable,Weight,2017M6,4
"EDUCATION, weights",Not Applicable,Weight,2017M7,4
"EDUCATION, weights",Not Applicable,Weight,2017M8,4
"EDUCATION, weights",Not Applicable,Weight,2017M9,4
"EDUCATION, weights",Not Applicable,Weight,2017M10,4
"EDUCATION, weights",Not Applicable,Weight,2017M11,4
"EDUCATION, weights",Not Applicable,Weight,2017M12,4
"EDUCATION, weights",Not Applicable,Weight,2018M1,4
"EDUCATION, weights",Not Applicable,Weight,2018M2,4
"EDUCATION, weights",Not Applicable,Weight,2018M3,4
"EDUCATION, weights",Not Applicable,Weight,2018M4,4
"EDUCATION, weights",Not Applicable,Weight,2018M5,4
"EDUCATION, weights",Not Applicable,Weight,2018M6,4
"EDUCATION, weights",Not Applicable,Weight,2018M7,4
"EDUCATION, weights",Not Applicable,Weight,2018M8,4
"EDUCATION, weights",Not Applicable,Weight,2018M9,4
"EDUCATION, weights",Not Applicable,Weight,2018M10,4
"EDUCATION, weights",Not Applicable,Weight,2018M11,4
"EDUCATION, weights",Not Applicable,Weight,2018M12,4
"EDUCATION, weights",Not Applicable,Weight,2019M1,4
"EDUCATION, weights",Not Applicable,Weight,2019M2,4
"EDUCATION, weights",Not Applicable,Weight,2019M3,4
"EDUCATION, weights",Not Applicable,Weight,2019M4,4
"EDUCATION, weights",Not Applicable,Weight,2019M5,4
"EDUCATION, weights",Not Applicable,Weight,2019M6,4
"EDUCATION, weights",Not Applicable,Weight,2019M7,4
"EDUCATION, weights",Not Applicable,Weight,2019M8,4
"EDUCATION, weights",Not Applicable,Weight,2019M9,4
"EDUCATION, weights",Not Applicable,Weight,2019M10,4
"EDUCATION, weights",Not Applicable,Weight,2019M11,4
"EDUCATION, weights",Not Applicable,Weight,2019M12,4
"EDUCATION, weights",Not Applicable,Weight,2020M1,4
"EDUCATION, weights",Not Applicable,Weight,2020M2,4
"EDUCATION, weights",Not Applicable,Weight,2020M3,4
"EDUCATION, weights",Not Applicable,Weight,2020M4,4
"EDUCATION, weights",Not Applicable,Weight,2020M5,4
"EDUCATION, weights",Not Applicable,Weight,2020M6,4
"EDUCATION, weights",Not Applicable,Weight,2020M7,4
"EDUCATION, weights",Not Applicable,Weight,2020M8,4
"EDUCATION, weights",Not Applicable,Weight,2020M9,4
"EDUCATION, weights",Not Applicable,Weight,2020M10,4
"EDUCATION, weights",Not Applicable,Weight,2020M11,4
"EDUCATION, weights",Not Applicable,Weight,2020M12,4
"EDUCATION, weights",Not Applicable,Weight,2021M1,4
"EDUCATION, weights",Not Applicable,Weight,2021M2,4
"EDUCATION, weights",Not Applicable,Weight,2021M3,4
"EDUCATION, weights",Not Applicable,Weight,2021M4,4
"EDUCATION, weights",Not Applicable,Weight,2021M5,4
"EDUCATION, weights",Not Applicable,Weight,2021M6,4
"EDUCATION, weights",Not Applicable,Weight,2021M7,4
"EDUCATION, weights",Not Applicable,Weight,2021M8,4
"EDUCATION, weights",Not Applicable,Weight,2021M9,4
"EDUCATION, weights",Not Applicable,Weight,2021M10,4
"EDUCATION, weights",Not Applicable,Weight,2021M11,4
"EDUCATION, weights",Not Applicable,Weight,2021M12,4
"EDUCATION, weights",Not Applicable,Weight,2022M1,4
"EDUCATION, weights",Not Applicable,Weight,2022M2,4
"EDUCATION, weights",Not Applicable,Weight,2022M3,4
"EDUCATION, weights",Not Applicable,Weight,2022M4,4
"EDUCATION, weights",Not Applicable,Weight,2022M5,4
"EDUCATION, weights",Not Applicable,Weight,2022M6,4
"EDUCATION, weights",Not Applicable,Weight,2022M7,4
