indicator,base-per,Unit,Date,Value
COMMUNICATION,2014M12,Index,2017M8,94.38441696
COMMUNICATION,2014M12,Index,2017M9,94.38441696
COMMUNICATION,2014M12,Index,2017M10,94.38441696
COMMUNICATION,2014M12,Index,2017M11,94.38441696
COMMUNICATION,2014M12,Index,2017M12,94.38441696
COMMUNICATION,2014M12,Index,2018M1,94.38441696
COMMUNICATION,2014M12,Index,2018M2,94.38441696
COMMUNICATION,2014M12,Index,2018M3,94.37762466
COMMUNICATION,2014M12,Index,2018M4,94.32680591
COMMUNICATION,2014M12,Index,2018M5,94.32680591
COMMUNICATION,2014M12,Index,2018M6,94.32680591
COMMUNICATION,2014M12,Index,2018M7,94.32680591
COMMUNICATION,2014M12,Index,2018M8,94.32680591
COMMUNICATION,2014M12,Index,2018M9,94.32680591
COMMUNICATION,2014M12,Index,2018M10,94.60436128
COMMUNICATION,2014M12,Index,2018M11,94.36583734
COMMUNICATION,2014M12,Index,2018M12,94.36583734
COMMUNICATION,2014M12,Index,2019M1,94.36583734
COMMUNICATION,2014M12,Index,2019M2,96.65877119
COMMUNICATION,2014M12,Index,2019M3,96.65877119
COMMUNICATION,2014M12,Index,2019M4,96.65877119
COMMUNICATION,2014M12,Index,2019M5,96.32375211
COMMUNICATION,2014M12,Index,2019M6,95.54662186
COMMUNICATION,2014M12,Index,2019M7,96.32375211
COMMUNICATION,2014M12,Index,2019M8,96.32375211
COMMUNICATION,2014M12,Index,2019M9,96.32375211
COMMUNICATION,2014M12,Index,2019M10,96.32375211
COMMUNICATION,2014M12,Index,2019M11,96.32375211
COMMUNICATION,2014M12,Index,2019M12,96.32375211
COMMUNICATION,2014M12,Index,2020M1,96.32375211
COMMUNICATION,2014M12,Index,2020M2,96.32375211
COMMUNICATION,2014M12,Index,2020M3,99.56870068
COMMUNICATION,2014M12,Index,2020M4,99.56870068
COMMUNICATION,2014M12,Index,2020M5,101.30828
COMMUNICATION,2014M12,Index,2020M6,101.30828
COMMUNICATION,2014M12,Index,2020M7,101.30828
COMMUNICATION,2014M12,Index,2020M8,101.30828
COMMUNICATION,2014M12,Index,2020M9,101.30828
COMMUNICATION,2014M12,Index,2020M10,101.30828
COMMUNICATION,2014M12,Index,2020M11,101.30828
COMMUNICATION,2014M12,Index,2020M12,101.0950109
COMMUNICATION,2014M12,Index,2021M1,101.31
COMMUNICATION,2014M12,Index,2021M2,102.78
COMMUNICATION,2014M12,Index,2021M3,102.78
COMMUNICATION,2014M12,Index,2021M4,103.03
COMMUNICATION,2014M12,Index,2021M5,103.03
COMMUNICATION,2014M12,Index,2021M6,103.03
COMMUNICATION,2014M12,Index,2021M7,103.03
COMMUNICATION,2014M12,Index,2021M8,103.03
COMMUNICATION,2014M12,Index,2021M9,103.03
COMMUNICATION,2014M12,Index,2021M10,103.0337271
COMMUNICATION,2014M12,Index,2021M11,103.0337271
COMMUNICATION,2014M12,Index,2021M12,103.0337271
COMMUNICATION,2014M12,Index,2022M1,103.0337271
COMMUNICATION,2014M12,Index,2022M2,103.0337271
COMMUNICATION,2014M12,Index,2022M3,103.0337271
COMMUNICATION,2014M12,Index,2022M4,103.0337271
COMMUNICATION,2014M12,Index,2022M5,103.03
COMMUNICATION,2014M12,Index,2022M6,103.03
COMMUNICATION,2014M12,Index,2022M7,103.03
COMMUNICATION,2014M12,Index,2022M8,103.03
COMMUNICATION,2014M12,Index,2022M9,103.03
COMMUNICATION,2014M12,Index,2022M10,103.03
COMMUNICATION,2014M12,Index,2022M11,103.03
COMMUNICATION,2014M12,Index,2022M12,103.03
COMMUNICATION,2014M12,Index,2023M1,103.03
COMMUNICATION,2014M12,Index,2023M2,103.03
COMMUNICATION,2014M12,Index,2023M3,103.03
COMMUNICATION,2014M12,Index,2023M4,103.03
COMMUNICATION,2014M12,Index,2023M5,117.07
COMMUNICATION,2014M12,Index,2023M6,117.07
COMMUNICATION,2014M12,Index,2023M7,130.1
COMMUNICATION,2014M12,Index,2023M8,129.05
COMMUNICATION,2014M12,Index,2023M9,151.63
COMMUNICATION,2014M12,Index,2023M10,161.02
COMMUNICATION,2014M12,Index,2023M11,166.78
COMMUNICATION,2014M12,Index,2023M12,166.78
COMMUNICATION,2014M12,Index,2024M1,166.78
COMMUNICATION,2014M12,Index,2024M2,166.78
COMMUNICATION,2014M12,Index,2024M3,166.78
COMMUNICATION,2014M12,Index,2024M4,166.78
COMMUNICATION,2014M12,Index,2024M5,166.78
COMMUNICATION,2014M12,Index,2024M6,184.16
COMMUNICATION,2014M12,Index,2024M7,184.16
COMMUNICATION,2014M12,Index,2024M8,184.16
COMMUNICATION,2014M12,Index,2024M9,232.47
COMMUNICATION,2014M12,Index,2024M10,292.46
COMMUNICATION,2014M12,Index,2024M11,298.78
COMMUNICATION,2014M12,Index,2024M12,297.39
RECREATION AND CULTURE,2014M12,Index,2014M12,100
RECREATION AND CULTURE,2014M12,Index,2015M1,99.73943572
RECREATION AND CULTURE,2014M12,Index,2015M2,97.53297043
RECREATION AND CULTURE,2014M12,Index,2015M3,100.1521277
RECREATION AND CULTURE,2014M12,Index,2015M4,100.731546
RECREATION AND CULTURE,2014M12,Index,2015M5,100.606546
RECREATION AND CULTURE,2014M12,Index,2015M6,100.606546
RECREATION AND CULTURE,2014M12,Index,2015M7,102.835681
RECREATION AND CULTURE,2014M12,Index,2015M8,102.6181721
RECREATION AND CULTURE,2014M12,Index,2015M9,102.7431721
RECREATION AND CULTURE,2014M12,Index,2015M10,100.531546
RECREATION AND CULTURE,2014M12,Index,2015M11,100.531546
RECREATION AND CULTURE,2014M12,Index,2015M12,100.531546
RECREATION AND CULTURE,2014M12,Index,2016M1,97.91039788
RECREATION AND CULTURE,2014M12,Index,2016M2,97.56150194
RECREATION AND CULTURE,2014M12,Index,2016M3,97.81343816
RECREATION AND CULTURE,2014M12,Index,2016M4,99.39363026
RECREATION AND CULTURE,2014M12,Index,2016M5,99.39363026
RECREATION AND CULTURE,2014M12,Index,2016M6,99.87888639
RECREATION AND CULTURE,2014M12,Index,2016M7,99.55859472
RECREATION AND CULTURE,2014M12,Index,2016M8,99.60614965
RECREATION AND CULTURE,2014M12,Index,2016M9,99.67298241
RECREATION AND CULTURE,2014M12,Index,2016M10,99.96116772
RECREATION AND CULTURE,2014M12,Index,2016M11,98.69008637
RECREATION AND CULTURE,2014M12,Index,2016M12,103.1855614
RECREATION AND CULTURE,2014M12,Index,2017M1,99.14516942
RECREATION AND CULTURE,2014M12,Index,2017M2,99.29321246
RECREATION AND CULTURE,2014M12,Index,2017M3,95.60598021
RECREATION AND CULTURE,2014M12,Index,2017M4,98.10259282
RECREATION AND CULTURE,2014M12,Index,2017M5,100.0211255
RECREATION AND CULTURE,2014M12,Index,2017M6,98.91670692
RECREATION AND CULTURE,2014M12,Index,2017M7,99.72462414
RECREATION AND CULTURE,2014M12,Index,2017M8,100.7726488
RECREATION AND CULTURE,2014M12,Index,2017M9,100.9569535
RECREATION AND CULTURE,2014M12,Index,2017M10,101.5931559
RECREATION AND CULTURE,2014M12,Index,2017M11,101.4797429
RECREATION AND CULTURE,2014M12,Index,2017M12,101.4101826
RECREATION AND CULTURE,2014M12,Index,2018M1,101.2879878
RECREATION AND CULTURE,2014M12,Index,2018M2,101.2879878
RECREATION AND CULTURE,2014M12,Index,2018M3,101.2795569
RECREATION AND CULTURE,2014M12,Index,2018M4,101.6119185
RECREATION AND CULTURE,2014M12,Index,2018M5,101.8126707
RECREATION AND CULTURE,2014M12,Index,2018M6,101.8126707
RECREATION AND CULTURE,2014M12,Index,2018M7,101.9062002
RECREATION AND CULTURE,2014M12,Index,2018M8,101.9062002
RECREATION AND CULTURE,2014M12,Index,2018M9,102.5378435
RECREATION AND CULTURE,2014M12,Index,2018M10,104.3808285
RECREATION AND CULTURE,2014M12,Index,2018M11,101.9539636
RECREATION AND CULTURE,2014M12,Index,2018M12,102.502246
RECREATION AND CULTURE,2014M12,Index,2019M1,102.5548776
RECREATION AND CULTURE,2014M12,Index,2019M2,102.794082
RECREATION AND CULTURE,2014M12,Index,2019M3,102.3891924
RECREATION AND CULTURE,2014M12,Index,2019M4,102.3376242
RECREATION AND CULTURE,2014M12,Index,2019M5,102.3082699
RECREATION AND CULTURE,2014M12,Index,2019M6,101.1547022
RECREATION AND CULTURE,2014M12,Index,2019M7,97.84337734
RECREATION AND CULTURE,2014M12,Index,2019M8,98.29412953
RECREATION AND CULTURE,2014M12,Index,2019M9,97.30034071
RECREATION AND CULTURE,2014M12,Index,2019M10,98.45059622
RECREATION AND CULTURE,2014M12,Index,2019M11,98.45059622
RECREATION AND CULTURE,2014M12,Index,2019M12,98.45059622
RECREATION AND CULTURE,2014M12,Index,2020M1,98.54150531
RECREATION AND CULTURE,2014M12,Index,2020M2,98.54150531
RECREATION AND CULTURE,2014M12,Index,2020M3,98.54150531
RECREATION AND CULTURE,2014M12,Index,2020M4,98.54150531
RECREATION AND CULTURE,2014M12,Index,2020M5,98.54150531
RECREATION AND CULTURE,2014M12,Index,2020M6,98.54150531
RECREATION AND CULTURE,2014M12,Index,2020M7,98.54150531
RECREATION AND CULTURE,2014M12,Index,2020M8,98.54150531
RECREATION AND CULTURE,2014M12,Index,2020M9,98.54150531
RECREATION AND CULTURE,2014M12,Index,2020M10,98.54150531
RECREATION AND CULTURE,2014M12,Index,2020M11,98.54150531
RECREATION AND CULTURE,2014M12,Index,2020M12,98.04576452
RECREATION AND CULTURE,2014M12,Index,2021M1,98.13
RECREATION AND CULTURE,2014M12,Index,2021M2,100.04
RECREATION AND CULTURE,2014M12,Index,2021M3,101.9
RECREATION AND CULTURE,2014M12,Index,2021M4,103.75
RECREATION AND CULTURE,2014M12,Index,2021M5,103.75
RECREATION AND CULTURE,2014M12,Index,2021M6,103.75
RECREATION AND CULTURE,2014M12,Index,2021M7,103.75
RECREATION AND CULTURE,2014M12,Index,2021M8,103.75
RECREATION AND CULTURE,2014M12,Index,2021M9,103.75
RECREATION AND CULTURE,2014M12,Index,2021M10,103.7529047
RECREATION AND CULTURE,2014M12,Index,2021M11,103.7529047
RECREATION AND CULTURE,2014M12,Index,2021M12,103.682795
RECREATION AND CULTURE,2014M12,Index,2022M1,101.639715
RECREATION AND CULTURE,2014M12,Index,2022M2,101.639715
RECREATION AND CULTURE,2014M12,Index,2022M3,103.8471794
RECREATION AND CULTURE,2014M12,Index,2022M4,103.8471794
RECREATION AND CULTURE,2014M12,Index,2022M5,103.85
RECREATION AND CULTURE,2014M12,Index,2022M6,103.85
RECREATION AND CULTURE,2014M12,Index,2022M7,103.85
RECREATION AND CULTURE,2014M12,Index,2022M8,103.85
RECREATION AND CULTURE,2014M12,Index,2022M9,103.85
RECREATION AND CULTURE,2014M12,Index,2022M10,103.85
RECREATION AND CULTURE,2014M12,Index,2022M11,103.85
RECREATION AND CULTURE,2014M12,Index,2022M12,103.85
RECREATION AND CULTURE,2014M12,Index,2023M1,103.85
RECREATION AND CULTURE,2014M12,Index,2023M2,103.85
RECREATION AND CULTURE,2014M12,Index,2023M3,103.85
RECREATION AND CULTURE,2014M12,Index,2023M4,103.85
RECREATION AND CULTURE,2014M12,Index,2023M5,103.85
RECREATION AND CULTURE,2014M12,Index,2023M6,104.3
RECREATION AND CULTURE,2014M12,Index,2023M7,104.3
RECREATION AND CULTURE,2014M12,Index,2023M8,104.3
RECREATION AND CULTURE,2014M12,Index,2023M9,104.3
RECREATION AND CULTURE,2014M12,Index,2023M10,104.3
RECREATION AND CULTURE,2014M12,Index,2023M11,104.3
RECREATION AND CULTURE,2014M12,Index,2023M12,104.3
RECREATION AND CULTURE,2014M12,Index,2024M1,104.3
RECREATION AND CULTURE,2014M12,Index,2024M2,104.3
RECREATION AND CULTURE,2014M12,Index,2024M3,104.3
RECREATION AND CULTURE,2014M12,Index,2024M4,104.3
RECREATION AND CULTURE,2014M12,Index,2024M5,104.3
RECREATION AND CULTURE,2014M12,Index,2024M6,120.51
RECREATION AND CULTURE,2014M12,Index,2024M7,137.25
RECREATION AND CULTURE,2014M12,Index,2024M8,137.05
RECREATION AND CULTURE,2014M12,Index,2024M9,137.29
RECREATION AND CULTURE,2014M12,Index,2024M10,134.77
RECREATION AND CULTURE,2014M12,Index,2024M11,137.26
RECREATION AND CULTURE,2014M12,Index,2024M12,136.31
EDUCATION,2014M12,Index,2014M12,100
EDUCATION,2014M12,Index,2015M1,98.21516951
EDUCATION,2014M12,Index,2015M2,98.21516951
EDUCATION,2014M12,Index,2015M3,98.38720724
EDUCATION,2014M12,Index,2015M4,98.73128269
EDUCATION,2014M12,Index,2015M5,98.38720724
EDUCATION,2014M12,Index,2015M6,99.24739588
EDUCATION,2014M12,Index,2015M7,102.8814626
EDUCATION,2014M12,Index,2015M8,103.2660653
EDUCATION,2014M12,Index,2015M9,103.5241219
EDUCATION,2014M12,Index,2015M10,99.6774902
EDUCATION,2014M12,Index,2015M11,100.689147
EDUCATION,2014M12,Index,2015M12,101.1716956
EDUCATION,2014M12,Index,2016M1,106.0231951
EDUCATION,2014M12,Index,2016M2,106.0231951
EDUCATION,2014M12,Index,2016M3,106.0231951
EDUCATION,2014M12,Index,2016M4,101.5352086
EDUCATION,2014M12,Index,2016M5,101.5352086
EDUCATION,2014M12,Index,2016M6,99.95854119
EDUCATION,2014M12,Index,2016M7,99.95854119
EDUCATION,2014M12,Index,2016M8,99.95854119
EDUCATION,2014M12,Index,2016M9,99.95854119
EDUCATION,2014M12,Index,2016M10,102.7722672
EDUCATION,2014M12,Index,2016M11,101.072048
EDUCATION,2014M12,Index,2016M12,97.81799886
EDUCATION,2014M12,Index,2017M1,104.5866629
EDUCATION,2014M12,Index,2017M2,102.8181081
EDUCATION,2014M12,Index,2017M3,101.2118046
EDUCATION,2014M12,Index,2017M4,106.6984052
EDUCATION,2014M12,Index,2017M5,107.0359052
EDUCATION,2014M12,Index,2017M6,107.7504468
EDUCATION,2014M12,Index,2017M7,107.6095676
EDUCATION,2014M12,Index,2017M8,100.3229288
EDUCATION,2014M12,Index,2017M9,100.3175591
EDUCATION,2014M12,Index,2017M10,100.3863742
EDUCATION,2014M12,Index,2017M11,100.4723931
EDUCATION,2014M12,Index,2017M12,100.4293836
EDUCATION,2014M12,Index,2018M1,100.4293836
EDUCATION,2014M12,Index,2018M2,101.1996857
EDUCATION,2014M12,Index,2018M3,100.5232562
EDUCATION,2014M12,Index,2018M4,100.3978724
EDUCATION,2014M12,Index,2018M5,100.3978724
EDUCATION,2014M12,Index,2018M6,100.3978724
EDUCATION,2014M12,Index,2018M7,100.3978724
EDUCATION,2014M12,Index,2018M8,100.3978724
EDUCATION,2014M12,Index,2018M9,97.48237665
EDUCATION,2014M12,Index,2018M10,100.613118
EDUCATION,2014M12,Index,2018M11,100.4490278
EDUCATION,2014M12,Index,2018M12,100.4490278
EDUCATION,2014M12,Index,2019M1,100.4490278
EDUCATION,2014M12,Index,2019M2,101.5414685
EDUCATION,2014M12,Index,2019M3,106.9617857
EDUCATION,2014M12,Index,2019M4,106.9617857
EDUCATION,2014M12,Index,2019M5,105.9295594
EDUCATION,2014M12,Index,2019M6,105.9295594
EDUCATION,2014M12,Index,2019M7,105.9295594
EDUCATION,2014M12,Index,2019M8,105.9295594
EDUCATION,2014M12,Index,2019M9,105.9295594
EDUCATION,2014M12,Index,2019M10,107.7471776
EDUCATION,2014M12,Index,2019M11,107.7471776
EDUCATION,2014M12,Index,2019M12,107.7471776
EDUCATION,2014M12,Index,2020M1,107.7471776
EDUCATION,2014M12,Index,2020M2,107.7471776
EDUCATION,2014M12,Index,2020M3,107.7471776
EDUCATION,2014M12,Index,2020M4,107.7471776
EDUCATION,2014M12,Index,2020M5,107.7471776
EDUCATION,2014M12,Index,2020M6,106.2696477
EDUCATION,2014M12,Index,2020M7,106.2696477
EDUCATION,2014M12,Index,2020M8,106.2696477
EDUCATION,2014M12,Index,2020M9,106.2696477
EDUCATION,2014M12,Index,2020M10,108.5775484
EDUCATION,2014M12,Index,2020M11,109.8006857
EDUCATION,2014M12,Index,2020M12,109.8006857
EDUCATION,2014M12,Index,2021M1,109.8
EDUCATION,2014M12,Index,2021M2,109.8
EDUCATION,2014M12,Index,2021M3,109.8
EDUCATION,2014M12,Index,2021M4,109.8
EDUCATION,2014M12,Index,2021M5,109.8
EDUCATION,2014M12,Index,2021M6,109.8
EDUCATION,2014M12,Index,2021M7,109.8
EDUCATION,2014M12,Index,2021M8,109.8
EDUCATION,2014M12,Index,2021M9,109.8
EDUCATION,2014M12,Index,2021M10,109.8006857
EDUCATION,2014M12,Index,2021M11,109.8006857
EDUCATION,2014M12,Index,2021M12,109.8006857
EDUCATION,2014M12,Index,2022M1,109.1125348
EDUCATION,2014M12,Index,2022M2,109.1125348
EDUCATION,2014M12,Index,2022M3,109.1125348
EDUCATION,2014M12,Index,2022M4,109.1125348
EDUCATION,2014M12,Index,2022M5,109.11
EDUCATION,2014M12,Index,2022M6,109.11
EDUCATION,2014M12,Index,2022M7,109.11
EDUCATION,2014M12,Index,2022M8,109.11
EDUCATION,2014M12,Index,2022M9,109.11
EDUCATION,2014M12,Index,2022M10,109.11
EDUCATION,2014M12,Index,2022M11,109.11
EDUCATION,2014M12,Index,2022M12,109.11
EDUCATION,2014M12,Index,2023M1,109.11
EDUCATION,2014M12,Index,2023M2,109.11
EDUCATION,2014M12,Index,2023M3,109.11
EDUCATION,2014M12,Index,2023M4,109.11
EDUCATION,2014M12,Index,2023M5,109.11
EDUCATION,2014M12,Index,2023M6,109.11
EDUCATION,2014M12,Index,2023M7,116.95
EDUCATION,2014M12,Index,2023M8,116.95
EDUCATION,2014M12,Index,2023M9,116.95
EDUCATION,2014M12,Index,2023M10,116.95
EDUCATION,2014M12,Index,2023M11,116.95
EDUCATION,2014M12,Index,2023M12,116.95
EDUCATION,2014M12,Index,2024M1,116.95
EDUCATION,2014M12,Index,2024M2,116.95
EDUCATION,2014M12,Index,2024M3,116.95
EDUCATION,2014M12,Index,2024M4,116.95
EDUCATION,2014M12,Index,2024M5,116.95
EDUCATION,2014M12,Index,2024M6,117.1
EDUCATION,2014M12,Index,2024M7,115.66
EDUCATION,2014M12,Index,2024M8,109.75
EDUCATION,2014M12,Index,2024M9,109.75
EDUCATION,2014M12,Index,2024M10,109.75
EDUCATION,2014M12,Index,2024M11,110.26
EDUCATION,2014M12,Index,2024M12,110.18
RESTAURANTS AND HOTELS,2014M12,Index,2014M12,100
RESTAURANTS AND HOTELS,2014M12,Index,2015M1,92.70847178
RESTAURANTS AND HOTELS,2014M12,Index,2015M2,92.70847178
RESTAURANTS AND HOTELS,2014M12,Index,2015M3,93.21993256
RESTAURANTS AND HOTELS,2014M12,Index,2015M4,93.21993256
RESTAURANTS AND HOTELS,2014M12,Index,2015M5,93.21993256
RESTAURANTS AND HOTELS,2014M12,Index,2015M6,93.21993256
RESTAURANTS AND HOTELS,2014M12,Index,2015M7,94.52450042
RESTAURANTS AND HOTELS,2014M12,Index,2015M8,94.59175248
RESTAURANTS AND HOTELS,2014M12,Index,2015M9,94.59175248
RESTAURANTS AND HOTELS,2014M12,Index,2015M10,93.21993256
RESTAURANTS AND HOTELS,2014M12,Index,2015M11,94.15315236
RESTAURANTS AND HOTELS,2014M12,Index,2015M12,93.21416727
RESTAURANTS AND HOTELS,2014M12,Index,2016M1,105.2417807
RESTAURANTS AND HOTELS,2014M12,Index,2016M2,105.3554386
RESTAURANTS AND HOTELS,2014M12,Index,2016M3,115.661136
RESTAURANTS AND HOTELS,2014M12,Index,2016M4,115.5071516
RESTAURANTS AND HOTELS,2014M12,Index,2016M5,115.5071516
RESTAURANTS AND HOTELS,2014M12,Index,2016M6,115.5010056
RESTAURANTS AND HOTELS,2014M12,Index,2016M7,115.5010056
RESTAURANTS AND HOTELS,2014M12,Index,2016M8,115.5010056
RESTAURANTS AND HOTELS,2014M12,Index,2016M9,115.5010056
RESTAURANTS AND HOTELS,2014M12,Index,2016M10,108.9025373
RESTAURANTS AND HOTELS,2014M12,Index,2016M11,115.9527285
RESTAURANTS AND HOTELS,2014M12,Index,2016M12,117.1285351
RESTAURANTS AND HOTELS,2014M12,Index,2017M1,116.5942787
RESTAURANTS AND HOTELS,2014M12,Index,2017M2,121.4375311
RESTAURANTS AND HOTELS,2014M12,Index,2017M3,120.1984023
RESTAURANTS AND HOTELS,2014M12,Index,2017M4,117.3485838
RESTAURANTS AND HOTELS,2014M12,Index,2017M5,119.6494868
RESTAURANTS AND HOTELS,2014M12,Index,2017M6,123.3054829
RESTAURANTS AND HOTELS,2014M12,Index,2017M7,123.6684541
RESTAURANTS AND HOTELS,2014M12,Index,2017M8,123.7029954
RESTAURANTS AND HOTELS,2014M12,Index,2017M9,123.8540688
RESTAURANTS AND HOTELS,2014M12,Index,2017M10,123.7255184
RESTAURANTS AND HOTELS,2014M12,Index,2017M11,123.8540688
RESTAURANTS AND HOTELS,2014M12,Index,2017M12,126.5609146
RESTAURANTS AND HOTELS,2014M12,Index,2018M1,126.5609146
RESTAURANTS AND HOTELS,2014M12,Index,2018M2,126.5609146
RESTAURANTS AND HOTELS,2014M12,Index,2018M3,126.5609146
RESTAURANTS AND HOTELS,2014M12,Index,2018M4,131.2275813
RESTAURANTS AND HOTELS,2014M12,Index,2018M5,131.0269868
RESTAURANTS AND HOTELS,2014M12,Index,2018M6,131.0269868
RESTAURANTS AND HOTELS,2014M12,Index,2018M7,131.0269868
RESTAURANTS AND HOTELS,2014M12,Index,2018M8,131.0269868
RESTAURANTS AND HOTELS,2014M12,Index,2018M9,132.7144868
RESTAURANTS AND HOTELS,2014M12,Index,2018M10,132.7144868
RESTAURANTS AND HOTELS,2014M12,Index,2018M11,132.737548
RESTAURANTS AND HOTELS,2014M12,Index,2018M12,137.6315306
RESTAURANTS AND HOTELS,2014M12,Index,2019M1,132.9648639
RESTAURANTS AND HOTELS,2014M12,Index,2019M2,134.9708083
RESTAURANTS AND HOTELS,2014M12,Index,2019M3,134.9708083
RESTAURANTS AND HOTELS,2014M12,Index,2019M4,134.9708083
RESTAURANTS AND HOTELS,2014M12,Index,2019M5,138.5869178
RESTAURANTS AND HOTELS,2014M12,Index,2019M6,134.4231836
RESTAURANTS AND HOTELS,2014M12,Index,2019M7,134.1925719
RESTAURANTS AND HOTELS,2014M12,Index,2019M8,134.1925719
RESTAURANTS AND HOTELS,2014M12,Index,2019M9,135.8800719
RESTAURANTS AND HOTELS,2014M12,Index,2019M10,138.6078628
RESTAURANTS AND HOTELS,2014M12,Index,2019M11,135.9010169
RESTAURANTS AND HOTELS,2014M12,Index,2019M12,135.9010169
RESTAURANTS AND HOTELS,2014M12,Index,2020M1,135.9240781
RESTAURANTS AND HOTELS,2014M12,Index,2020M2,136.6060258
RESTAURANTS AND HOTELS,2014M12,Index,2020M3,136.6060258
RESTAURANTS AND HOTELS,2014M12,Index,2020M4,136.6060258
RESTAURANTS AND HOTELS,2014M12,Index,2020M5,136.6060258
RESTAURANTS AND HOTELS,2014M12,Index,2020M6,136.6060258
RESTAURANTS AND HOTELS,2014M12,Index,2020M7,136.6060258
RESTAURANTS AND HOTELS,2014M12,Index,2020M8,136.6060258
RESTAURANTS AND HOTELS,2014M12,Index,2020M9,136.6060258
RESTAURANTS AND HOTELS,2014M12,Index,2020M10,138.7580916
RESTAURANTS AND HOTELS,2014M12,Index,2020M11,138.7580916
RESTAURANTS AND HOTELS,2014M12,Index,2020M12,138.7580916
RESTAURANTS AND HOTELS,2014M12,Index,2021M1,133.78
RESTAURANTS AND HOTELS,2014M12,Index,2021M2,138.44
RESTAURANTS AND HOTELS,2014M12,Index,2021M3,138.44
RESTAURANTS AND HOTELS,2014M12,Index,2021M4,138.44
RESTAURANTS AND HOTELS,2014M12,Index,2021M5,138.44
RESTAURANTS AND HOTELS,2014M12,Index,2021M6,138.44
RESTAURANTS AND HOTELS,2014M12,Index,2021M7,143.51
RESTAURANTS AND HOTELS,2014M12,Index,2021M8,143.51
RESTAURANTS AND HOTELS,2014M12,Index,2021M9,143.51
RESTAURANTS AND HOTELS,2014M12,Index,2021M10,143.5072535
RESTAURANTS AND HOTELS,2014M12,Index,2021M11,143.5072535
RESTAURANTS AND HOTELS,2014M12,Index,2021M12,133.7780868
RESTAURANTS AND HOTELS,2014M12,Index,2022M1,133.7780868
RESTAURANTS AND HOTELS,2014M12,Index,2022M2,133.7780868
RESTAURANTS AND HOTELS,2014M12,Index,2022M3,136.0512458
RESTAURANTS AND HOTELS,2014M12,Index,2022M4,136.0512458
RESTAURANTS AND HOTELS,2014M12,Index,2022M5,136.05
RESTAURANTS AND HOTELS,2014M12,Index,2022M6,140.72
RESTAURANTS AND HOTELS,2014M12,Index,2022M7,140.72
RESTAURANTS AND HOTELS,2014M12,Index,2022M8,140.72
RESTAURANTS AND HOTELS,2014M12,Index,2022M9,140.72
RESTAURANTS AND HOTELS,2014M12,Index,2022M10,140.72
RESTAURANTS AND HOTELS,2014M12,Index,2022M11,145.78
RESTAURANTS AND HOTELS,2014M12,Index,2022M12,145.78
RESTAURANTS AND HOTELS,2014M12,Index,2023M1,145.78
RESTAURANTS AND HOTELS,2014M12,Index,2023M2,145.78
RESTAURANTS AND HOTELS,2014M12,Index,2023M3,145.78
RESTAURANTS AND HOTELS,2014M12,Index,2023M4,145.78
RESTAURANTS AND HOTELS,2014M12,Index,2023M5,145.78
RESTAURANTS AND HOTELS,2014M12,Index,2023M6,145.78
RESTAURANTS AND HOTELS,2014M12,Index,2023M7,150.45
RESTAURANTS AND HOTELS,2014M12,Index,2023M8,145.78
RESTAURANTS AND HOTELS,2014M12,Index,2023M9,145.78
RESTAURANTS AND HOTELS,2014M12,Index,2023M10,145.78
RESTAURANTS AND HOTELS,2014M12,Index,2023M11,150.45
RESTAURANTS AND HOTELS,2014M12,Index,2023M12,150.45
RESTAURANTS AND HOTELS,2014M12,Index,2024M1,150.45
RESTAURANTS AND HOTELS,2014M12,Index,2024M2,150.45
RESTAURANTS AND HOTELS,2014M12,Index,2024M3,156.13
RESTAURANTS AND HOTELS,2014M12,Index,2024M4,156.13
RESTAURANTS AND HOTELS,2014M12,Index,2024M5,156.13
RESTAURANTS AND HOTELS,2014M12,Index,2024M6,178.72
RESTAURANTS AND HOTELS,2014M12,Index,2024M7,192.79
RESTAURANTS AND HOTELS,2014M12,Index,2024M8,192.79
RESTAURANTS AND HOTELS,2014M12,Index,2024M9,205.92
RESTAURANTS AND HOTELS,2014M12,Index,2024M10,200.3
RESTAURANTS AND HOTELS,2014M12,Index,2024M11,200.76
RESTAURANTS AND HOTELS,2014M12,Index,2024M12,198.89
MISCELLANEOUS GOODS AND SERVICES,2014M12,Index,2014M12,100
MISCELLANEOUS GOODS AND SERVICES,2014M12,Index,2015M1,101.2612653
MISCELLANEOUS GOODS AND SERVICES,2014M12,Index,2015M2,101.2612653
MISCELLANEOUS GOODS AND SERVICES,2014M12,Index,2015M3,101.3762505
MISCELLANEOUS GOODS AND SERVICES,2014M12,Index,2015M4,101.4495454
MISCELLANEOUS GOODS AND SERVICES,2014M12,Index,2015M5,101.6743465
MISCELLANEOUS GOODS AND SERVICES,2014M12,Index,2015M6,101.6743465
MISCELLANEOUS GOODS AND SERVICES,2014M12,Index,2015M7,106.6664698
MISCELLANEOUS GOODS AND SERVICES,2014M12,Index,2015M8,108.0256486
MISCELLANEOUS GOODS AND SERVICES,2014M12,Index,2015M9,108.1062218
MISCELLANEOUS GOODS AND SERVICES,2014M12,Index,2015M10,102.2290323
MISCELLANEOUS GOODS AND SERVICES,2014M12,Index,2015M11,101.7828306
MISCELLANEOUS GOODS AND SERVICES,2014M12,Index,2015M12,101.6743465
MISCELLANEOUS GOODS AND SERVICES,2014M12,Index,2016M1,103.3856494
