indicator,base-per,Unit,Date,Value
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2016M11,101.3644313
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2016M12,101.6875349
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2017M1,102.0971767
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2017M2,102.1878644
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2017M3,101.2836284
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2017M4,101.9025963
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2017M5,102.4538307
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2017M6,100.6660698
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2017M7,100.3605124
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2017M8,100.3062828
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2017M9,100.9234618
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2017M10,101.7452976
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2017M11,101.2469937
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2017M12,101.1717652
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2018M1,101.1721165
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2018M2,101.2115128
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2018M3,100.7922998
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2018M4,99.21511391
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2018M5,100.6865061
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2018M6,101.2227948
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2018M7,101.6872191
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2018M8,104.2958765
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2018M9,104.6284544
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2018M10,105.0808108
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2018M11,104.5848726
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2018M12,104.2892269
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2019M1,104.3032013
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2019M2,104.5035713
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2019M3,104.2988852
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2019M4,104.2988852
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2019M5,105.2054741
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2019M6,102.8970831
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2019M7,102.710804
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2019M8,102.710804
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2019M9,102.7054552
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2019M10,102.7140514
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2019M11,102.7140514
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2019M12,102.7347361
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2020M1,102.72277
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2020M2,102.9536768
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2020M3,103.7017212
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2020M4,103.6987555
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2020M5,103.6987555
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2020M6,108.6366869
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2020M7,108.6366869
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2020M8,108.9618546
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2020M9,110.2406573
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2020M10,111.3970058
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2020M11,111.9007373
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2020M12,110.6682383
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2021M1,111.47
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2021M2,112.61
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2021M3,112.61
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2021M4,112.65
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2021M5,112.65
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2021M6,113.55
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2021M7,113.55
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2021M8,113.55
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2021M9,113.55
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2021M10,113.5513783
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2021M11,113.5513783
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2021M12,110.6325856
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2022M1,109.5301402
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2022M2,109.5301402
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2022M3,109.5301402
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2022M4,109.5301402
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2022M5,109.53
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2022M6,109.53
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2022M7,109.53
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2022M8,109.53
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2022M9,109.53
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2022M10,109.53
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2022M11,109.53
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2022M12,109.53
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2023M1,109.38
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2023M2,109.38
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2023M3,114.74
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2023M4,114.74
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2023M5,116.56
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2023M6,116.56
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2023M7,116.56
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2023M8,116.56
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2023M9,117.61
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2023M10,117.61
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2023M11,118.1
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2023M12,119.27
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2024M1,119.27
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2024M2,118.73
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2024M3,119.3
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2024M4,123.74
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2024M5,123.79
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2024M6,127.53
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2024M7,134.6
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2024M8,135.22
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2024M9,140.66
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2024M10,144.12
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2024M11,144.81
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE",2014M12,Index,2024M12,144.47
HEALTH,2014M12,Index,2014M12,100
HEALTH,2014M12,Index,2015M1,103.2656649
HEALTH,2014M12,Index,2015M2,103.2656649
HEALTH,2014M12,Index,2015M3,103.2110474
HEALTH,2014M12,Index,2015M4,103.0549396
HEALTH,2014M12,Index,2015M5,103.2110474
HEALTH,2014M12,Index,2015M6,103.2110474
HEALTH,2014M12,Index,2015M7,106.1650989
HEALTH,2014M12,Index,2015M8,106.8268527
HEALTH,2014M12,Index,2015M9,106.8268527
HEALTH,2014M12,Index,2015M10,103.0870475
HEALTH,2014M12,Index,2015M11,103.7259145
HEALTH,2014M12,Index,2015M12,103.2110474
HEALTH,2014M12,Index,2016M1,102.3699213
HEALTH,2014M12,Index,2016M2,101.2090685
HEALTH,2014M12,Index,2016M3,101.5750531
HEALTH,2014M12,Index,2016M4,91.73159783
HEALTH,2014M12,Index,2016M5,94.01102467
HEALTH,2014M12,Index,2016M6,96.0188247
HEALTH,2014M12,Index,2016M7,96.0188247
HEALTH,2014M12,Index,2016M8,96.0188247
HEALTH,2014M12,Index,2016M9,96.0188247
HEALTH,2014M12,Index,2016M10,101.3898213
HEALTH,2014M12,Index,2016M11,106.0274323
HEALTH,2014M12,Index,2016M12,97.76804365
HEALTH,2014M12,Index,2017M1,98.32839563
HEALTH,2014M12,Index,2017M2,98.42571952
HEALTH,2014M12,Index,2017M3,95.50214721
HEALTH,2014M12,Index,2017M4,98.55765166
HEALTH,2014M12,Index,2017M5,99.61851214
HEALTH,2014M12,Index,2017M6,103.395896
HEALTH,2014M12,Index,2017M7,102.6321012
HEALTH,2014M12,Index,2017M8,102.9010638
HEALTH,2014M12,Index,2017M9,103.2936642
HEALTH,2014M12,Index,2017M10,103.2936642
HEALTH,2014M12,Index,2017M11,104.2026121
HEALTH,2014M12,Index,2017M12,103.6167413
HEALTH,2014M12,Index,2018M1,98.47040073
HEALTH,2014M12,Index,2018M2,98.47040073
HEALTH,2014M12,Index,2018M3,99.01253116
HEALTH,2014M12,Index,2018M4,99.01253116
HEALTH,2014M12,Index,2018M5,99.57452097
HEALTH,2014M12,Index,2018M6,99.57452097
HEALTH,2014M12,Index,2018M7,99.04650324
HEALTH,2014M12,Index,2018M8,99.04650324
HEALTH,2014M12,Index,2018M9,100.3096563
HEALTH,2014M12,Index,2018M10,102.7744999
HEALTH,2014M12,Index,2018M11,102.7744999
HEALTH,2014M12,Index,2018M12,102.7744999
HEALTH,2014M12,Index,2019M1,102.5520564
HEALTH,2014M12,Index,2019M2,118.2690502
HEALTH,2014M12,Index,2019M3,118.1976245
HEALTH,2014M12,Index,2019M4,118.1976245
HEALTH,2014M12,Index,2019M5,118.5192088
HEALTH,2014M12,Index,2019M6,118.5192088
HEALTH,2014M12,Index,2019M7,118.9175922
HEALTH,2014M12,Index,2019M8,118.9175922
HEALTH,2014M12,Index,2019M9,118.9175922
HEALTH,2014M12,Index,2019M10,118.9175922
HEALTH,2014M12,Index,2019M11,118.9175922
HEALTH,2014M12,Index,2019M12,119.1349665
HEALTH,2014M12,Index,2020M1,119.2802252
HEALTH,2014M12,Index,2020M2,119.6228806
HEALTH,2014M12,Index,2020M3,124.9899358
HEALTH,2014M12,Index,2020M4,132.1171359
HEALTH,2014M12,Index,2020M5,132.1171359
HEALTH,2014M12,Index,2020M6,133.1034939
HEALTH,2014M12,Index,2020M7,145.162905
HEALTH,2014M12,Index,2020M8,145.162905
HEALTH,2014M12,Index,2020M9,145.162905
HEALTH,2014M12,Index,2020M10,145.162905
HEALTH,2014M12,Index,2020M11,145.162905
HEALTH,2014M12,Index,2020M12,141.2619437
HEALTH,2014M12,Index,2021M1,142.06
HEALTH,2014M12,Index,2021M2,147.54
HEALTH,2014M12,Index,2021M3,153.63
HEALTH,2014M12,Index,2021M4,155.73
HEALTH,2014M12,Index,2021M5,158.99
HEALTH,2014M12,Index,2021M6,161.16
HEALTH,2014M12,Index,2021M7,161.16
HEALTH,2014M12,Index,2021M8,161.16
HEALTH,2014M12,Index,2021M9,161.16
HEALTH,2014M12,Index,2021M10,161.1629246
HEALTH,2014M12,Index,2021M11,161.1629246
HEALTH,2014M12,Index,2021M12,161.1629246
HEALTH,2014M12,Index,2022M1,161.1629246
HEALTH,2014M12,Index,2022M2,161.1629246
HEALTH,2014M12,Index,2022M3,161.1629246
HEALTH,2014M12,Index,2022M4,161.1629246
HEALTH,2014M12,Index,2022M5,161.16
HEALTH,2014M12,Index,2022M6,161.16
HEALTH,2014M12,Index,2022M7,161.16
HEALTH,2014M12,Index,2022M8,161.16
HEALTH,2014M12,Index,2022M9,161.16
HEALTH,2014M12,Index,2022M10,161.16
HEALTH,2014M12,Index,2022M11,171.08
HEALTH,2014M12,Index,2022M12,172.91
HEALTH,2014M12,Index,2023M1,172.91
HEALTH,2014M12,Index,2023M2,172.91
HEALTH,2014M12,Index,2023M3,172.91
HEALTH,2014M12,Index,2023M4,172.91
HEALTH,2014M12,Index,2023M5,176.45
HEALTH,2014M12,Index,2023M6,178.18
HEALTH,2014M12,Index,2023M7,178.18
HEALTH,2014M12,Index,2023M8,178.18
HEALTH,2014M12,Index,2023M9,182.78
HEALTH,2014M12,Index,2023M10,182.78
HEALTH,2014M12,Index,2023M11,182.78
HEALTH,2014M12,Index,2023M12,182.78
HEALTH,2014M12,Index,2024M1,182.78
HEALTH,2014M12,Index,2024M2,182.78
HEALTH,2014M12,Index,2024M3,182.78
HEALTH,2014M12,Index,2024M4,182.78
HEALTH,2014M12,Index,2024M5,182.78
HEALTH,2014M12,Index,2024M6,182.78
HEALTH,2014M12,Index,2024M7,190.9
HEALTH,2014M12,Index,2024M8,187.97
HEALTH,2014M12,Index,2024M9,188.42
HEALTH,2014M12,Index,2024M10,188.84
HEALTH,2014M12,Index,2024M11,187.98
HEALTH,2014M12,Index,2024M12,187.15
TRANSPORT,2014M12,Index,2014M12,100
TRANSPORT,2014M12,Index,2015M1,105.7882958
TRANSPORT,2014M12,Index,2015M2,104.790836
TRANSPORT,2014M12,Index,2015M3,104.790836
TRANSPORT,2014M12,Index,2015M4,105.3027226
TRANSPORT,2014M12,Index,2015M5,102.4648377
TRANSPORT,2014M12,Index,2015M6,102.4648377
TRANSPORT,2014M12,Index,2015M7,103.1207845
TRANSPORT,2014M12,Index,2015M8,103.207735
TRANSPORT,2014M12,Index,2015M9,103.3384415
TRANSPORT,2014M12,Index,2015M10,102.4648377
TRANSPORT,2014M12,Index,2015M11,102.4648377
TRANSPORT,2014M12,Index,2015M12,102.4648377
TRANSPORT,2014M12,Index,2016M1,99.44740653
TRANSPORT,2014M12,Index,2016M2,99.44740653
TRANSPORT,2014M12,Index,2016M3,99.57471358
TRANSPORT,2014M12,Index,2016M4,104.3936337
TRANSPORT,2014M12,Index,2016M5,104.3936337
TRANSPORT,2014M12,Index,2016M6,103.9660502
TRANSPORT,2014M12,Index,2016M7,103.9660502
TRANSPORT,2014M12,Index,2016M8,103.9660502
TRANSPORT,2014M12,Index,2016M9,103.9660502
TRANSPORT,2014M12,Index,2016M10,103.4332548
TRANSPORT,2014M12,Index,2016M11,106.5953767
TRANSPORT,2014M12,Index,2016M12,104.4383494
TRANSPORT,2014M12,Index,2017M1,104.2479449
TRANSPORT,2014M12,Index,2017M2,104.8715962
TRANSPORT,2014M12,Index,2017M3,104.5187379
TRANSPORT,2014M12,Index,2017M4,101.6034864
TRANSPORT,2014M12,Index,2017M5,98.89797189
TRANSPORT,2014M12,Index,2017M6,100.3299081
TRANSPORT,2014M12,Index,2017M7,99.83426693
TRANSPORT,2014M12,Index,2017M8,100.5925326
TRANSPORT,2014M12,Index,2017M9,100.6301258
TRANSPORT,2014M12,Index,2017M10,102.2791266
TRANSPORT,2014M12,Index,2017M11,102.0271158
TRANSPORT,2014M12,Index,2017M12,102.0161554
TRANSPORT,2014M12,Index,2018M1,102.1094995
TRANSPORT,2014M12,Index,2018M2,102.3909466
TRANSPORT,2014M12,Index,2018M3,103.5787613
TRANSPORT,2014M12,Index,2018M4,103.7693096
TRANSPORT,2014M12,Index,2018M5,104.847259
TRANSPORT,2014M12,Index,2018M6,104.847259
TRANSPORT,2014M12,Index,2018M7,104.847259
TRANSPORT,2014M12,Index,2018M8,104.847259
TRANSPORT,2014M12,Index,2018M9,105.4054033
TRANSPORT,2014M12,Index,2018M10,107.8064237
TRANSPORT,2014M12,Index,2018M11,105.3776934
TRANSPORT,2014M12,Index,2018M12,105.5708048
TRANSPORT,2014M12,Index,2019M1,105.6358834
TRANSPORT,2014M12,Index,2019M2,108.2609616
TRANSPORT,2014M12,Index,2019M3,108.2609616
TRANSPORT,2014M12,Index,2019M4,108.9067831
TRANSPORT,2014M12,Index,2019M5,109.7924941
TRANSPORT,2014M12,Index,2019M6,107.944459
TRANSPORT,2014M12,Index,2019M7,106.9601788
TRANSPORT,2014M12,Index,2019M8,109.9300738
TRANSPORT,2014M12,Index,2019M9,108.278909
TRANSPORT,2014M12,Index,2019M10,110.5673906
TRANSPORT,2014M12,Index,2019M11,110.5673906
TRANSPORT,2014M12,Index,2019M12,110.5673906
TRANSPORT,2014M12,Index,2020M1,110.5673906
TRANSPORT,2014M12,Index,2020M2,110.5673906
TRANSPORT,2014M12,Index,2020M3,110.5673906
TRANSPORT,2014M12,Index,2020M4,110.8251842
TRANSPORT,2014M12,Index,2020M5,110.8251842
TRANSPORT,2014M12,Index,2020M6,110.8251842
TRANSPORT,2014M12,Index,2020M7,110.8251842
TRANSPORT,2014M12,Index,2020M8,110.8251842
TRANSPORT,2014M12,Index,2020M9,112.0024859
TRANSPORT,2014M12,Index,2020M10,112.0024859
TRANSPORT,2014M12,Index,2020M11,110.3020638
TRANSPORT,2014M12,Index,2020M12,105.025861
TRANSPORT,2014M12,Index,2021M1,105.07
TRANSPORT,2014M12,Index,2021M2,107.17
TRANSPORT,2014M12,Index,2021M3,107.73
TRANSPORT,2014M12,Index,2021M4,109.65
TRANSPORT,2014M12,Index,2021M5,109.65
TRANSPORT,2014M12,Index,2021M6,109.99
TRANSPORT,2014M12,Index,2021M7,110.54
TRANSPORT,2014M12,Index,2021M8,110.54
TRANSPORT,2014M12,Index,2021M9,110.54
TRANSPORT,2014M12,Index,2021M10,111.3518899
TRANSPORT,2014M12,Index,2021M11,111.3518899
TRANSPORT,2014M12,Index,2021M12,109.5234103
TRANSPORT,2014M12,Index,2022M1,107.2591171
TRANSPORT,2014M12,Index,2022M2,109.1709689
TRANSPORT,2014M12,Index,2022M3,111.1260051
TRANSPORT,2014M12,Index,2022M4,111.1260051
TRANSPORT,2014M12,Index,2022M5,111.13
TRANSPORT,2014M12,Index,2022M6,111.13
TRANSPORT,2014M12,Index,2022M7,110.57
TRANSPORT,2014M12,Index,2022M8,110.57
TRANSPORT,2014M12,Index,2022M9,109.72
TRANSPORT,2014M12,Index,2022M10,109.72
TRANSPORT,2014M12,Index,2022M11,108.42
TRANSPORT,2014M12,Index,2022M12,108.42
TRANSPORT,2014M12,Index,2023M1,109.71
TRANSPORT,2014M12,Index,2023M2,109.16
TRANSPORT,2014M12,Index,2023M3,109.51
TRANSPORT,2014M12,Index,2023M4,109.51
TRANSPORT,2014M12,Index,2023M5,120.96
TRANSPORT,2014M12,Index,2023M6,121.22
TRANSPORT,2014M12,Index,2023M7,121.29
TRANSPORT,2014M12,Index,2023M8,121.29
TRANSPORT,2014M12,Index,2023M9,121.29
TRANSPORT,2014M12,Index,2023M10,121.85
TRANSPORT,2014M12,Index,2023M11,122.04
TRANSPORT,2014M12,Index,2023M12,122.21
TRANSPORT,2014M12,Index,2024M1,120.66
TRANSPORT,2014M12,Index,2024M2,119.73
TRANSPORT,2014M12,Index,2024M3,120.03
TRANSPORT,2014M12,Index,2024M4,120.31
TRANSPORT,2014M12,Index,2024M5,122.64
TRANSPORT,2014M12,Index,2024M6,128.06
TRANSPORT,2014M12,Index,2024M7,142.2
TRANSPORT,2014M12,Index,2024M8,142.72
TRANSPORT,2014M12,Index,2024M9,142.1
TRANSPORT,2014M12,Index,2024M10,145.1
TRANSPORT,2014M12,Index,2024M11,148.8
TRANSPORT,2014M12,Index,2024M12,148.14
COMMUNICATION,2014M12,Index,2014M12,100
COMMUNICATION,2014M12,Index,2015M1,101.2511593
COMMUNICATION,2014M12,Index,2015M2,101.2511593
COMMUNICATION,2014M12,Index,2015M3,101.2511593
COMMUNICATION,2014M12,Index,2015M4,101.2511593
COMMUNICATION,2014M12,Index,2015M5,102.0662356
COMMUNICATION,2014M12,Index,2015M6,102.0662356
COMMUNICATION,2014M12,Index,2015M7,103.4586576
COMMUNICATION,2014M12,Index,2015M8,103.4586576
COMMUNICATION,2014M12,Index,2015M9,103.4586576
COMMUNICATION,2014M12,Index,2015M10,102.0662356
COMMUNICATION,2014M12,Index,2015M11,102.0662356
COMMUNICATION,2014M12,Index,2015M12,102.0662356
COMMUNICATION,2014M12,Index,2016M1,98.39003993
COMMUNICATION,2014M12,Index,2016M2,98.39003993
COMMUNICATION,2014M12,Index,2016M3,98.39003993
COMMUNICATION,2014M12,Index,2016M4,98.98392897
COMMUNICATION,2014M12,Index,2016M5,98.56555975
COMMUNICATION,2014M12,Index,2016M6,99.06973784
COMMUNICATION,2014M12,Index,2016M7,98.65136863
COMMUNICATION,2014M12,Index,2016M8,99.27892245
COMMUNICATION,2014M12,Index,2016M9,99.69729167
COMMUNICATION,2014M12,Index,2016M10,106.3807656
COMMUNICATION,2014M12,Index,2016M11,107.0510998
COMMUNICATION,2014M12,Index,2016M12,94.58162595
COMMUNICATION,2014M12,Index,2017M1,94.31373187
COMMUNICATION,2014M12,Index,2017M2,94.27869959
COMMUNICATION,2014M12,Index,2017M3,94.41454564
COMMUNICATION,2014M12,Index,2017M4,94.41454564
COMMUNICATION,2014M12,Index,2017M5,94.31247807
COMMUNICATION,2014M12,Index,2017M6,94.38441696
COMMUNICATION,2014M12,Index,2017M7,94.38441696
