date,temperature,precipitation,humidity,region,lat,lon
2019-01-01,27.95,0.05,64.62,Afgooye,2.14,45.12
2019-02-01,28.33,0.02,67.35,Afgooye,2.14,45.12
2019-03-01,29.39,0.05,65.6,Afgooye,2.14,45.12
2019-04-01,30.01,0.42,66.29,Afgooye,2.14,45.12
2019-05-01,28.93,1.43,73.86,Afgooye,2.14,45.12
2019-06-01,26.96,2.89,75.98,Afgooye,2.14,45.12
2019-07-01,26.19,1.14,75.86,Afgooye,2.14,45.12
2019-08-01,26.4,0.46,73.36,Afgooye,2.14,45.12
2019-09-01,27.13,0.54,71.55,Afgooye,2.14,45.12
2019-10-01,27.36,5.2,78.07,Afgooye,2.14,45.12
2019-11-01,27.9,1.57,74.98,Afgooye,2.14,45.12
2019-12-01,28.67,0.77,69.51,Afgooye,2.14,45.12
2020-01-01,28.89,0.03,65.95,Afgooye,2.14,45.12
2020-02-01,28.99,0.0,65.25,Afgooye,2.14,45.12
2020-03-01,29.81,0.07,66.44,Afgooye,2.14,45.12
2020-04-01,29.53,1.9,70.6,Afgooye,2.14,45.12
2020-05-01,27.72,6.27,81.43,Afgooye,2.14,45.12
2020-06-01,26.76,3.8,80.48,Afgooye,2.14,45.12
2020-07-01,25.67,7.04,80.58,Afgooye,2.14,45.12
2020-08-01,24.83,4.53,82.61,Afgooye,2.14,45.12
2020-09-01,25.48,5.81,81.69,Afgooye,2.14,45.12
2020-10-01,26.98,1.0,79.9,Afgooye,2.14,45.12
2020-11-01,27.41,1.88,76.99,Afgooye,2.14,45.12
2020-12-01,28.16,0.16,67.43,Afgooye,2.14,45.12
2021-01-01,27.38,0.31,66.38,Afgooye,2.14,45.12
2021-02-01,27.63,0.0,66.47,Afgooye,2.14,45.12
2021-03-01,28.63,0.34,67.25,Afgooye,2.14,45.12
2021-04-01,29.47,0.91,67.58,Afgooye,2.14,45.12
2021-05-01,27.66,2.06,74.38,Afgooye,2.14,45.12
2021-06-01,26.6,2.6,74.85,Afgooye,2.14,45.12
2021-07-01,25.23,6.33,78.86,Afgooye,2.14,45.12
2021-08-01,24.77,8.87,83.57,Afgooye,2.14,45.12
2021-09-01,25.49,3.95,82.31,Afgooye,2.14,45.12
2021-10-01,26.68,0.39,77.41,Afgooye,2.14,45.12
2021-11-01,27.97,6.48,72.12,Afgooye,2.14,45.12
2021-12-01,26.94,0.34,76.25,Afgooye,2.14,45.12
2022-01-01,27.28,1.81,69.58,Afgooye,2.14,45.12
2022-02-01,27.63,3.95,69.57,Afgooye,2.14,45.12
2022-03-01,28.78,0.04,65.71,Afgooye,2.14,45.12
2022-04-01,28.84,6.67,72.91,Afgooye,2.14,45.12
2022-05-01,27.55,1.22,79.16,Afgooye,2.14,45.12
2022-06-01,26.31,6.24,77.77,Afgooye,2.14,45.12
2022-07-01,24.66,5.0,80.53,Afgooye,2.14,45.12
2022-08-01,24.66,5.72,80.65,Afgooye,2.14,45.12
2022-09-01,25.53,0.82,78.76,Afgooye,2.14,45.12
2022-10-01,26.64,0.2,74.44,Afgooye,2.14,45.12
2022-11-01,28.01,0.4,70.07,Afgooye,2.14,45.12
2022-12-01,26.98,7.21,76.36,Afgooye,2.14,45.12
2023-01-01,27.53,0.05,68.07,Afgooye,2.14,45.12
2023-02-01,27.85,0.0,65.5,Afgooye,2.14,45.12
2023-03-01,29.04,0.16,68.9,Afgooye,2.14,45.12
2023-04-01,28.89,3.89,73.36,Afgooye,2.14,45.12
2023-05-01,28.33,0.16,74.67,Afgooye,2.14,45.12
2023-06-01,26.75,5.55,78.42,Afgooye,2.14,45.12
2023-07-01,25.9,2.7,77.72,Afgooye,2.14,45.12
2023-08-01,26.32,1.27,77.07,Afgooye,2.14,45.12
2023-09-01,27.44,0.29,72.83,Afgooye,2.14,45.12
2023-10-01,27.66,6.19,77.77,Afgooye,2.14,45.12
2023-11-01,26.84,11.56,84.57,Afgooye,2.14,45.12
2023-12-01,27.15,0.06,80.31,Afgooye,2.14,45.12
2024-01-01,27.86,0.01,72.45,Afgooye,2.14,45.12
2024-02-01,29.33,0.02,67.49,Afgooye,2.14,45.12
2024-03-01,30.06,0.07,65.69,Afgooye,2.14,45.12
2024-04-01,29.53,3.02,73.65,Afgooye,2.14,45.12
2024-05-01,28.2,9.05,81.18,Afgooye,2.14,45.12
2024-06-01,26.54,5.41,81.54,Afgooye,2.14,45.12
2024-07-01,25.76,1.49,80.98,Afgooye,2.14,45.12
2024-08-01,25.82,3.79,78.84,Afgooye,2.14,45.12
2024-09-01,26.61,0.52,76.87,Afgooye,2.14,45.12
2024-10-01,27.91,0.15,71.48,Afgooye,2.14,45.12
2024-11-01,27.92,3.93,76.63,Afgooye,2.14,45.12
2024-12-01,28.34,0.0,66.47,Afgooye,2.14,45.12
2025-01-01,27.74,0.0,65.4,Afgooye,2.14,45.12
2025-02-01,28.15,0.0,66.84,Afgooye,2.14,45.12
2025-03-01,29.29,1.37,69.95,Afgooye,2.14,45.12
2025-04-01,29.42,1.62,71.47,Afgooye,2.14,45.12
2025-05-01,27.51,7.49,82.91,Afgooye,2.14,45.12
2025-06-01,26.27,8.94,82.45,Afgooye,2.14,45.12
2025-07-01,25.29,2.02,80.25,Afgooye,2.14,45.12
2025-08-01,25.49,2.05,77.42,Afgooye,2.14,45.12
2025-09-01,26.52,0.56,74.06,Afgooye,2.14,45.12
2025-10-01,27.67,0.16,71.11,Afgooye,2.14,45.12
2025-11-01,-999.0,-999.0,-999.0,Afgooye,2.14,45.12
2025-12-01,-999.0,-999.0,-999.0,Afgooye,2.14,45.12
2015-01-01,28.99,0.11,56.78,Afmadow,0.51,42.07
2015-02-01,30.71,0.0,55.08,Afmadow,0.51,42.07
2015-03-01,30.93,0.33,55.12,Afmadow,0.51,42.07
2015-04-01,29.87,2.54,66.64,Afmadow,0.51,42.07
2015-05-01,28.25,1.74,73.7,Afmadow,0.51,42.07
2015-06-01,27.89,0.5,65.27,Afmadow,0.51,42.07
2015-07-01,27.33,0.67,64.43,Afmadow,0.51,42.07
2015-08-01,27.39,0.8,64.06,Afmadow,0.51,42.07
2015-09-01,28.91,0.05,59.35,Afmadow,0.51,42.07
2015-10-01,29.87,1.76,62.74,Afmadow,0.51,42.07
2015-11-01,29.31,3.12,68.58,Afmadow,0.51,42.07
2015-12-01,30.18,1.13,61.36,Afmadow,0.51,42.07
2016-01-01,31.28,0.07,54.22,Afmadow,0.51,42.07
2016-02-01,31.22,0.29,53.24,Afmadow,0.51,42.07
2016-03-01,32.46,0.08,55.04,Afmadow,0.51,42.07
2016-04-01,31.03,2.58,62.99,Afmadow,0.51,42.07
2016-05-01,28.1,2.76,70.0,Afmadow,0.51,42.07
2016-06-01,27.66,0.72,65.26,Afmadow,0.51,42.07
2016-07-01,26.83,0.21,61.76,Afmadow,0.51,42.07
2016-08-01,27.2,0.35,60.53,Afmadow,0.51,42.07
2016-09-01,27.82,0.05,57.98,Afmadow,0.51,42.07
2016-10-01,29.43,0.06,57.23,Afmadow,0.51,42.07
2016-11-01,29.23,3.48,64.81,Afmadow,0.51,42.07
2016-12-01,29.99,0.7,59.86,Afmadow,0.51,42.07
2017-01-01,30.35,0.0,53.33,Afmadow,0.51,42.07
2017-02-01,30.8,0.49,56.29,Afmadow,0.51,42.07
2017-03-01,31.86,0.02,53.4,Afmadow,0.51,42.07
2017-04-01,30.53,4.2,62.1,Afmadow,0.51,42.07
2017-05-01,27.93,1.43,74.4,Afmadow,0.51,42.07
2017-06-01,27.27,1.93,72.07,Afmadow,0.51,42.07
2017-07-01,26.94,0.11,65.42,Afmadow,0.51,42.07
2017-08-01,27.61,0.46,63.31,Afmadow,0.51,42.07
2017-09-01,28.45,0.25,59.76,Afmadow,0.51,42.07
2017-10-01,29.89,1.1,59.22,Afmadow,0.51,42.07
2017-11-01,28.88,3.53,68.07,Afmadow,0.51,42.07
2017-12-01,30.1,0.01,54.57,Afmadow,0.51,42.07
2018-01-01,29.89,0.0,53.17,Afmadow,0.51,42.07
2018-02-01,30.72,0.04,55.57,Afmadow,0.51,42.07
2018-03-01,30.47,1.79,60.05,Afmadow,0.51,42.07
2018-04-01,28.28,7.07,75.41,Afmadow,0.51,42.07
2018-05-01,26.92,4.01,81.63,Afmadow,0.51,42.07
2018-06-01,26.35,0.44,74.06,Afmadow,0.51,42.07
2018-07-01,25.98,0.43,70.07,Afmadow,0.51,42.07
2018-08-01,26.71,0.28,65.38,Afmadow,0.51,42.07
2018-09-01,28.35,0.27,62.32,Afmadow,0.51,42.07
2018-10-01,29.25,1.19,61.14,Afmadow,0.51,42.07
2018-11-01,30.49,0.73,59.01,Afmadow,0.51,42.07
2018-12-01,30.35,1.04,60.13,Afmadow,0.51,42.07
2019-01-01,30.79,0.11,53.65,Afmadow,0.51,42.07
2019-02-01,31.31,0.04,54.26,Afmadow,0.51,42.07
2019-03-01,31.91,0.27,54.64,Afmadow,0.51,42.07
2019-04-01,31.66,0.94,58.25,Afmadow,0.51,42.07
2019-05-01,28.68,5.2,72.85,Afmadow,0.51,42.07
2019-06-01,27.47,0.52,70.6,Afmadow,0.51,42.07
2019-07-01,27.31,0.41,66.24,Afmadow,0.51,42.07
2019-08-01,27.64,0.42,64.02,Afmadow,0.51,42.07
2019-09-01,28.51,1.01,62.53,Afmadow,0.51,42.07
2019-10-01,27.29,8.66,78.47,Afmadow,0.51,42.07
2019-11-01,28.17,4.14,74.25,Afmadow,0.51,42.07
2019-12-01,28.69,2.09,72.59,Afmadow,0.51,42.07
2020-01-01,29.72,0.62,64.97,Afmadow,0.51,42.07
2020-02-01,31.45,0.11,56.87,Afmadow,0.51,42.07
2020-03-01,31.79,0.62,57.99,Afmadow,0.51,42.07
2020-04-01,29.89,5.62,68.62,Afmadow,0.51,42.07
2020-05-01,27.53,1.26,78.16,Afmadow,0.51,42.07
2020-06-01,27.14,0.86,72.4,Afmadow,0.51,42.07
2020-07-01,26.83,0.83,68.22,Afmadow,0.51,42.07
2020-08-01,27.07,0.54,66.17,Afmadow,0.51,42.07
2020-09-01,27.74,3.45,65.47,Afmadow,0.51,42.07
2020-10-01,29.27,0.86,63.93,Afmadow,0.51,42.07
2020-11-01,28.85,3.24,69.45,Afmadow,0.51,42.07
2020-12-01,30.25,0.48,58.56,Afmadow,0.51,42.07
2021-01-01,30.06,0.38,56.2,Afmadow,0.51,42.07
2021-02-01,30.57,0.0,54.65,Afmadow,0.51,42.07
2021-03-01,30.84,0.77,56.63,Afmadow,0.51,42.07
2021-04-01,30.18,1.35,64.94,Afmadow,0.51,42.07
2021-05-01,29.18,0.36,62.02,Afmadow,0.51,42.07
2021-06-01,27.6,0.96,64.76,Afmadow,0.51,42.07
2021-07-01,26.81,0.58,64.14,Afmadow,0.51,42.07
2021-08-01,27.31,0.91,62.77,Afmadow,0.51,42.07
2021-09-01,28.54,0.46,60.63,Afmadow,0.51,42.07
2021-10-01,29.78,0.11,57.65,Afmadow,0.51,42.07
2021-11-01,30.26,19.57,60.02,Afmadow,0.51,42.07
2021-12-01,27.14,2.81,78.18,Afmadow,0.51,42.07
2022-01-01,28.2,0.47,67.0,Afmadow,0.51,42.07
2022-02-01,29.64,0.79,61.91,Afmadow,0.51,42.07
2022-03-01,30.9,0.45,57.59,Afmadow,0.51,42.07
2022-04-01,29.66,24.16,69.14,Afmadow,0.51,42.07
2022-05-01,26.99,2.49,80.68,Afmadow,0.51,42.07
2022-06-01,25.96,1.53,76.49,Afmadow,0.51,42.07
2022-07-01,24.97,0.78,73.21,Afmadow,0.51,42.07
2022-08-01,25.19,6.34,72.69,Afmadow,0.51,42.07
2022-09-01,26.8,0.18,67.63,Afmadow,0.51,42.07
2022-10-01,28.35,0.13,63.34,Afmadow,0.51,42.07
2022-11-01,29.05,1.7,65.11,Afmadow,0.51,42.07
2022-12-01,29.67,0.83,61.75,Afmadow,0.51,42.07
2023-01-01,30.12,0.44,57.1,Afmadow,0.51,42.07
2023-02-01,30.72,0.0,54.14,Afmadow,0.51,42.07
2023-03-01,31.01,0.41,58.38,Afmadow,0.51,42.07
2023-04-01,29.0,8.19,72.71,Afmadow,0.51,42.07
2023-05-01,28.27,0.37,73.36,Afmadow,0.51,42.07
2023-06-01,26.06,45.32,80.0,Afmadow,0.51,42.07
2023-07-01,25.62,0.5,75.78,Afmadow,0.51,42.07
2023-08-01,26.59,0.95,72.32,Afmadow,0.51,42.07
2023-09-01,28.22,0.25,67.26,Afmadow,0.51,42.07
2023-10-01,28.75,3.62,69.82,Afmadow,0.51,42.07
2023-11-01,27.06,15.39,83.63,Afmadow,0.51,42.07
2023-12-01,27.86,0.61,77.18,Afmadow,0.51,42.07
2024-01-01,29.26,0.15,66.45,Afmadow,0.51,42.07
2024-02-01,31.42,0.06,59.59,Afmadow,0.51,42.07
2024-03-01,32.16,0.21,56.34,Afmadow,0.51,42.07
2024-04-01,28.86,7.4,77.14,Afmadow,0.51,42.07
2024-05-01,28.09,3.51,77.5,Afmadow,0.51,42.07
2024-06-01,27.5,0.68,70.92,Afmadow,0.51,42.07
2024-07-01,27.39,0.33,67.7,Afmadow,0.51,42.07
2024-08-01,27.57,1.12,65.2,Afmadow,0.51,42.07
2024-09-01,28.92,0.14,60.83,Afmadow,0.51,42.07
2024-10-01,30.23,0.26,58.13,Afmadow,0.51,42.07
2024-11-01,29.8,2.98,66.99,Afmadow,0.51,42.07
2024-12-01,30.63,0.06,57.56,Afmadow,0.51,42.07
2025-01-01,30.76,0.11,53.44,Afmadow,0.51,42.07
2025-02-01,31.18,0.0,54.26,Afmadow,0.51,42.07
2025-03-01,31.22,2.41,60.09,Afmadow,0.51,42.07
2025-04-01,29.83,3.14,68.99,Afmadow,0.51,42.07
2025-05-01,28.45,2.33,74.3,Afmadow,0.51,42.07
2025-06-01,27.34,1.74,71.36,Afmadow,0.51,42.07
2025-07-01,26.87,0.41,66.69,Afmadow,0.51,42.07
2025-08-01,27.19,0.23,63.84,Afmadow,0.51,42.07
2025-09-01,28.41,0.34,61.15,Afmadow,0.51,42.07
2025-10-01,30.07,0.26,57.2,Afmadow,0.51,42.07
2025-11-01,-999.0,-999.0,-999.0,Afmadow,0.51,42.07
2025-12-01,-999.0,-999.0,-999.0,Afmadow,0.51,42.07
2015-01-01,26.19,0.01,47.66,Baidoa,3.12,43.65
2015-02-01,28.94,0.07,48.04,Baidoa,3.12,43.65
2015-03-01,29.09,0.88,52.68,Baidoa,3.12,43.65
2015-04-01,26.93,5.94,75.79,Baidoa,3.12,43.65
2015-05-01,26.09,3.63,79.28,Baidoa,3.12,43.65
2015-06-01,25.64,0.81,72.29,Baidoa,3.12,43.65
2015-07-01,25.65,0.96,66.4,Baidoa,3.12,43.65
2015-08-01,25.52,2.52,68.6,Baidoa,3.12,43.65
2015-09-01,27.6,0.79,60.84,Baidoa,3.12,43.65
2015-10-01,27.08,5.58,72.28,Baidoa,3.12,43.65
2015-11-01,25.24,10.35,82.97,Baidoa,3.12,43.65
2015-12-01,24.89,1.63,75.74,Baidoa,3.12,43.65
2016-01-01,26.63,0.18,60.56,Baidoa,3.12,43.65
2016-02-01,28.77,0.24,47.01,Baidoa,3.12,43.65
2016-03-01,30.65,0.83,53.38,Baidoa,3.12,43.65
2016-04-01,29.06,4.45,65.19,Baidoa,3.12,43.65
2016-05-01,26.04,2.05,75.91,Baidoa,3.12,43.65
2016-06-01,25.73,0.55,68.68,Baidoa,3.12,43.65
2016-07-01,25.24,0.37,62.93,Baidoa,3.12,43.65
2016-08-01,25.81,0.38,61.78,Baidoa,3.12,43.65
2016-09-01,26.72,0.18,58.18,Baidoa,3.12,43.65
2016-10-01,27.97,0.49,58.03,Baidoa,3.12,43.65
2016-11-01,28.52,1.48,58.76,Baidoa,3.12,43.65
2016-12-01,28.11,0.38,53.39,Baidoa,3.12,43.65
2017-01-01,27.94,0.0,43.04,Baidoa,3.12,43.65
2017-02-01,29.52,0.16,48.78,Baidoa,3.12,43.65
2017-03-01,29.97,0.48,49.92,Baidoa,3.12,43.65
2017-04-01,29.21,4.38,60.6,Baidoa,3.12,43.65
2017-05-01,26.65,2.55,74.13,Baidoa,3.12,43.65
2017-06-01,25.95,1.25,70.87,Baidoa,3.12,43.65
2017-07-01,25.96,0.18,63.17,Baidoa,3.12,43.65
2017-08-01,26.53,0.52,62.02,Baidoa,3.12,43.65
2017-09-01,27.49,0.36,58.52,Baidoa,3.12,43.65
2017-10-01,27.98,3.05,62.62,Baidoa,3.12,43.65
2017-11-01,25.72,5.56,74.95,Baidoa,3.12,43.65
2017-12-01,25.81,0.0,54.31,Baidoa,3.12,43.65
2018-01-01,27.21,0.0,44.79,Baidoa,3.12,43.65
2018-02-01,29.26,0.04,49.42,Baidoa,3.12,43.65
2018-03-01,29.96,1.04,50.99,Baidoa,3.12,43.65
2018-04-01,26.89,5.42,74.35,Baidoa,3.12,43.65
2018-05-01,26.07,1.6,77.28,Baidoa,3.12,43.65
2018-06-01,25.96,0.39,67.63,Baidoa,3.12,43.65
2018-07-01,25.72,0.31,62.28,Baidoa,3.12,43.65
2018-08-01,25.8,0.67,63.21,Baidoa,3.12,43.65
2018-09-01,27.59,0.76,59.62,Baidoa,3.12,43.65
2018-10-01,27.67,2.09,62.32,Baidoa,3.12,43.65
2018-11-01,27.81,1.82,65.52,Baidoa,3.12,43.65
2018-12-01,27.61,1.39,59.14,Baidoa,3.12,43.65
2019-01-01,28.31,0.04,46.3,Baidoa,3.12,43.65
2019-02-01,29.5,0.13,49.23,Baidoa,3.12,43.65
2019-03-01,30.68,0.03,49.09,Baidoa,3.12,43.65
2019-04-01,29.98,1.35,58.76,Baidoa,3.12,43.65
2019-05-01,27.5,3.47,72.12,Baidoa,3.12,43.65
2019-06-01,25.88,1.76,72.59,Baidoa,3.12,43.65
2019-07-01,25.89,0.3,66.72,Baidoa,3.12,43.65
2019-08-01,26.86,0.25,61.14,Baidoa,3.12,43.65
2019-09-01,27.68,0.75,60.02,Baidoa,3.12,43.65
2019-10-01,26.19,6.72,76.86,Baidoa,3.12,43.65
2019-11-01,26.03,2.59,76.07,Baidoa,3.12,43.65
2019-12-01,27.03,0.84,65.24,Baidoa,3.12,43.65
2020-01-01,29.05,0.04,49.98,Baidoa,3.12,43.65
2020-02-01,29.91,0.03,47.73,Baidoa,3.12,43.65
2020-03-01,30.33,1.12,54.07,Baidoa,3.12,43.65
2020-04-01,27.85,7.5,71.86,Baidoa,3.12,43.65
2020-05-01,25.78,4.1,82.73,Baidoa,3.12,43.65
2020-06-01,25.2,1.17,76.82,Baidoa,3.12,43.65
2020-07-01,24.93,1.61,72.51,Baidoa,3.12,43.65
2020-08-01,25.05,0.92,71.03,Baidoa,3.12,43.65
2020-09-01,25.55,4.2,71.55,Baidoa,3.12,43.65
2020-10-01,26.3,4.91,75.41,Baidoa,3.12,43.65
2020-11-01,25.4,3.7,79.52,Baidoa,3.12,43.65
2020-12-01,26.4,0.81,61.45,Baidoa,3.12,43.65
2021-01-01,26.65,0.52,53.6,Baidoa,3.12,43.65
2021-02-01,28.82,0.05,48.31,Baidoa,3.12,43.65
2021-03-01,29.71,0.48,50.79,Baidoa,3.12,43.65
2021-04-01,28.63,4.2,64.94,Baidoa,3.12,43.65
2021-05-01,26.03,4.88,74.61,Baidoa,3.12,43.65
2021-06-01,25.24,1.0,71.67,Baidoa,3.12,43.65
2021-07-01,24.23,1.48,71.58,Baidoa,3.12,43.65
2021-08-01,24.61,3.09,73.52,Baidoa,3.12,43.65
2021-09-01,25.38,2.67,72.91,Baidoa,3.12,43.65
2021-10-01,26.94,1.08,67.54,Baidoa,3.12,43.65
2021-11-01,28.51,12.73,61.3,Baidoa,3.12,43.65
2021-12-01,24.98,0.87,76.08,Baidoa,3.12,43.65
2022-01-01,25.95,0.28,61.68,Baidoa,3.12,43.65
2022-02-01,27.48,1.19,55.62,Baidoa,3.12,43.65
2022-03-01,29.64,0.37,49.86,Baidoa,3.12,43.65
2022-04-01,28.55,12.97,66.21,Baidoa,3.12,43.65
2022-05-01,25.9,1.63,79.24,Baidoa,3.12,43.65
2022-06-01,24.81,1.93,75.19,Baidoa,3.12,43.65
2022-07-01,23.75,1.73,73.93,Baidoa,3.12,43.65
2022-08-01,24.11,2.66,72.94,Baidoa,3.12,43.65
2022-09-01,25.53,0.53,68.51,Baidoa,3.12,43.65
2022-10-01,27.1,1.2,64.03,Baidoa,3.12,43.65
2022-11-01,27.84,1.45,63.47,Baidoa,3.12,43.65
2022-12-01,26.24,3.2,67.86,Baidoa,3.12,43.65
2023-01-01,27.84,0.09,51.46,Baidoa,3.12,43.65
2023-02-01,28.74,0.03,46.41,Baidoa,3.12,43.65
2023-03-01,29.2,1.69,58.36,Baidoa,3.12,43.65
2023-04-01,27.5,6.33,72.51,Baidoa,3.12,43.65
2023-05-01,26.99,0.88,72.23,Baidoa,3.12,43.65
2023-06-01,25.03,7.46,79.26,Baidoa,3.12,43.65
2023-07-01,24.59,0.82,74.51,Baidoa,3.12,43.65
2023-08-01,26.08,0.54,67.69,Baidoa,3.12,43.65
2023-09-01,28.17,0.16,60.05,Baidoa,3.12,43.65
2023-10-01,26.71,12.02,75.46,Baidoa,3.12,43.65
2023-11-01,24.98,16.82,87.26,Baidoa,3.12,43.65
2023-12-01,24.76,0.17,81.02,Baidoa,3.12,43.65
2024-01-01,25.88,0.07,69.45,Baidoa,3.12,43.65
2024-02-01,29.03,0.19,56.62,Baidoa,3.12,43.65
2024-03-01,31.0,0.2,51.3,Baidoa,3.12,43.65
2024-04-01,27.64,6.36,76.05,Baidoa,3.12,43.65
2024-05-01,26.4,11.24,81.12,Baidoa,3.12,43.65
2024-06-01,24.74,1.9,82.15,Baidoa,3.12,43.65
2024-07-01,25.09,0.45,74.92,Baidoa,3.12,43.65
2024-08-01,25.54,1.81,70.35,Baidoa,3.12,43.65
2024-09-01,27.07,0.28,65.21,Baidoa,3.12,43.65
2024-10-01,28.35,1.26,61.24,Baidoa,3.12,43.65
2024-11-01,27.26,5.08,72.09,Baidoa,3.12,43.65
2024-12-01,27.61,0.02,54.14,Baidoa,3.12,43.65
2025-01-01,28.27,0.01,45.04,Baidoa,3.12,43.65
2025-02-01,29.48,0.0,46.79,Baidoa,3.12,43.65
2025-03-01,30.38,1.96,55.14,Baidoa,3.12,43.65
2025-04-01,28.11,4.25,70.25,Baidoa,3.12,43.65
2025-05-01,26.34,4.11,79.77,Baidoa,3.12,43.65
2025-06-01,25.36,1.82,76.4,Baidoa,3.12,43.65
2025-07-01,24.73,0.78,71.84,Baidoa,3.12,43.65
2025-08-01,25.56,0.37,65.78,Baidoa,3.12,43.65
2025-09-01,27.14,1.02,61.13,Baidoa,3.12,43.65
2025-10-01,28.15,1.18,60.59,Baidoa,3.12,43.65
2025-11-01,-999.0,-999.0,-999.0,Baidoa,3.12,43.65
2025-12-01,-999.0,-999.0,-999.0,Baidoa,3.12,43.65
2015-01-01,26.06,0.0,75.4,Bakaara,2.05,45.32
2015-02-01,26.2,0.0,77.76,Bakaara,2.05,45.32
2015-03-01,27.18,0.54,77.53,Bakaara,2.05,45.32
2015-04-01,28.7,1.25,77.52,Bakaara,2.05,45.32
2015-05-01,28.15,2.18,80.85,Bakaara,2.05,45.32
2015-06-01,27.17,0.3,79.22,Bakaara,2.05,45.32
2015-07-01,26.0,1.32,79.22,Bakaara,2.05,45.32
2015-08-01,26.11,0.71,79.47,Bakaara,2.05,45.32
2015-09-01,26.72,0.23,80.16,Bakaara,2.05,45.32
2015-10-01,27.5,1.55,81.62,Bakaara,2.05,45.32
2015-11-01,27.89,4.74,79.05,Bakaara,2.05,45.32
2015-12-01,27.8,1.03,77.92,Bakaara,2.05,45.32
2016-01-01,27.1,0.04,77.31,Bakaara,2.05,45.32
2016-02-01,26.81,0.06,78.07,Bakaara,2.05,45.32
2016-03-01,28.48,0.04,78.41,Bakaara,2.05,45.32
2016-04-01,28.96,3.82,77.13,Bakaara,2.05,45.32
2016-05-01,28.0,1.54,79.21,Bakaara,2.05,45.32
2016-06-01,26.69,0.2,78.81,Bakaara,2.05,45.32
2016-07-01,24.86,0.15,79.78,Bakaara,2.05,45.32
2016-08-01,25.22,0.09,80.31,Bakaara,2.05,45.32
2016-09-01,25.48,0.01,79.05,Bakaara,2.05,45.32
2016-10-01,26.34,0.0,79.18,Bakaara,2.05,45.32
2016-11-01,27.33,0.19,78.12,Bakaara,2.05,45.32
2016-12-01,27.26,0.19,76.42,Bakaara,2.05,45.32
2017-01-01,26.58,0.0,74.7,Bakaara,2.05,45.32
2017-02-01,26.92,0.01,78.42,Bakaara,2.05,45.32
