date,temperature,precipitation,humidity,region,lat,lon
2016-03-01,32.27,0.16,56.02,Buale,1.08,42.58
2016-04-01,30.67,4.09,65.12,Buale,1.08,42.58
2016-05-01,27.73,2.86,72.76,Buale,1.08,42.58
2016-06-01,27.5,0.88,66.43,Buale,1.08,42.58
2016-07-01,26.74,0.18,62.09,Buale,1.08,42.58
2016-08-01,27.21,0.35,60.91,Buale,1.08,42.58
2016-09-01,27.78,0.05,58.69,Buale,1.08,42.58
2016-10-01,29.38,0.04,58.07,Buale,1.08,42.58
2016-11-01,29.57,2.57,62.57,Buale,1.08,42.58
2016-12-01,29.64,0.89,61.14,Buale,1.08,42.58
2017-01-01,30.19,0.0,53.06,Buale,1.08,42.58
2017-02-01,30.82,0.23,55.77,Buale,1.08,42.58
2017-03-01,31.67,0.01,53.92,Buale,1.08,42.58
2017-04-01,30.67,2.75,61.06,Buale,1.08,42.58
2017-05-01,28.83,0.87,68.35,Buale,1.08,42.58
2017-06-01,27.78,1.94,68.8,Buale,1.08,42.58
2017-07-01,27.29,0.09,63.56,Buale,1.08,42.58
2017-08-01,27.88,0.54,61.87,Buale,1.08,42.58
2017-09-01,28.58,0.25,59.24,Buale,1.08,42.58
2017-10-01,29.76,1.03,60.21,Buale,1.08,42.58
2017-11-01,28.01,5.59,73.13,Buale,1.08,42.58
2017-12-01,29.33,0.0,57.37,Buale,1.08,42.58
2018-01-01,29.72,0.0,53.05,Buale,1.08,42.58
2018-02-01,30.59,0.02,55.92,Buale,1.08,42.58
2018-03-01,30.83,1.09,57.98,Buale,1.08,42.58
2018-04-01,28.62,5.03,72.91,Buale,1.08,42.58
2018-05-01,27.17,2.67,79.73,Buale,1.08,42.58
2018-06-01,27.18,0.35,68.81,Buale,1.08,42.58
2018-07-01,26.86,0.27,64.27,Buale,1.08,42.58
2018-08-01,27.2,0.64,62.72,Buale,1.08,42.58
2018-09-01,28.79,0.14,60.27,Buale,1.08,42.58
2018-10-01,29.37,1.23,60.71,Buale,1.08,42.58
2018-11-01,30.42,0.67,59.69,Buale,1.08,42.58
2018-12-01,30.21,0.91,60.05,Buale,1.08,42.58
2019-01-01,30.59,0.05,53.39,Buale,1.08,42.58
2019-02-01,31.14,0.03,54.76,Buale,1.08,42.58
2019-03-01,31.83,0.21,54.99,Buale,1.08,42.58
2019-04-01,31.55,1.41,58.58,Buale,1.08,42.58
2019-05-01,28.89,3.78,71.53,Buale,1.08,42.58
2019-06-01,27.51,1.39,70.41,Buale,1.08,42.58
2019-07-01,27.47,0.39,65.5,Buale,1.08,42.58
2019-08-01,27.84,0.45,63.17,Buale,1.08,42.58
2019-09-01,28.74,0.8,61.2,Buale,1.08,42.58
2019-10-01,27.43,6.28,77.35,Buale,1.08,42.58
2019-11-01,28.2,3.34,73.15,Buale,1.08,42.58
2019-12-01,28.93,1.71,69.91,Buale,1.08,42.58
2020-01-01,30.4,0.2,59.52,Buale,1.08,42.58
2020-02-01,31.81,0.06,54.18,Buale,1.08,42.58
2020-03-01,31.98,0.51,56.61,Buale,1.08,42.58
2020-04-01,30.22,3.73,66.04,Buale,1.08,42.58
2020-05-01,27.35,3.55,80.05,Buale,1.08,42.58
2020-06-01,27.07,1.61,73.4,Buale,1.08,42.58
2020-07-01,26.72,2.36,69.66,Buale,1.08,42.58
2020-08-01,26.41,1.89,70.17,Buale,1.08,42.58
2020-09-01,27.06,4.1,69.58,Buale,1.08,42.58
2020-10-01,28.9,1.74,66.53,Buale,1.08,42.58
2020-11-01,27.87,4.88,75.51,Buale,1.08,42.58
2020-12-01,29.67,0.29,60.8,Buale,1.08,42.58
2021-01-01,29.98,0.34,54.99,Buale,1.08,42.58
2021-02-01,30.46,0.0,54.53,Buale,1.08,42.58
2021-03-01,30.98,0.43,55.59,Buale,1.08,42.58
2021-04-01,30.68,1.54,61.64,Buale,1.08,42.58
2021-05-01,28.82,1.1,64.61,Buale,1.08,42.58
2021-06-01,27.56,1.6,65.41,Buale,1.08,42.58
2021-07-01,26.42,1.69,66.59,Buale,1.08,42.58
2021-08-01,26.21,3.17,69.93,Buale,1.08,42.58
2021-09-01,27.44,1.79,67.37,Buale,1.08,42.58
2021-10-01,29.3,0.17,60.71,Buale,1.08,42.58
2021-11-01,29.85,31.73,62.18,Buale,1.08,42.58
2021-12-01,26.1,1.67,84.69,Buale,1.08,42.58
2022-01-01,27.59,0.35,69.2,Buale,1.08,42.58
2022-02-01,29.01,3.11,64.74,Buale,1.08,42.58
2022-03-01,30.64,0.71,58.63,Buale,1.08,42.58
2022-04-01,29.38,20.77,71.22,Buale,1.08,42.58
2022-05-01,26.13,4.8,87.47,Buale,1.08,42.58
2022-06-01,25.24,2.92,81.52,Buale,1.08,42.58
2022-07-01,24.75,1.47,74.99,Buale,1.08,42.58
2022-08-01,24.71,7.4,76.4,Buale,1.08,42.58
2022-09-01,26.41,0.39,70.18,Buale,1.08,42.58
2022-10-01,28.33,0.2,64.1,Buale,1.08,42.58
2022-11-01,29.53,0.97,61.98,Buale,1.08,42.58
2022-12-01,28.82,2.07,66.25,Buale,1.08,42.58
2023-01-01,29.92,0.24,57.03,Buale,1.08,42.58
2023-02-01,30.55,0.0,54.14,Buale,1.08,42.58
2023-03-01,31.08,0.28,58.07,Buale,1.08,42.58
2023-04-01,29.48,4.97,69.24,Buale,1.08,42.58
2023-05-01,29.07,0.21,67.97,Buale,1.08,42.58
2023-06-01,25.68,32.48,83.87,Buale,1.08,42.58
2023-07-01,25.13,0.84,79.41,Buale,1.08,42.58
2023-08-01,27.0,0.88,69.92,Buale,1.08,42.58
2023-09-01,28.83,0.27,63.67,Buale,1.08,42.58
2023-10-01,28.97,5.13,69.05,Buale,1.08,42.58
2023-11-01,26.56,13.99,87.23,Buale,1.08,42.58
2023-12-01,27.05,0.21,81.22,Buale,1.08,42.58
2024-01-01,29.46,0.03,63.35,Buale,1.08,42.58
2024-02-01,31.81,0.03,56.67,Buale,1.08,42.58
2024-03-01,32.36,0.21,55.48,Buale,1.08,42.58
2024-04-01,29.34,5.42,73.8,Buale,1.08,42.58
2024-05-01,27.68,9.35,80.95,Buale,1.08,42.58
2024-06-01,26.05,2.27,81.13,Buale,1.08,42.58
2024-07-01,26.79,0.61,71.86,Buale,1.08,42.58
2024-08-01,27.22,2.05,67.65,Buale,1.08,42.58
2024-09-01,28.49,0.36,63.88,Buale,1.08,42.58
2024-10-01,30.06,0.2,59.3,Buale,1.08,42.58
2024-11-01,29.39,3.88,69.29,Buale,1.08,42.58
2024-12-01,30.15,0.03,58.76,Buale,1.08,42.58
2025-01-01,30.51,0.03,53.39,Buale,1.08,42.58
2025-02-01,31.03,0.0,54.38,Buale,1.08,42.58
2025-03-01,31.49,1.24,58.53,Buale,1.08,42.58
2025-04-01,30.81,1.77,62.72,Buale,1.08,42.58
2025-05-01,27.72,8.59,79.44,Buale,1.08,42.58
2025-06-01,26.37,3.95,77.85,Buale,1.08,42.58
2025-07-01,26.38,0.68,69.67,Buale,1.08,42.58
2025-08-01,27.05,0.6,64.66,Buale,1.08,42.58
2025-09-01,28.41,0.47,61.41,Buale,1.08,42.58
2025-10-01,29.9,0.27,58.63,Buale,1.08,42.58
2025-11-01,-999.0,-999.0,-999.0,Buale,1.08,42.58
2025-12-01,-999.0,-999.0,-999.0,Buale,1.08,42.58
2015-01-01,25.86,0.0,55.37,Buloburto,3.85,45.57
2015-02-01,28.11,0.01,53.21,Buloburto,3.85,45.57
2015-03-01,29.1,1.0,55.28,Buloburto,3.85,45.57
2015-04-01,29.93,1.22,60.19,Buloburto,3.85,45.57
2015-05-01,28.79,2.26,66.28,Buloburto,3.85,45.57
2015-06-01,27.79,0.35,64.14,Buloburto,3.85,45.57
2015-07-01,27.1,0.44,62.16,Buloburto,3.85,45.57
2015-08-01,27.02,1.13,64.2,Buloburto,3.85,45.57
2015-09-01,28.11,1.95,63.25,Buloburto,3.85,45.57
2015-10-01,28.29,4.22,68.75,Buloburto,3.85,45.57
2015-11-01,25.82,18.59,81.04,Buloburto,3.85,45.57
2015-12-01,25.72,0.77,71.74,Buloburto,3.85,45.57
2016-01-01,26.87,0.14,61.25,Buloburto,3.85,45.57
2016-02-01,27.92,0.02,54.67,Buloburto,3.85,45.57
2016-03-01,30.93,0.18,53.74,Buloburto,3.85,45.57
2016-04-01,29.88,5.34,62.38,Buloburto,3.85,45.57
2016-05-01,27.64,1.3,70.23,Buloburto,3.85,45.57
2016-06-01,27.23,0.06,63.91,Buloburto,3.85,45.57
2016-07-01,26.16,0.04,61.35,Buloburto,3.85,45.57
2016-08-01,27.07,0.01,59.22,Buloburto,3.85,45.57
2016-09-01,27.88,0.01,56.78,Buloburto,3.85,45.57
2016-10-01,29.03,0.06,56.33,Buloburto,3.85,45.57
2016-11-01,29.54,0.11,54.53,Buloburto,3.85,45.57
2016-12-01,28.42,0.04,52.75,Buloburto,3.85,45.57
2017-01-01,27.39,0.0,49.34,Buloburto,3.85,45.57
2017-02-01,29.23,0.01,52.54,Buloburto,3.85,45.57
2017-03-01,30.1,0.03,51.76,Buloburto,3.85,45.57
2017-04-01,31.2,0.41,52.8,Buloburto,3.85,45.57
2017-05-01,29.86,0.3,58.42,Buloburto,3.85,45.57
2017-06-01,28.72,0.02,58.35,Buloburto,3.85,45.57
2017-07-01,27.38,0.01,59.55,Buloburto,3.85,45.57
2017-08-01,27.92,0.07,58.73,Buloburto,3.85,45.57
2017-09-01,28.81,0.02,56.15,Buloburto,3.85,45.57
2017-10-01,29.76,0.65,55.8,Buloburto,3.85,45.57
2017-11-01,27.19,4.64,66.99,Buloburto,3.85,45.57
2017-12-01,26.05,0.0,56.59,Buloburto,3.85,45.57
2018-01-01,26.2,0.0,53.75,Buloburto,3.85,45.57
2018-02-01,28.86,0.0,53.38,Buloburto,3.85,45.57
2018-03-01,30.14,0.18,52.52,Buloburto,3.85,45.57
2018-04-01,29.04,2.54,63.99,Buloburto,3.85,45.57
2018-05-01,28.42,0.41,65.89,Buloburto,3.85,45.57
2018-06-01,27.72,0.32,61.31,Buloburto,3.85,45.57
2018-07-01,26.96,0.06,59.24,Buloburto,3.85,45.57
2018-08-01,26.86,0.74,61.92,Buloburto,3.85,45.57
2018-09-01,28.82,0.35,57.29,Buloburto,3.85,45.57
2018-10-01,29.18,0.84,57.81,Buloburto,3.85,45.57
2018-11-01,29.68,0.51,55.5,Buloburto,3.85,45.57
2018-12-01,28.75,0.18,53.68,Buloburto,3.85,45.57
2019-01-01,27.85,0.0,50.48,Buloburto,3.85,45.57
2019-02-01,29.21,0.02,52.58,Buloburto,3.85,45.57
2019-03-01,30.59,0.0,51.81,Buloburto,3.85,45.57
2019-04-01,31.24,0.74,54.64,Buloburto,3.85,45.57
2019-05-01,30.06,1.05,60.36,Buloburto,3.85,45.57
2019-06-01,27.69,1.46,65.53,Buloburto,3.85,45.57
2019-07-01,27.04,0.45,64.02,Buloburto,3.85,45.57
2019-08-01,27.91,0.17,59.78,Buloburto,3.85,45.57
2019-09-01,28.84,0.22,57.78,Buloburto,3.85,45.57
2019-10-01,27.99,3.87,68.21,Buloburto,3.85,45.57
2019-11-01,27.84,1.78,66.44,Buloburto,3.85,45.57
2019-12-01,28.14,0.35,59.84,Buloburto,3.85,45.57
2020-01-01,28.64,0.01,54.58,Buloburto,3.85,45.57
2020-02-01,29.21,0.0,51.79,Buloburto,3.85,45.57
2020-03-01,30.47,0.11,55.23,Buloburto,3.85,45.57
2020-04-01,30.15,2.78,60.24,Buloburto,3.85,45.57
2020-05-01,28.01,2.7,72.73,Buloburto,3.85,45.57
2020-06-01,27.17,0.67,69.64,Buloburto,3.85,45.57
2020-07-01,26.16,2.23,70.08,Buloburto,3.85,45.57
2020-08-01,26.09,1.26,68.86,Buloburto,3.85,45.57
2020-09-01,26.3,4.94,71.75,Buloburto,3.85,45.57
2020-10-01,27.67,1.61,70.5,Buloburto,3.85,45.57
2020-11-01,27.33,1.83,68.9,Buloburto,3.85,45.57
2020-12-01,27.34,0.08,57.53,Buloburto,3.85,45.57
2021-01-01,26.99,0.17,53.19,Buloburto,3.85,45.57
2021-02-01,28.27,0.01,52.76,Buloburto,3.85,45.57
2021-03-01,29.68,0.03,53.15,Buloburto,3.85,45.57
2021-04-01,30.76,1.13,54.89,Buloburto,3.85,45.57
2021-05-01,27.56,6.48,69.18,Buloburto,3.85,45.57
2021-06-01,26.16,1.05,70.96,Buloburto,3.85,45.57
2021-07-01,25.18,1.72,70.96,Buloburto,3.85,45.57
2021-08-01,25.75,2.48,70.84,Buloburto,3.85,45.57
2021-09-01,26.7,1.78,69.14,Buloburto,3.85,45.57
2021-10-01,28.27,0.3,63.47,Buloburto,3.85,45.57
2021-11-01,28.97,1.45,59.68,Buloburto,3.85,45.57
2021-12-01,27.82,0.03,57.12,Buloburto,3.85,45.57
2022-01-01,27.43,0.8,54.82,Buloburto,3.85,45.57
2022-02-01,26.91,3.63,60.46,Buloburto,3.85,45.57
2022-03-01,28.91,0.03,54.66,Buloburto,3.85,45.57
2022-04-01,30.45,1.96,58.19,Buloburto,3.85,45.57
2022-05-01,28.53,0.92,66.33,Buloburto,3.85,45.57
2022-06-01,26.76,1.72,67.31,Buloburto,3.85,45.57
2022-07-01,25.31,1.36,68.99,Buloburto,3.85,45.57
2022-08-01,25.82,1.62,67.32,Buloburto,3.85,45.57
2022-09-01,27.05,0.37,64.3,Buloburto,3.85,45.57
2022-10-01,28.26,0.63,61.67,Buloburto,3.85,45.57
2022-11-01,28.97,0.9,59.51,Buloburto,3.85,45.57
2022-12-01,27.25,1.44,62.92,Buloburto,3.85,45.57
2023-01-01,27.51,0.01,54.48,Buloburto,3.85,45.57
2023-02-01,28.2,0.0,51.62,Buloburto,3.85,45.57
2023-03-01,29.83,0.91,57.71,Buloburto,3.85,45.57
2023-04-01,29.86,2.09,61.71,Buloburto,3.85,45.57
2023-05-01,28.8,1.79,65.25,Buloburto,3.85,45.57
2023-06-01,27.89,0.42,64.96,Buloburto,3.85,45.57
2023-07-01,26.77,0.65,65.67,Buloburto,3.85,45.57
2023-08-01,27.97,0.25,61.38,Buloburto,3.85,45.57
2023-09-01,29.24,0.14,58.18,Buloburto,3.85,45.57
2023-10-01,27.83,12.04,72.48,Buloburto,3.85,45.57
2023-11-01,25.35,13.28,87.18,Buloburto,3.85,45.57
2023-12-01,24.65,0.02,83.54,Buloburto,3.85,45.57
2024-01-01,25.34,0.01,75.77,Buloburto,3.85,45.57
2024-02-01,28.02,0.02,63.75,Buloburto,3.85,45.57
2024-03-01,30.19,0.04,58.16,Buloburto,3.85,45.57
2024-04-01,29.78,3.19,66.1,Buloburto,3.85,45.57
2024-05-01,28.16,8.61,74.09,Buloburto,3.85,45.57
2024-06-01,25.85,2.25,79.07,Buloburto,3.85,45.57
2024-07-01,26.04,0.45,73.24,Buloburto,3.85,45.57
2024-08-01,26.32,1.12,69.75,Buloburto,3.85,45.57
2024-09-01,27.91,0.23,64.58,Buloburto,3.85,45.57
2024-10-01,29.31,0.34,60.08,Buloburto,3.85,45.57
2024-11-01,27.19,6.39,73.32,Buloburto,3.85,45.57
2024-12-01,26.9,0.0,59.26,Buloburto,3.85,45.57
2025-01-01,26.96,0.0,53.8,Buloburto,3.85,45.57
2025-02-01,28.7,0.0,53.03,Buloburto,3.85,45.57
2025-03-01,30.64,0.78,55.31,Buloburto,3.85,45.57
2025-04-01,30.61,1.74,58.41,Buloburto,3.85,45.57
2025-05-01,27.61,6.73,75.53,Buloburto,3.85,45.57
2025-06-01,26.41,3.25,74.4,Buloburto,3.85,45.57
2025-07-01,25.76,0.55,70.16,Buloburto,3.85,45.57
2025-08-01,26.32,0.48,65.99,Buloburto,3.85,45.57
2025-09-01,28.05,0.31,60.53,Buloburto,3.85,45.57
2025-10-01,29.04,0.59,58.92,Buloburto,3.85,45.57
2025-11-01,-999.0,-999.0,-999.0,Buloburto,3.85,45.57
2025-12-01,-999.0,-999.0,-999.0,Buloburto,3.85,45.57
2015-01-01,19.21,0.05,61.55,Burco,9.53,45.54
2015-02-01,22.16,0.0,52.9,Burco,9.53,45.54
2015-03-01,24.19,0.69,47.94,Burco,9.53,45.54
2015-04-01,26.0,2.01,49.44,Burco,9.53,45.54
2015-05-01,25.75,2.56,65.58,Burco,9.53,45.54
2015-06-01,25.6,0.6,58.66,Burco,9.53,45.54
2015-07-01,26.3,0.18,49.18,Burco,9.53,45.54
2015-08-01,25.97,0.89,49.94,Burco,9.53,45.54
2015-09-01,28.29,0.12,41.1,Burco,9.53,45.54
2015-10-01,25.63,1.81,54.2,Burco,9.53,45.54
2015-11-01,21.59,4.49,73.03,Burco,9.53,45.54
2015-12-01,19.56,1.57,72.35,Burco,9.53,45.54
2016-01-01,20.32,0.5,70.84,Burco,9.53,45.54
2016-02-01,20.94,0.11,58.27,Burco,9.53,45.54
2016-03-01,26.51,0.04,44.69,Burco,9.53,45.54
2016-04-01,25.67,5.46,61.72,Burco,9.53,45.54
2016-05-01,25.06,1.09,68.02,Burco,9.53,45.54
2016-06-01,25.74,0.13,53.81,Burco,9.53,45.54
2016-07-01,25.37,0.29,49.84,Burco,9.53,45.54
2016-08-01,25.75,0.58,46.44,Burco,9.53,45.54
2016-09-01,27.51,0.2,39.78,Burco,9.53,45.54
2016-10-01,25.05,0.56,43.9,Burco,9.53,45.54
2016-11-01,22.4,0.08,55.24,Burco,9.53,45.54
2016-12-01,20.91,0.11,60.56,Burco,9.53,45.54
2017-01-01,20.06,0.02,56.91,Burco,9.53,45.54
2017-02-01,22.64,0.03,57.27,Burco,9.53,45.54
2017-03-01,25.28,0.1,47.54,Burco,9.53,45.54
2017-04-01,27.04,0.26,45.66,Burco,9.53,45.54
2017-05-01,26.29,2.62,61.11,Burco,9.53,45.54
2017-06-01,27.17,0.01,48.66,Burco,9.53,45.54
2017-07-01,26.35,0.15,46.29,Burco,9.53,45.54
2017-08-01,27.07,0.25,44.01,Burco,9.53,45.54
2017-09-01,27.87,0.33,44.24,Burco,9.53,45.54
2017-10-01,25.82,0.51,45.99,Burco,9.53,45.54
2017-11-01,22.34,0.36,58.27,Burco,9.53,45.54
2017-12-01,18.88,0.09,59.87,Burco,9.53,45.54
2018-01-01,18.8,0.04,57.55,Burco,9.53,45.54
2018-02-01,22.52,0.06,50.84,Burco,9.53,45.54
2018-03-01,24.35,0.02,45.08,Burco,9.53,45.54
2018-04-01,25.2,2.97,62.07,Burco,9.53,45.54
2018-05-01,26.25,0.21,57.89,Burco,9.53,45.54
2018-06-01,26.73,0.18,49.86,Burco,9.53,45.54
2018-07-01,25.7,0.3,48.17,Burco,9.53,45.54
2018-08-01,26.5,0.1,45.51,Burco,9.53,45.54
2018-09-01,27.69,0.16,40.05,Burco,9.53,45.54
2018-10-01,25.19,0.83,52.12,Burco,9.53,45.54
2018-11-01,23.47,0.27,57.31,Burco,9.53,45.54
2018-12-01,20.83,0.02,61.39,Burco,9.53,45.54
2019-01-01,20.83,0.0,60.3,Burco,9.53,45.54
2019-02-01,23.64,0.0,53.13,Burco,9.53,45.54
2019-03-01,25.59,0.0,45.64,Burco,9.53,45.54
2019-04-01,27.5,0.11,44.83,Burco,9.53,45.54
2019-05-01,27.59,0.51,48.03,Burco,9.53,45.54
2019-06-01,26.09,2.5,57.11,Burco,9.53,45.54
2019-07-01,26.26,0.02,49.97,Burco,9.53,45.54
2019-08-01,27.24,0.33,43.39,Burco,9.53,45.54
2019-09-01,27.73,2.13,46.58,Burco,9.53,45.54
2019-10-01,22.69,3.13,69.42,Burco,9.53,45.54
2019-11-01,22.31,0.36,67.74,Burco,9.53,45.54
2019-12-01,21.07,1.18,66.93,Burco,9.53,45.54
2020-01-01,20.62,0.03,68.2,Burco,9.53,45.54
2020-02-01,22.43,0.02,58.32,Burco,9.53,45.54
2020-03-01,25.41,1.25,55.67,Burco,9.53,45.54
2020-04-01,25.4,4.21,64.82,Burco,9.53,45.54
2020-05-01,25.44,3.11,70.4,Burco,9.53,45.54
2020-06-01,25.35,0.14,60.13,Burco,9.53,45.54
2020-07-01,25.31,0.17,52.43,Burco,9.53,45.54
2020-08-01,26.18,0.17,49.7,Burco,9.53,45.54
2020-09-01,25.56,4.75,58.48,Burco,9.53,45.54
2020-10-01,23.78,0.29,48.99,Burco,9.53,45.54
2020-11-01,22.16,0.24,58.01,Burco,9.53,45.54
2020-12-01,20.7,0.11,63.56,Burco,9.53,45.54
2021-01-01,19.57,0.31,60.8,Burco,9.53,45.54
2021-02-01,20.97,0.11,53.32,Burco,9.53,45.54
2021-03-01,24.07,0.0,46.35,Burco,9.53,45.54
2021-04-01,25.7,2.13,49.09,Burco,9.53,45.54
2021-05-01,24.72,8.01,69.6,Burco,9.53,45.54
2021-06-01,23.16,0.08,70.89,Burco,9.53,45.54
2021-07-01,23.06,0.49,61.14,Burco,9.53,45.54
2021-08-01,25.78,0.35,50.16,Burco,9.53,45.54
2021-09-01,26.81,0.91,48.75,Burco,9.53,45.54
2021-10-01,25.83,0.14,48.2,Burco,9.53,45.54
2021-11-01,22.74,1.25,49.73,Burco,9.53,45.54
2021-12-01,20.29,0.79,66.59,Burco,9.53,45.54
2022-01-01,20.55,0.39,65.01,Burco,9.53,45.54
2022-02-01,21.41,0.46,59.01,Burco,9.53,45.54
2022-03-01,24.06,0.08,50.15,Burco,9.53,45.54
2022-04-01,26.44,1.31,50.35,Burco,9.53,45.54
2022-05-01,28.22,0.38,45.79,Burco,9.53,45.54
2022-06-01,26.87,0.23,47.77,Burco,9.53,45.54
2022-07-01,24.63,0.64,51.23,Burco,9.53,45.54
2022-08-01,25.51,0.29,48.88,Burco,9.53,45.54
2022-09-01,27.39,0.46,44.17,Burco,9.53,45.54
2022-10-01,25.62,0.48,52.04,Burco,9.53,45.54
2022-11-01,23.05,0.15,57.63,Burco,9.53,45.54
2022-12-01,21.28,0.26,61.09,Burco,9.53,45.54
2023-01-01,21.22,0.0,61.97,Burco,9.53,45.54
2023-02-01,22.03,0.07,54.76,Burco,9.53,45.54
2023-03-01,24.75,1.31,59.02,Burco,9.53,45.54
2023-04-01,25.55,3.01,60.11,Burco,9.53,45.54
2023-05-01,24.37,4.91,74.43,Burco,9.53,45.54
2023-06-01,25.38,0.51,63.18,Burco,9.53,45.54
2023-07-01,25.21,0.13,55.38,Burco,9.53,45.54
2023-08-01,26.64,0.27,47.11,Burco,9.53,45.54
2023-09-01,28.91,0.39,42.72,Burco,9.53,45.54
2023-10-01,25.74,3.04,58.54,Burco,9.53,45.54
2023-11-01,22.45,2.44,73.18,Burco,9.53,45.54
2023-12-01,20.49,0.0,68.9,Burco,9.53,45.54
2024-01-01,21.37,0.09,61.92,Burco,9.53,45.54
2024-02-01,24.13,0.07,56.3,Burco,9.53,45.54
2024-03-01,26.49,0.24,48.37,Burco,9.53,45.54
2024-04-01,27.06,2.59,58.64,Burco,9.53,45.54
2024-05-01,26.34,1.9,68.17,Burco,9.53,45.54
2024-06-01,26.14,0.38,57.15,Burco,9.53,45.54
2024-07-01,26.8,0.91,51.17,Burco,9.53,45.54
2024-08-01,26.05,0.47,52.48,Burco,9.53,45.54
2024-09-01,28.2,0.31,43.59,Burco,9.53,45.54
2024-10-01,26.91,2.78,52.23,Burco,9.53,45.54
2024-11-01,21.91,0.39,66.51,Burco,9.53,45.54
2024-12-01,19.56,0.07,62.7,Burco,9.53,45.54
2025-01-01,19.75,0.04,61.35,Burco,9.53,45.54
2025-02-01,22.26,0.29,57.93,Burco,9.53,45.54
2025-03-01,25.48,0.17,51.66,Burco,9.53,45.54
2025-04-01,26.44,0.92,49.48,Burco,9.53,45.54
2025-05-01,27.82,0.68,50.67,Burco,9.53,45.54
2025-06-01,27.59,0.11,46.56,Burco,9.53,45.54
2025-07-01,26.49,0.15,47.98,Burco,9.53,45.54
2025-08-01,25.67,0.81,50.1,Burco,9.53,45.54
2025-09-01,27.48,0.72,45.14,Burco,9.53,45.54
2025-10-01,25.08,0.35,46.37,Burco,9.53,45.54
2025-11-01,-999.0,-999.0,-999.0,Burco,9.53,45.54
2025-12-01,-999.0,-999.0,-999.0,Burco,9.53,45.54
2015-01-01,23.59,0.0,55.65,Burtinle,7.64,47.83
2015-02-01,24.88,0.0,56.01,Burtinle,7.64,47.83
2015-03-01,26.38,0.1,57.71,Burtinle,7.64,47.83
2015-04-01,28.47,0.06,58.11,Burtinle,7.64,47.83
2015-05-01,27.97,6.48,64.2,Burtinle,7.64,47.83
2015-06-01,26.06,3.33,66.57,Burtinle,7.64,47.83
2015-07-01,26.83,0.55,56.02,Burtinle,7.64,47.83
2015-08-01,26.54,0.98,59.19,Burtinle,7.64,47.83
2015-09-01,28.58,0.28,54.1,Burtinle,7.64,47.83
2015-10-01,27.38,2.78,66.86,Burtinle,7.64,47.83
2015-11-01,24.54,6.92,75.95,Burtinle,7.64,47.83
2015-12-01,24.24,0.15,62.99,Burtinle,7.64,47.83
2016-01-01,24.39,0.19,60.36,Burtinle,7.64,47.83
2016-02-01,24.58,0.02,55.93,Burtinle,7.64,47.83
2016-03-01,27.62,0.16,58.78,Burtinle,7.64,47.83
2016-04-01,27.29,5.37,68.37,Burtinle,7.64,47.83
2016-05-01,26.93,1.3,68.46,Burtinle,7.64,47.83
2016-06-01,27.84,0.06,52.01,Burtinle,7.64,47.83
2016-07-01,26.32,0.22,53.49,Burtinle,7.64,47.83
2016-08-01,27.04,0.3,51.93,Burtinle,7.64,47.83
2016-09-01,27.34,0.11,53.45,Burtinle,7.64,47.83
2016-10-01,26.55,1.21,63.55,Burtinle,7.64,47.83
2016-11-01,26.39,0.03,56.96,Burtinle,7.64,47.83
2016-12-01,25.11,0.05,57.09,Burtinle,7.64,47.83
2017-01-01,23.75,0.0,55.64,Burtinle,7.64,47.83
2017-02-01,25.63,0.01,57.06,Burtinle,7.64,47.83
2017-03-01,26.92,0.08,55.58,Burtinle,7.64,47.83
2017-04-01,28.71,0.55,56.79,Burtinle,7.64,47.83
2017-05-01,28.01,1.13,62.58,Burtinle,7.64,47.83
2017-06-01,29.13,0.01,49.02,Burtinle,7.64,47.83
2017-07-01,27.71,0.03,50.11,Burtinle,7.64,47.83
2017-08-01,28.33,0.02,48.96,Burtinle,7.64,47.83
2017-09-01,28.22,0.03,53.11,Burtinle,7.64,47.83
2017-10-01,28.28,0.22,57.83,Burtinle,7.64,47.83
2017-11-01,26.26,0.31,56.39,Burtinle,7.64,47.83
2017-12-01,23.92,0.0,50.73,Burtinle,7.64,47.83
2018-01-01,23.31,0.0,53.38,Burtinle,7.64,47.83
2018-02-01,25.43,0.0,54.56,Burtinle,7.64,47.83
2018-03-01,27.15,0.05,53.93,Burtinle,7.64,47.83
2018-04-01,27.84,1.39,63.99,Burtinle,7.64,47.83
2018-05-01,28.35,0.23,58.21,Burtinle,7.64,47.83
2018-06-01,28.08,0.39,51.87,Burtinle,7.64,47.83
2018-07-01,27.32,0.02,49.31,Burtinle,7.64,47.83
2018-08-01,27.31,0.14,52.31,Burtinle,7.64,47.83
2018-09-01,28.5,0.09,53.67,Burtinle,7.64,47.83
2018-10-01,27.96,0.12,56.66,Burtinle,7.64,47.83
2018-11-01,27.12,0.04,56.42,Burtinle,7.64,47.83
2018-12-01,25.81,0.01,53.86,Burtinle,7.64,47.83
2019-01-01,24.33,0.0,56.21,Burtinle,7.64,47.83
2019-02-01,26.02,0.0,56.45,Burtinle,7.64,47.83
2019-03-01,27.55,0.0,56.23,Burtinle,7.64,47.83
2019-04-01,28.91,0.02,56.88,Burtinle,7.64,47.83
2019-05-01,29.7,0.17,55.63,Burtinle,7.64,47.83
2019-06-01,27.54,2.02,58.3,Burtinle,7.64,47.83
2019-07-01,27.95,0.05,51.18,Burtinle,7.64,47.83
2019-08-01,28.52,0.02,48.41,Burtinle,7.64,47.83
